grid_id,link
grid.415506.3,http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=1293
grid.415507.2,https://www.mphi.org/
grid.415508.d,http://www.georgeinstitute.org.au/
grid.415512.6,http://sendai.jcho.go.jp/
grid.415514.0,http://www.kuakini.org/wps/portal/
grid.415518.c,http://www.saintlukeshealthsystem.org/
grid.415519.d,http://www.qehkl.nhs.uk/news-story.asp?id=681&s=news&ss=articles&p=news.story
grid.415526.1,http://www.torontorehabfoundation.com/
grid.415528.f,http://kuma-h.or.jp/index.php?id=165
grid.415531.7,http://seoul.bohun.or.kr/000main/index.php
grid.415532.4,http://www.cityhosp-kumamoto.jp/
grid.415534.2,http://countiesmanukau.health.nz/our-services/a-z/middlemore-hospital/
grid.415537.1,http://www.tajimi-hospital.jp/
grid.415546.7,http://www.regionhalland.se/hallandssjukhuskungsbacka
grid.415547.6,http://www.nhsfife.org/nhs/index.cfm?fuseaction=nhs.facilitydisplay&p2sid=E46A280B-5056-8C6F-C030C8FB81407D0F&themeid=E4689E2B-5056-8C6F-C0BF8FA7CD6A38D0
grid.415550.0,http://www3.ha.org.hk/qmh/Index.htm
grid.415552.2,http://www.muhs.ac.in/
grid.415553.3,http://qmh.oxleas.nhs.uk/
grid.415554.4,http://seton.dochs.org/
grid.415564.7,http://www.wales.nhs.uk/sitesplus/861/page/41577
grid.415565.6,http://www.kchnet.or.jp/en/
grid.415571.3,http://www.nhsggc.org.uk/patients-and-visitors/main-hospital-sites/queen-elizabeth-university-hospital-campus/the-royal-hospital-for-children-glasgow/
grid.415574.6,http://www.kure-kyosai.jp/
grid.415578.a,http://www.nioh.org/
grid.415579.b,https://www.sahlgrenska.se/sjukhus/drottning-silvias-barn--och-ungdomssjukhus/
grid.415584.9,http://www.childrenhospital.go.th/
grid.415586.b,http://www.qvh.nhs.uk/about_us/index.php
grid.415588.5,http://www.bhrhospitals.nhs.uk/for-patients-and-visitors/queens-hospital.htm
grid.415591.d,http://www3.ha.org.hk/kwh/main/tc/index.asp
grid.415592.e,http://www.nyc.gov/html/hhc/qhc/html/home/home.shtml
grid.415593.f,http://www.szmc.org.il/Default.aspx?alias=www.szmc.org.il/en
grid.415594.8,http://queensmedicalcenter.org/
grid.415595.9,http://www.carea.fi/en/
grid.415596.a,http://www.upmc.com/locations/hospitals/shadyside/pages/default.aspx
grid.415597.b,http://www.kch-org.jp/
grid.415598.4,http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=2027
grid.415600.6,http://www.bundeswehrkrankenhaus-ulm.de/portal/a/ulm
grid.415606.0,https://www.health.qld.gov.au/
grid.415613.4,http://www.kyumed.jp/index.html
grid.415614.3,http://www.nmh.ie/
grid.415615.2,http://www.vma.mod.gov.rs/
grid.415619.e,https://www.nmc.or.kr/main.asp
grid.415622.6,http://rgkarmedicalcollege.org/
grid.415627.3,http://www.kyoto2.jrc.or.jp/
grid.415629.d,http://www.uhhospitals.org/rainbow
grid.415632.7,http://kyushu-ctr-hsp.com/
grid.415633.6,http://www.rajavithi.go.th/eng/
grid.415641.3,https://www.wim.mil.pl/
grid.415643.1,http://med.mahidol.ac.th/en
grid.415646.4,http://shariati.tums.ac.ir/
grid.415647.5,http://llrmmedicalcollege.nic.in/
grid.415655.6,http://www.sharp.com/memorial/index.cfm
grid.415659.a,http://www.rand.org/health.html
grid.415663.3,http://www.kaleidahealth.org/suburban/
grid.415664.4,http://okayamamc.jp/index.php
grid.415676.7,http://www.medstarnrh.org
grid.415678.9,http://www.ncchd.go.jp/en/index.html
grid.415682.c,http://www.regionalhealth.com/Our-Locations/Regional-Hospitals/Rapid-City-Regional-Hospital.aspx
grid.415690.f,http://www.sheppardpratt.org/
grid.415692.d,https://www.aurorahealthcare.org/locations/hospital/aurora-sinai-medical-center
grid.415696.9,http://www.moh.gov.sa/en/Pages/Sitemap.aspx
grid.415698.7,https://www.moh.gov.sg
grid.415700.7,http://www.saglik.gov.tr/TR/ana-sayfa/1-0/20150908.html
grid.415702.5,http://dhs.lacounty.gov/wps/portal/dhs/rancho
grid.415703.4,https://www.moh.gov.om/
grid.415706.1,http://www.moh.gov.kw/en
grid.415708.f,http://www.health.govt.nz/
grid.415719.f,http://www.ouh.nhs.uk/
grid.415720.5,http://www.christie.nhs.uk/
grid.415721.4,http://www.srft.nhs.uk/
grid.415725.0,http://www.moh.gov.bh/en/
grid.415731.5,http://www.lahey.org/
grid.415736.2,https://www.readinghealth.org/physician-network/stchris-care-at-reading-hospital/
grid.415738.c,https://www.rosminzdrav.ru/
grid.415739.d,http://www.safed.co.il/ziv-hospital.html
grid.415740.3,http://www.shikoku-cc.go.jp/
grid.415742.1,http://childrenshospitaltrust.org.za/red-cross-war-memorial-childrens-hospital-2/
grid.415743.0,http://sansum.org/
grid.415745.6,http://portal.salud.gob.mx/
grid.415746.5,https://www.rkz.nl/
grid.415748.b,http://www.spch.izumo.shimane.jp/
grid.415751.3,http://rega.kuleuven.be/
grid.415755.7,http://www.skh.org.tw/SKHenglish%20website/index.htm
grid.415771.1,http://www.insp.mx/home.html
grid.415778.8,https://www.cittadellasalute.to.it/index.php?option=com_content&view=article&id=1821%3Aospedale-regina-margherita&catid=37&Itemid=309
grid.415781.e,https://www.rqhealth.ca/
grid.415783.c,http://www.lancastergeneralhealth.org/LGH/Locations/Inpatient/Lancaster-General-Hospital.aspx
grid.415788.7,http://www.salute.gov.it/
grid.415789.6,http://www.pzh.gov.pl/en/
grid.415792.c,http://www.mainlinehealth.org/Lankenau
grid.415796.8,http://www.rmrcbbsr.gov.in/
grid.415797.9,http://www.scchr.jp/english/
grid.415798.6,http://www.shizuoka-pho.jp/kodomo/english/
grid.415799.7,http://www.rmrc.res.in/
grid.415801.9,http://www.shimizuhospital.com/
grid.415804.c,http://www.shizuoka-pho.jp/
grid.415806.e,http://www.shizuokamind.org/
grid.415814.d,http://www.behdasht.gov.ir/
grid.415819.0,http://wszzkielce.pl/
grid.415825.f,http://www.kouritu-showa.jp/
grid.415828.2,http://www.mhlw.go.jp/english/
grid.415829.3,http://www.shrinershospitalsforchildren.org/
grid.415831.a,http://www.nsph.gr/?page=home&lang=EN
grid.415832.9,http://www.shrinershospitalsforchildren.org/Locations/cincinnati
grid.415833.8,http://www.shrinershospitalsforchildren.org/
grid.415835.e,http://www.shrinershospitalsforchildren.org/Locations/portland
grid.415836.d,http://eng.moph.go.th/
grid.415838.3,http://www.shrinershospitalsforchildren.org/
grid.415839.2,http://www.gmc.org.il/
grid.415840.c,http://www.shrinershospitalsforchildren.org/
grid.415841.d,http://www.utanohosp.jp/
grid.415842.e,https://www.laurentiusziekenhuisroermond.nl/
grid.415844.8,http://www.asdaa.it/it/ospedali/bolzano/osp-bolzano.asp
grid.415845.9,http://www.ospedaliriuniti.marche.it/portale/
grid.415846.a,http://www.shrinershospitalsforchildren.org/en/Locations/greenville
grid.415847.b,https://www.lawsonresearch.com/
grid.415849.5,http://www.shrinershospitalsforchildren.org/Locations/lexington
grid.415850.d,http://www.shrinershospitalsforchildren.org/Locations/houston
grid.415852.f,http://shrinerschildrens.org/
grid.415854.9,http://www.igmm.ac.uk/
grid.415856.b,http://csc.mrc.ac.uk/
grid.415858.5,http://www.regionshospital.com/rh/index.html
grid.415861.f,http://www.uvri.go.ug/
grid.415865.b,http://rhin.com/
grid.415867.9,http://www.legacyhealth.org/
grid.415868.6,https://reinierdegraaf.nl/
grid.415870.f,http://www.hjzyy.com.cn/#
grid.415871.e,http://www.msp.gub.uy/
grid.415873.c,http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/hospitals+and+health+services+metropolitan+adelaide/repatriation+general+hospital/repatriation+general+hospital
grid.415875.a,http://www.lvhn.org/
grid.415877.8,http://www.sbras.ru/en
grid.415879.6,http://www.med.navy.mil/sites/nmcsd/Pages/default.aspx
grid.415882.2,http://www.med.navy.mil/sites/NMCP2
grid.415887.7,http://www.kochi-ms.ac.jp/~hsptl/en/index.html
grid.415888.8,http://www.presencehealth.org/presence-resurrection-medical-center-chicago
grid.415892.3,http://www.mcht.nhs.uk/about-us/our-sites/leighton-hospital/
grid.415895.4,https://www.northshorelij.com/find-care/locations/lenox-hill-hospital
grid.415896.7,http://www.leopoldina-krankenhaus.com/home/
grid.415908.1,http://smu.edu.in/smu.html
grid.415910.8,http://cmft.nhs.uk/childrens-hospitals.aspx
grid.415913.b,http://www.nmrc.navy.mil/
grid.415914.c,http://www.coch.nhs.uk/
grid.415919.1,http://www.libertymutualgroup.com/omapps/ContentServer?pagename=LMGroup/Views/LMG&ft=2&fid=1138356633468&ln=en
grid.415922.9,https://www.palmettohealth.org/
grid.415924.f,http://www.heartofengland.nhs.uk/
grid.415925.e,https://www.rijnland.nl/
grid.415930.a,http://www.rijnstate.nl/web/show
grid.415932.8,http://www.albertahealthservices.ca/facilities.asp?pid=facility&rid=7820
grid.415933.9,http://www.nyc.gov/html/hhc/lincoln/html/home/home.shtml
grid.415935.f,http://misgav-ladach.co.il/
grid.415936.c,http://www.lifebridgehealth.org/Sinai/Sinai1.aspx
grid.415939.3,http://www.mission4health.com/
grid.415941.c,http://www.lindenhofgruppe.ch/de/standorte/lindenhof/
grid.415947.a,http://www.wales.nhs.uk/sitesplus/863/page/39264
grid.415952.e,http://www.missouribaptist.org/
grid.415953.f,http://www.enherts-tr.nhs.uk/our-hospitals/lister/
grid.415954.8,http://english.zryhyy.com.cn/
grid.415960.f,http://www.antoniusziekenhuis.nl/
grid.415967.8,http://www.leedsth.nhs.uk/home/
grid.415968.7,http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=1412
grid.415968.7,http://www.southportandormskirk.nhs.uk/
grid.415970.e,http://www.rlbuht.nhs.uk/OurHospitals/Pages/Royal%20Liverpool%20University%20Hospital.aspx
grid.415971.f,http://www.ucl.ac.uk/lmcb/
grid.415973.d,http://www.sintlucasandreasziekenhuis.nl/engels
grid.415980.1,https://www.mitsuihosp.or.jp/e
grid.415981.0,https://www.ohiohealth.com/riverside/
grid.415985.4,http://sgrh.com/
grid.415989.8,http://www.psmmc.med.sa/EN/Pages/default.aspx
grid.415992.2,http://www.lhch.nhs.uk/About-Us/
grid.415994.4,http://www.swslhd.nsw.gov.au/liverpool/
grid.415996.6,http://www.liverpoolwomens.nhs.uk/Support_Us/Liverpool_Womens_Charity.aspx
grid.415998.8,http://www.ksmc.med.sa/user_en/login_ar/index
grid.416004.7,http://www.rjah.nhs.uk/
grid.416005.6,http://www.nivel.nl/en
grid.416009.a,http://www.si.mahidol.ac.th/en/
grid.416011.3,http://www.sislietfal.gov.tr/
grid.416016.4,http://www.rochestergeneral.org/
grid.416017.5,http://www.trimbos.org/
grid.416025.4,http://www.cardiffandvaleuhb.wales.nhs.uk/uhl-contact-information
grid.416027.6,http://www.clalit-global.co.il/en/loewenstein_rehabilitation_center.html
grid.416030.0,http://mlnmc.org/
grid.416031.1,http://www.en.auh.dk/
grid.416036.6,http://www.bartshealth.nhs.uk/our-hospitals/the-london-chest-hospital/
grid.416040.7,http://www.hse.ie/eng/services/list/3/hospitals/sligo/
grid.416041.6,http://www.bartshealth.nhs.uk/our-hospitals/the-royal-london-hospital/
grid.416041.6,http://www.nhs.uk/Services/hospitals/MapsAndDirections/DefaultView.aspx?id=46339
grid.416043.4,https://www.slingeland.nl/
grid.416050.6,http://www.slotervaartziekenhuis.nl/
grid.416051.7,http://www.royalwolverhamptonhospitals.nhs.uk/how_to_find_us/maps_to_new_cross_hospital.aspx
grid.416053.5,https://www.cittadellasalute.to.it/
grid.416054.2,http://www.nebh.org/
grid.416056.0,http://www.nhrmc.org/
grid.416059.f,http://www.regionsjaelland.dk/
grid.416060.5,http://www.monashhealth.org/page/Monash_Medical_Centre
grid.416068.d,https://www.rotunda.ie/
grid.416071.5,http://www.nhslanarkshire.org.uk/Hospitals/Monklands/Pages/ContactDetails.aspx
grid.416073.7,http://www.barnabashealth.org/Monmouth-Medical-Center.aspx
grid.416074.0,https://www.childrenshospital.vanderbilt.org/
grid.416075.1,http://www.rah.sa.gov.au/homepage.php
grid.416077.3,http://smshospital.rajasthan.gov.in/
grid.416082.9,http://www.nhsggc.org.uk/locations/hospitals/royal-alexandra-hospital/
grid.416084.f,http://www.thechildren.com/
grid.416087.c,http://www.royalalex.org/rahf/the-royal-alexandra-hospital
grid.416088.3,http://www.health.nsw.gov.au/Pages/default.aspx
grid.416091.b,http://www.ruh.nhs.uk/
grid.416092.8,http://www.belfasttrust.hscni.net/hospitals/ChildrensHospital.htm
grid.416094.e,http://www.royalberkshire.nhs.uk/
grid.416097.d,http://publichealth.lacounty.gov/
grid.416098.2,http://www.rbch.nhs.uk/
grid.416099.3,https://muhc.ca/mgh/dashboard
grid.416100.2,http://www.health.qld.gov.au/rbwh/
grid.416102.0,http://www.mcgill.ca/neuro/
grid.416107.5,http://www.rch.org.au/home/
grid.416113.0,http://www.atlantichealth.org/morristown/
grid.416114.7,http://www.fraserhealth.ca/your-stay/our-hospitals/royal-columbian-hospital
grid.416116.5,http://www.rcht.nhs.uk/RoyalCornwallHospitalsTrust/OurServices/OurServicesHome.aspx
grid.416118.b,http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=1963
grid.416119.a,http://www.nhslothian.scot.nhs.uk/GoingToHospital/Locations/REH/Pages/default.aspx
grid.416122.2,http://www.wales.nhs.uk/sitesplus/863/page/39263
grid.416124.4,http://www.nyhq.org/
grid.416126.6,http://www.sth.nhs.uk/our-hospitals/royal-hallamshire-hospital
grid.416128.8,http://www.hampshirehospitals.nhs.uk/about-us/find-us/royal-hampshire-county-hospital-(rhch).aspx
grid.416131.0,http://www.dhhs.tas.gov.au/hospital/royal-hobart-hospital
grid.416132.3,http://www.royalhospitaloman.com/
grid.416135.4,http://www.erasmusmc.nl/sophia/
grid.416137.6,http://lds.no/
grid.416139.8,http://www.seslhd.health.nsw.gov.au/rhw/
grid.416141.7,http://www.porthosp.nhs.uk/
grid.416144.2,http://www.viha.ca/locations/royal_jubilee_hospital.htm
grid.416145.3,http://www.sotiria.gr/
grid.416146.0,http://www.regionostergotland.se/Halsa-och-vard/Vara-sjukhus/Lasarettet-i-Motala/
grid.416151.6,http://southtees.nhs.uk/hospitals/james-cook/
grid.416153.4,http://www.rmh.mh.org.au/
grid.416154.3,http://www.barnabashealth.org/
grid.416157.0,http://pgimsrohtak.nic.in/
grid.416160.4,http://www.lsuhospitals.org/
grid.416164.0,http://www.lukasneuss.de/
grid.416165.1,http://capiolundbynarsjukhus.se/
grid.416166.2,http://www.mountsinai.on.ca/
grid.416167.3,http://www.mountsinai.org/
grid.416168.c,http://www.sinai.org/
grid.416169.d,http://www.lutheranhealthcare.org/Main/LutheranMedicalCenter.aspx
grid.416171.4,http://www.rnhrd.nhs.uk/
grid.416173.6,http://www.stfranciscare.org/
grid.416176.3,http://www.nwh.org/
grid.416177.2,https://www.rnoh.nhs.uk/
grid.416183.9,http://www.msrmc.ac.in/
grid.416187.d,http://www.pat.nhs.uk/
grid.416188.2,http://www.thh.nhs.uk/about/mv/index.php
grid.416189.3,http://www.roh.nhs.uk/royal-orthopaedic-hospital-surgeons-deliver-life-changing-treatment-in-bangladesh
grid.416193.8,http://www.southlakeregional.org/
grid.416195.e,http://www.rph.wa.gov.au/
grid.416200.1,http://www.ospedaleniguarda.it/EN/
grid.416201.0,http://www.nbt.nhs.uk/our-hospitals/southmead-hospital
grid.416203.2,http://www.niigata-cc.jp/
grid.416204.5,http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=907
grid.416204.5,http://www.lancsteachinghospitals.nhs.uk/royal-preston-profile
grid.416205.4,http://www.hosp.niigata.niigata.jp/eng_site/top.html
grid.416213.3,https://www.maasstadziekenhuis.nl/
grid.416214.4,http://www.utswmedicine.org/
grid.416218.8,http://www.gla.ac.uk/researchinstitutes/healthwellbeing/research/mrccsosocialandpublichealthsciencesunit/
grid.416219.9,http://www.spaarneziekenhuis.nl/
grid.416220.3,http://www.uhs.nhs.uk/Ourhospitals/RSH/RoyalSouthHants.aspx
grid.416221.2,http://www.sphsu.mrc.ac.uk/
grid.416224.7,http://www.royalsurrey.nhs.uk/
grid.416225.6,http://www.bsuh.nhs.uk/hospitals/our-hospitals/royal-sussex-county-hospital/
grid.416226.5,http://www.spartanburgregional.com/
grid.416227.4,http://www.rveeh.ie/
grid.416228.b,http://www.spauldingrehab.org/
grid.416229.a,https://muhc.ca/royalvic/dashboard
grid.416230.2,http://www.spectrumhealth.org/
grid.416231.3,http://www.mkh-medicine.com/
grid.416232.0,http://www.belfasttrust.hscni.net/hospitals/RVHIntro.htm
grid.416237.5,http://www.mamc.amedd.army.mil/
grid.416239.b,http://www.ntmc.go.jp.e.eo.hp.transer.com/
grid.416241.4,http://www.nrsmch.org/
grid.416245.0,http://www.madonna.org/
grid.416246.3,http://www.mnh.or.tz/
grid.416250.4,http://www.lvhn.org/facilities_directions/hospital_locations/lehigh_valley_hospital_muhlenberg
grid.416255.1,http://www.mpuh.org/
grid.416256.2,http://www.mmc.tn.gov.in/
grid.416257.3,http://dst.gov.in/autonomous/stimst.htm
grid.416258.c,http://www.multicare.org/
grid.416259.d,https://www.thewomens.org.au/
grid.416261.6,https://multco.us/health
grid.416265.2,http://www.madrasmedicalmission.org/
grid.416266.1,https://nhstayside.scot.nhs.uk/
grid.416267.0,http://www.mdmc.ac.in/
grid.416269.e,http://www.maebashi.jrc.or.jp/
grid.416270.6,http://www.wales.nhs.uk/sitesplus/861/page/42939
grid.416274.2,http://www.northshore.org/locations/our-hospitals/skokie-hospital/
grid.416275.3,http://www.mafraqhospital.ae/
grid.416277.1,http://www.mageerehab.org/
grid.416278.e,http://www.ggdkennisnet.nl/
grid.416279.f,http://hosp.nms.ac.jp/
grid.416288.1,http://svimstpt.ap.nic.in/
grid.416289.0,http://www.nmc-kobe.or.jp/
grid.416290.8,http://www.ausl.bologna.it/asl-bologna
grid.416303.3,http://www.ulssvicenza.it/
grid.416306.6,http://www.maimonidesmed.org/Main/Home.aspx
grid.416308.8,http://www.ospedalesancamillo.it/
grid.416309.9,http://www.mainlinehealth.org/heart
grid.416311.0,http://www.mmcri.org/home/webHome_content.php
grid.416312.3,http://www.klinikum-lueneburg.de/
grid.416315.4,http://www.ospfe.it/
grid.416316.7,http://www.okmeydani.gov.tr/
grid.416322.0,http://www.bezmialem.edu.tr/en/
grid.416325.7,http://www.ospedalesancarlo.it/
grid.416332.1,http://www.musashino.jrc.or.jp/
grid.416339.a,http://www.stagnes.org/
grid.416340.4,http://www.musgroveparkhospital.nhs.uk/
grid.416345.1,http://www.nims.edu.in/
grid.416346.2,http://science.ccri.at/
grid.416349.d,http://mmc.gov.bd/
grid.416350.5,http://www.barnabashealth.org/Saint-Barnabas-Medical-Center.aspx
grid.416356.3,https://www.saintboniface.ca/
grid.416357.2,http://www.sanfilipponeri.roma.it/index.htm
grid.416364.2,http://www.stchristophershospital.com/
grid.416369.f,http://www.regionsjaelland.dk/sundhed/geo/naestvedsygehus/Sider/default.aspx
grid.416370.7,http://www.zna.be/
grid.416371.6,http://www.nordlandssykehuset.no/?lang=en_US
grid.416373.4,http://www.elisabeth.nl/
grid.416374.3,http://www.mercy.com/Youngstown/ho_sehc.aspx
grid.416375.2,http://www.cmft.nhs.uk/royal-eye
grid.416376.1,http://nagano-child.jp/
grid.416377.0,http://www.aospterni.it/
grid.416380.8,https://www.manipal.edu.np/mcoms.html
grid.416381.9,http://stelizabethseast.com/
grid.416382.a,http://www.nagano-med.jrc.or.jp/
grid.416383.b,http://www.manipalhospitals.com/
grid.416384.c,http://www.nagaoka.jrc.or.jp/
grid.416386.e,http://www.sankterik.se/en/home/
grid.416391.8,http://www.nnuh.nhs.uk/our-services/our-hospitals/norfolk-and-norwich-university-hospital/
grid.416393.a,http://www.stfrancismedical.org/
grid.416394.d,https://www.walsallhealthcare.nhs.uk/
grid.416398.1,http://www.seslhd.health.nsw.gov.au/SGH/
grid.416403.4,http://capiostgoran.se/english/
grid.416404.3,https://www.epsom-sthelier.nhs.uk/st-helier-hospital
grid.416409.e,http://www.stjames.ie/
grid.416410.6,http://vmmc-sjh.nic.in/index1.asp?linkid=221
grid.416412.4,http://www.szpital-marciniak.wroclaw.pl/
grid.416413.5,http://www.stjohnprovidence.org/about-sjp
grid.416415.3,http://www.tweestedenziekenhuis.nl/
grid.416419.f,http://www.aslto2.piemonte.it/_front/front.php?p=2&amp;url=v%3D317%26nome%3DDirezione%20Sanitaria%20Ospedale%20Maria%20Vittoria%26entita%3D204%26menu%3D%26top%3D
grid.416425.0,http://www.nhslothian.scot.nhs.uk/GoingToHospital/Locations/StJohnsHospital/Pages/default.aspx
grid.416426.3,http://www.mihs.org/
grid.416429.c,http://mihs.org/centers/maricopa-medical-center
grid.416432.6,http://www.stjohns.in/medicalcollege/
grid.416435.1,https://www.mercy.net/newsroom-mercy-hospital-st-louis-quick-facts
grid.416436.2,http://www.stjohns.in/
grid.416441.2,http://washington.providence.org/hospitals/sacred-heart-medical-center-and-childrens-hospital/
grid.416442.1,http://www.presencehealth.org/presence-saint-joseph-hospital-chicago
grid.416443.0,http://www.markusovszky.hu/hu/index
grid.416444.7,http://www.stjoesannarbor.org/st-joseph-mercy-ann-arbor-hospital
grid.416448.b,https://www.sjhc.london.on.ca/
grid.416449.a,http://www.stjoe.on.ca/
grid.416450.2,http://www.pat.nhs.uk/our-hospitals/north-manchester-general-hospital/
grid.416466.7,http://www.nfyy.com/
grid.416468.9,http://www.martiniziekenhuis.nl/
grid.416470.0,http://www.chistlukeshealth.org/
grid.416471.1,http://www.waitematadhb.govt.nz/Hospitals-Clinics/North-Shore-Hospital
grid.416472.2,http://www.nhs.uk/services/hospitals/overview/defaultview.aspx?id=109
grid.416476.6,http://www.saintalphonsus.org/
grid.416477.7,https://www.northshorelij.com/
grid.416480.f,http://bethlehem.slhn.org/About
grid.416481.e,http://www.saintfrancis.com/
grid.416487.8,http://www.marycrowley.org/
grid.416489.6,https://stlukes-stl.spirithealth.com/
grid.416491.f,http://dhmh.maryland.gov/
grid.416493.d,https://www.mmrl.edu/
grid.416496.8,http://www.saintfrancismemorial.org/index.htm
grid.416498.6,https://www.mcphs.edu/
grid.416506.0,http://www.aurorastlukes.org/
grid.416507.1,http://california.providence.org/saint-johns/
grid.416512.5,https://www.northumbria.nhs.uk/our-locations/north-tyneside-general-hospital
grid.416518.f,http://www.hospital.med.saga-u.ac.jp/hp/top.php
grid.416521.5,http://www.naccho.org/
grid.416523.7,http://www.cmft.nhs.uk/saint-marys.aspx
grid.416526.2,http://www.smhc.qc.ca/en/
grid.416531.4,http://www.northamptongeneral.nhs.uk/OurServices/OurServices.aspx
grid.416532.7,http://www.st-mary-med.or.jp/
grid.416534.1,http://www.stmh.org/
grid.416537.2,http://www.socialstyrelsen.se/english
grid.416539.c,http://www.nbme.org/
grid.416543.1,http://www.stjoeshealth.org/default.cfm?id=1
grid.416544.6,http://www.uhbristol.nhs.uk/patients-and-visitors/your-hospitals/st-michaels-hospital/
grid.416546.4,http://www.stolav.no/en/
grid.416552.1,http://health.gov.mt/en/MDH/Pages/Home.aspx
grid.416553.0,http://www.providencehealthcare.org/hospitals-residences/st-paul%27s-hospital
grid.416554.7,http://www.centreformentalhealth.org.uk/
grid.416557.4,http://www.ashfordstpeters.nhs.uk/st-peter-s-hospital/82-st-peter-s-hospital
grid.416559.a,http://www.westernsussexhospitals.nhs.uk/our-hospitals/st-richards-hospital/
grid.416561.1,http://www.nwhospital.org/
grid.416562.2,http://www.mater.org.au/Home/Hospitals/Mater-Private-Hospital-Brisbane
grid.416564.4,http://www.agsavvas-hosp.gr/
grid.416565.5,http://www.nm.org/location/northwestern-memorial-hospital
grid.416567.7,http://www.stvincent.org/
grid.416568.8,http://www.lnwh.nhs.uk/patients-visitors/your-feedback/contact-us/
grid.416568.8,http://www.nhs.uk/Services/hospitals/MapsAndDirections/DefaultView.aspx?id=104736
grid.416570.1,http://www.stvincenthospital.com/
grid.416571.0,http://www.smmcnj.org/
grid.416572.3,http://stvincent.dochs.org/
grid.416577.6,https://www.sths.com/west/Pages/default.aspx
grid.416579.8,http://www.npimr.org/
grid.416582.c,http://www.svcmc.org/
grid.416590.f,http://norwalkhospital.org/
grid.416591.e,http://phio.panasonic.co.jp/kinen/
grid.416603.6,http://www.st-anna.nl/
grid.416607.2,http://www.korgialenio-benakio.gr/
grid.416612.6,http://sk-kumamoto.jp/en/
grid.416614.0,http://www.ndmc.ac.jp/
grid.416618.c,http://www.nakatsu.saiseikai.or.jp/
grid.416619.d,http://www.klinikum-straubing.de/Information-for-foreign-patients.o2283.html
grid.416626.1,https://www.stockport.nhs.uk/find-us
grid.416629.e,http://www.mch.pref.osaka.jp/english/
grid.416635.3,http://nemocnicesternberk.agel.cz/
grid.416637.1,http://www.nhsggc.org.uk/locations/hospitals/stobhill-hospital-new/
grid.416639.f,http://www.salem.va.gov/
grid.416642.3,http://www.salisbury.nhs.uk/Pages/home.aspx
grid.416646.7,http://www.moh.gov.bh/en/HealthEstablishment/SMC.aspx
grid.416648.9,http://www.sodersjukhuset.se/Functions/InEnglish/
grid.416651.1,http://www.iss.it/chis/?lang=2
grid.416657.7,http://www.nhls.ac.za/
grid.416661.2,https://www.hawaiipacifichealth.org/straub/
grid.416663.0,https://www.urmc.rochester.edu/strong-memorial.aspx
grid.416667.4,http://www.zna.be/
grid.416672.0,http://www.olvz.be/
grid.416673.1,http://www.cha.quebec.qc.ca/
grid.416674.6,http://www.hopkinsmedicine.org/suburban_hospital/
grid.416676.4,http://www.salute.gov.it/portale/salute/p1_3.jsp?tema=Tu_e_il_Servizio_Sanitario_Nazionale
grid.416682.f,http://subharti.org/web/
grid.416695.9,http://www.pref.saitama.lg.jp/saitama-cc/
grid.416697.b,http://www.pref.saitama.lg.jp/scm-c/index.html
grid.416698.4,http://www.hosp.go.jp/
grid.416702.6,http://www.irsst.qc.ca/en/
grid.416709.d,http://www.sumitomo-hp.or.jp/
grid.416711.4,http://www.summahealth.org/
grid.416716.3,http://www.nimr.or.tz/
grid.416721.7,http://www.stjoes.ca/
grid.416722.4,http://www.samaritan-center.net/
grid.416723.5,http://www.nll.se/sunderbysjukhus
grid.416726.0,http://chsft.nhs.uk/?s=Sunderland+Royal+Hospital&submit=Search
grid.416729.f,http://www.lvn.se/
grid.416730.7,http://www.nich.edu.pk/
grid.416731.6,http://www.sunnaas.no/om-oss/english
grid.416732.5,http://sfgh.ucsf.edu/
grid.416733.4,https://www.sjhc.london.on.ca/directions/st-josephs-hospital
grid.416737.0,http://www.nirrh.res.in/
grid.416738.f,http://www.cdc.gov/
grid.416746.6,https://baycare.org/sjch
grid.416753.2,http://www.krankenhaus-salem.de/start.php
grid.416759.8,http://www.sutterhealth.org/
grid.416762.0,http://www.ogaki-mh.jp/en/
grid.416769.b,http://www.kbsd.hr/
grid.416770.3,https://www.thechristhospitalphysicians.com/services/heart-and-vascular
grid.416771.2,http://www.syracuse.va.gov/
grid.416772.1,http://www0.nih.go.jp/eiken/english
grid.416775.6,http://www.stlouischildrens.org/
grid.416778.b,http://www.cdc.gov/nceh/
grid.416780.c,http://www.manchester.va.gov/
grid.416781.d,http://www.cdc.gov/chronicdisease/
grid.416785.9,http://www.va.gov/directory/guide/facility.asp?id=5362
grid.416786.a,http://www.swisstph.ch/
grid.416789.5,http://www.cdc.gov/nchs/
grid.416790.d,http://www.seslhd.health.nsw.gov.au/SHSEH/
grid.416792.f,http://www.losangeles.va.gov/
grid.416800.b,http://www.westpalmbeach.va.gov/
grid.416802.9,http://www.fresno.va.gov/
grid.416803.8,http://www.onh.go.jp/mokuji/mokuji.html
