grid_id,external_id_type,external_id
grid.33199.31,FundRef,501100003397
grid.33224.34,ISNI,0000 0001 0703 9897
grid.33235.34,ISNI,0000 0004 0643 6243
grid.33236.37,ISNI,0000000106929556
grid.33440.30,ISNI,0000 0001 0232 6272
grid.33489.35,ISNI,0000 0001 0454 4791
grid.33489.35,FundRef,100005785
grid.33489.35,FundRef,100006094
grid.33565.36,ISNI,0000000404312247
grid.33623.37,ISNI,0000 0004 0585 454X
grid.33647.35,ISNI,0000 0001 2160 9198
grid.33647.35,FundRef,100007092
grid.33692.3d,ISNI,0000 0001 0048 3880
grid.33695.3a,ISNI,0000000107203335
grid.33762.33,ISNI,0000000406204119
grid.33762.33,FundRef,501100003822
grid.33763.32,ISNI,0000 0004 1761 2484
grid.33763.32,FundRef,501100004517
grid.33764.35,ISNI,0000 0001 0476 2430
grid.33764.35,FundRef,501100003471
grid.33801.39,ISNI,0000 0004 0528 1681
grid.33997.37,ISNI,0000 0000 9500 7395
grid.33998.38,ISNI,0000 0001 2171 4027
grid.34169.39,ISNI,0000 0001 2177 6463
grid.34197.38,ISNI,0000 0001 0396 9608
grid.34418.3a,ISNI,0000 0001 0727 9022
grid.34421.30,ISNI,0000 0004 1936 7312
grid.34424.35,ISNI,0000 0004 0466 6352
grid.34428.39,ISNI,0000 0004 1936 893X
grid.34428.39,FundRef,100008095
grid.34429.38,ISNI,0000 0004 1936 8198
grid.34474.30,ISNI,0000 0004 0370 7685
grid.34474.30,FundRef,100004459
grid.34477.33,ISNI,0000000122986657
grid.34477.33,FundRef,100007812
grid.34477.33,FundRef,100007813
grid.34517.34,ISNI,0000 0004 0595 4313
grid.34517.34,FundRef,501100002679
grid.34538.39,ISNI,0000 0001 2182 4517
grid.34555.32,ISNI,0000 0004 0385 8248
grid.34566.32,ISNI,0000 0001 2172 3046
grid.34646.33,ISNI,0000 0004 0547 8118
grid.34684.3d,ISNI,0000 0004 0483 8492
grid.34822.3f,ISNI,0000 0000 9851 275X
grid.34980.36,ISNI,0000 0001 0482 5067
grid.34980.36,FundRef,100007780
grid.34988.3e,ISNI,0000 0001 1482 2038
grid.35030.35,ISNI,0000 0004 1792 6846
grid.35030.35,FundRef,100007567
grid.35043.31,ISNI,0000 0001 0010 3972
grid.35135.31,ISNI,0000 0004 0543 3622
grid.35155.37,ISNI,0000 0004 1790 4137
grid.35306.33,ISNI,0000 0000 9971 9023
grid.35349.38,ISNI,0000 0001 0468 7274
grid.35349.38,HESA,0031
grid.35349.38,UCAS,R48
grid.35349.38,UKPRN,10007776
grid.35371.33,ISNI,0000 0001 0726 0380
grid.35403.31,ISNI,0000 0004 1936 9991
grid.35403.31,FundRef,100006296
grid.35403.31,FundRef,100005302
grid.35403.31,FundRef,100006301
grid.35403.31,FundRef,100006295
grid.35403.31,FundRef,100005471
grid.35403.31,FundRef,100006298
grid.35403.31,FundRef,100006300
grid.35541.36,ISNI,0000000121053345
grid.35541.36,FundRef,501100003693
grid.35541.36,FundRef,501100003831
grid.35843.39,ISNI,0000 0001 0658 9037
grid.35915.3b,ISNI,0000 0001 0413 4629
grid.35937.3b,ISNI,0000 0001 2172 097X
grid.35937.3b,FundRef,501100000831
grid.36076.34,ISNI,0000 0001 2166 3186
grid.36076.34,HESA,0049
grid.36076.34,UCAS,B44
grid.36076.34,UKPRN,10006841
grid.36083.3e,ISNI,0000 0001 2171 6620
grid.36110.35,ISNI,0000 0001 0725 2874
grid.36110.35,FundRef,100008229
grid.36120.36,ISNI,0000 0004 0501 5439
grid.36193.3e,ISNI,0000000121590079
grid.36303.35,ISNI,0000 0000 9148 4899
grid.36303.35,FundRef,501100003696
grid.36316.31,ISNI,0000 0001 0806 5472
grid.36316.31,HESA,0059
grid.36316.31,UKPRN,10007146
grid.36402.33,ISNI,0000 0004 0417 3507
grid.36425.36,ISNI,0000 0001 2216 9681
grid.36425.36,FundRef,100007259
grid.36425.36,FundRef,100006802
grid.36511.30,ISNI,0000 0004 0420 4262
grid.36511.30,HESA,0062
grid.36511.30,UCAS,L39
grid.36511.30,UKPRN,10007151
grid.36567.31,ISNI,0000 0001 0737 1259
grid.36567.31,FundRef,100007765
grid.36567.31,FundRef,100007829
grid.36738.39,ISNI,0000 0001 0731 9119
grid.36823.3c,ISNI,0000 0001 2185 090X
grid.36895.31,ISNI,0000 0001 2111 6991
grid.37172.30,ISNI,0000 0001 2292 0500
grid.37179.3b,ISNI,0000 0001 0664 8391
grid.37179.3b,FundRef,501100004747
grid.37213.34,ISNI,0000 0004 0640 9958
grid.37415.34,ISNI,0000 0000 9530 6264
grid.37430.33,ISNI,0000 0001 0744 995X
grid.37472.35,ISNI,0000 0004 0617 9718
grid.37485.3d,ISNI,0000 0001 2200 6575
grid.37553.37,ISNI,0000 0001 0097 5797
grid.37553.37,FundRef,501100004035
grid.37589.30,ISNI,0000 0004 0532 3167
grid.37589.30,FundRef,501100005319
grid.37600.32,ISNI,0000 0001 1010 9948
grid.37640.36,ISNI,0000 0000 9439 0839
grid.37678.3d,ISNI,0000 0004 0406 9013
grid.38142.3c,ISNI,000000041936754X
grid.38142.3c,FundRef,100007229
grid.38142.3c,FundRef,100005469
grid.38142.3c,FundRef,100005915
grid.38142.3c,FundRef,100006075
grid.38142.3c,FundRef,100008035
grid.38142.3c,FundRef,100005293
grid.38142.3c,FundRef,100005473
grid.38142.3c,FundRef,100005487
grid.38142.3c,FundRef,100005574
grid.38142.3c,FundRef,100005650
grid.38142.3c,FundRef,100005678
grid.38142.3c,FundRef,100005692
grid.38142.3c,FundRef,100005802
grid.38142.3c,FundRef,100005856
grid.38142.3c,FundRef,100005893
grid.38142.3c,FundRef,100005941
grid.38142.3c,FundRef,100006007
grid.38142.3c,FundRef,100006011
grid.38142.3c,FundRef,100006274
grid.38142.3c,FundRef,100007230
grid.38142.3c,FundRef,100007300
grid.38142.3c,FundRef,100007877
grid.38142.3c,FundRef,100007887
grid.38142.3c,FundRef,100008263
grid.38142.3c,FundRef,100007299
grid.38142.3c,FundRef,100006691
grid.38142.3c,FundRef,100007301
grid.38199.3a,ISNI,0000 0004 0399 7184
grid.38199.3a,FundRef,501100005055
grid.38225.3e,ISNI,0000 0000 9780 0901
grid.38275.3b,ISNI,0000 0001 2321 7956
grid.38348.34,ISNI,0000 0004 0532 0580
grid.38348.34,FundRef,501100005057
grid.38575.3c,ISNI,0000 0001 2337 3561
grid.38603.3e,ISNI,0000 0004 0644 1675
grid.38678.32,ISNI,0000 0001 2181 0211
grid.38926.36,ISNI,0000 0001 2297 8198
grid.38936.37,ISNI,0000000121060203
grid.39009.33,ISNI,0000 0001 0672 7022
grid.39158.36,ISNI,0000 0001 2173 7691
grid.39364.3b,ISNI,0000 0001 0547 2697
grid.39364.3b,FundRef,501100003195
grid.39381.30,ISNI,0000 0004 1936 8884
grid.39381.30,FundRef,501100004381
grid.39382.33,ISNI,0000 0001 2160 926X
grid.39382.33,FundRef,100006442
grid.39382.33,FundRef,100007915
grid.39382.33,FundRef,100007856
grid.39436.3b,ISNI,0000 0001 2323 5732
grid.39479.30,FundRef,100007337
grid.39489.3f,ISNI,0000 0001 0388 0742
grid.39572.3a,ISNI,0000 0004 0646 1385
grid.39591.37,ISNI,0000 0004 0376 548X
grid.39679.32,ISNI,0000 0001 0724 9501
grid.39768.33,ISNI,0000 0004 0506 7239
grid.39936.36,ISNI,0000 0001 2174 6686
grid.40263.33,ISNI,0000 0004 1936 9094
grid.40263.33,FundRef,100006418
grid.40263.33,FundRef,100005478
grid.40368.39,ISNI,0000 0000 9347 0159
grid.40602.30,ISNI,0000 0001 2158 0612
grid.40616.35,FundRef,501100001867
grid.40803.3f,ISNI,0000 0001 2173 6074
grid.40803.3f,FundRef,100005568
grid.41056.36,ISNI,0000 0000 8769 4682
grid.41156.37,ISNI,0000 0001 2314 964X
grid.41206.31,ISNI,0000 0001 1009 9807
grid.41312.35,ISNI,0000 0001 1033 6040
grid.41315.32,ISNI,0000 0001 2152 0070
grid.41405.34,ISNI,0000000107021187
grid.41619.3b,ISNI,0000 0004 0480 1382
grid.41719.3a,ISNI,0000 0000 9734 7019
grid.41891.35,ISNI,0000 0001 2156 6108
grid.42050.33,ISNI,0000 0001 2160 1604
grid.42167.36,ISNI,0000 0004 0425 5385
grid.42167.36,FundRef,501100001298
grid.42167.36,HESA,0003
grid.42167.36,UKPRN,10007777
grid.42269.3b,ISNI,0000 0001 1203 7853
grid.42271.32,ISNI,0000 0001 2149 479X
grid.42271.32,FundRef,501100004338
grid.42283.3f,ISNI,0000 0000 9661 3581
grid.42327.30,ISNI,0000 0004 0473 9646
grid.42327.30,FundRef,501100006126
grid.42399.35,ISNI,0000 0004 0593 7118
grid.42475.30,ISNI,0000000121661519
grid.42505.36,ISNI,0000 0001 2156 6853
grid.42505.36,FundRef,100006034
grid.42629.3b,ISNI,0000000121965555
grid.42629.3b,HESA,0069
grid.42629.3b,UCAS,N77
grid.42629.3b,UKPRN,10001282
grid.42687.3f,ISNI,0000 0004 0381 814X
grid.42687.3f,FundRef,501100002613
grid.42707.36,ISNI,0000 0004 1766 9560
grid.42707.36,FundRef,501100004848
grid.42752.36,FundRef,100007235
grid.42781.38,ISNI,0000 0004 0457 8766
grid.43086.39,ISNI,0000 0001 0689 5675
grid.43086.39,HESA,0015
grid.43086.39,HESA,0017
grid.43086.39,UCAS,F33
grid.43086.39,UKPRN,10008640
grid.43169.39,ISNI,0000 0001 0599 1243
grid.43169.39,FundRef,501100002412
grid.43308.3c,ISNI,0000 0000 9413 3760
grid.43308.3c,FundRef,501100003384
grid.43308.3c,FundRef,501100005906
grid.43519.3a,ISNI,0000 0001 2193 6666
grid.43519.3a,FundRef,501100006013
grid.43519.3a,FundRef,501100006014
grid.43555.32,ISNI,0000 0000 8841 6246
grid.43555.32,FundRef,501100005085
grid.43582.38,ISNI,0000 0000 9852 649X
grid.43641.34,ISNI,0000 0001 1014 6626
grid.43710.31,ISNI,0000 0001 0683 9016
grid.43710.31,HESA,0011
grid.43710.31,UCAS,C55
grid.43710.31,UKPRN,10007848
grid.44214.37,ISNI,0000 0004 0566 9328
grid.44361.34,ISNI,0000000103398665
grid.44361.34,HESA,0095
grid.44361.34,UCAS,A30
grid.44361.34,UKPRN,10007849
grid.44870.3f,HESA,0027
grid.44870.3f,UCAS,N38
grid.44870.3f,UKPRN,10007138
grid.44871.3e,ISNI,0000 0001 0668 0201
grid.45083.3a,ISNI,0000 0004 0432 6841
grid.45099.31,ISNI,0000 0004 4649 4771
grid.45199.30,ISNI,0000 0001 2288 9451
grid.45199.30,FundRef,501100004827
grid.45203.30,ISNI,0000 0004 0489 0290
grid.45343.35,ISNI,0000 0004 1782 8840
grid.45349.3f,ISNI,0000 0001 2220 8863
grid.45419.3d,ISNI,0000 0000 9538 916X
grid.45515.30,ISNI,0000 0001 2167 4790
grid.45672.32,ISNI,0000 0001 1926 5090
grid.45672.32,FundRef,501100004052
grid.45672.32,FundRef,501100003422
grid.45907.3f,ISNI,0000 0000 9744 5137
grid.45978.37,ISNI,0000 0004 0527 3171
grid.45978.37,FundRef,501100004935
grid.46072.37,ISNI,0000 0004 0612 7950
grid.46072.37,FundRef,501100004481
grid.46072.37,FundRef,501100006110
grid.46078.3d,ISNI,0000 0000 8644 1405
grid.46078.3d,FundRef,501100004490
grid.46309.38,ISNI,0000 0001 2308 2692
grid.46534.30,ISNI,0000 0004 1793 8046
grid.46565.34,ISNI,0000 0001 2151 5829
grid.46699.34,ISNI,0000 0004 0391 9020
grid.46864.38,ISNI,0000 0001 2296 8862
grid.46900.3b,ISNI,0000 0001 2165 487X
grid.47100.32,ISNI,0000000419368710
grid.47100.32,FundRef,100005326
grid.47100.32,FundRef,100005472
grid.47100.32,FundRef,100005986
grid.47100.32,FundRef,100006699
grid.47100.32,FundRef,100007089
grid.47100.32,FundRef,501100000673
grid.47100.32,FundRef,100006698
grid.47100.32,FundRef,100006441
grid.47170.35,FundRef,501100002802
grid.47170.35,HESA,0089
grid.47170.35,UCAS,C20
grid.47170.35,UKPRN,10007854
grid.47244.31,ISNI,0000 0001 0693 825X
grid.47244.31,FundRef,501100002919
grid.47422.37,ISNI,0000 0001 0724 3038
grid.47609.3c,ISNI,0000 0000 9471 0214
grid.47840.3f,ISNI,0000 0001 2181 7878
grid.47840.3f,FundRef,100006978
grid.47840.3f,FundRef,100007247
grid.47894.36,ISNI,0000 0004 1936 8083
grid.48004.38,ISNI,0000 0004 1936 9764
grid.48004.38,HESA,0228
grid.48004.38,UKPRN,10003958
grid.48142.3b,ISNI,0000 0004 1792 1930
grid.48166.3d,ISNI,0000 0000 9931 8406
grid.48324.39,ISNI,0000000122482838
grid.48324.39,FundRef,501100005297
grid.48336.3a,ISNI,0000 0004 1936 8075
grid.48336.3a,FundRef,100000054
grid.48336.3a,FundRef,100007316
grid.48336.3a,FundRef,100008637
grid.48472.3d,ISNI,0000 0001 1882 3177
grid.48507.3e,ISNI,0000 0004 0482 7128
grid.48769.34,ISNI,0000 0004 0461 6320
grid.48769.34,FundRef,501100005042
grid.48815.30,ISNI,0000 0001 2153 2936
grid.48815.30,FundRef,501100000601
grid.48815.30,HESA,0068
grid.48815.30,UCAS,D26
grid.48815.30,UKPRN,10001883
grid.48950.30,ISNI,0000 0000 9134 5741
grid.48959.39,ISNI,0000 0004 0647 1372
grid.49100.3c,ISNI,0000 0001 0742 4007
grid.49100.3c,FundRef,501100002541
grid.49319.36,ISNI,0000 0001 2364 777X
grid.49470.3e,ISNI,0000 0001 2331 6153
grid.49481.30,ISNI,0000 0004 0408 3579
grid.49606.3d,ISNI,0000 0001 1364 9317
grid.49606.3d,FundRef,501100002380
grid.49697.35,ISNI,0000 0001 2107 2298
grid.49697.35,FundRef,501100001343
grid.49746.38,ISNI,0000 0001 0682 3030
grid.49746.38,FundRef,501100004473
grid.49791.32,ISNI,0000 0001 1464 7559
grid.50545.31,ISNI,0000000406089296
grid.50550.35,ISNI,0000 0001 2175 4109
grid.50550.35,FundRef,501100002738
grid.50936.39,ISNI,0000000417574852
grid.50956.3f,ISNI,0000 0001 2152 9905
grid.50971.3a,ISNI,0000 0000 8947 0594
grid.51008.3c,ISNI,0000 0000 9830 6702
grid.51008.3c,HESA,0206
grid.51008.3c,UCAS,C93
grid.51008.3c,UKPRN,10006427
grid.51462.34,ISNI,0000 0001 2171 9952
grid.51462.34,FundRef,100007052
grid.51580.39,ISNI,0000 0004 0395 8863
grid.52522.32,ISNI,0000 0004 0627 3560
grid.52539.38,ISNI,0000 0001 1090 2022
grid.52539.38,FundRef,501100000184
grid.52593.38,ISNI,0000000123753425
grid.52681.38,ISNI,0000 0001 0746 8691
grid.52788.30,ISNI,0000 0004 0427 7672
grid.52788.30,FundRef,100004440
grid.52996.31,ISNI,0000 0000 8937 2257
grid.53857.3c,ISNI,0000 0001 2185 8768
grid.53857.3c,FundRef,100007199
grid.53857.3c,FundRef,100006630
grid.53959.33,ISNI,0000 0004 1794 8076
grid.53964.3d,ISNI,0000 0004 0463 2611
grid.54432.34,ISNI,0000 0004 0614 710X
grid.54432.34,FundRef,501100001691
grid.54549.39,ISNI,0000 0004 0369 4060
grid.54549.39,FundRef,501100005408
grid.54642.31,ISNI,0000 0000 8608 6140
grid.54642.31,FundRef,501100003717
grid.54668.39,ISNI,0000 0004 1788 0147
grid.55033.30,ISNI,0000 0000 9203 8209
grid.55047.33,ISNI,0000 0004 0566 7496
grid.55047.33,FundRef,501100005632
grid.55325.34,ISNI,0000 0004 0389 8485
grid.55380.3b,ISNI,0000 0004 0398 5415
grid.55460.32,ISNI,0000000121548364
grid.55602.34,ISNI,0000 0004 1936 8200
grid.55602.34,FundRef,501100000087
grid.55602.34,FundRef,501100002977
grid.55602.34,FundRef,501100002978
grid.55602.34,FundRef,501100005785
grid.55614.33,ISNI,0000 0001 1302 4958
grid.55614.33,FundRef,501100000040
grid.55834.3f,ISNI,0000 0001 2219 4158
grid.55939.33,ISNI,0000 0004 0622 2659
grid.55940.3d,ISNI,0000 0001 0945 4402
grid.55940.3d,FundRef,501100001630
grid.56061.34,ISNI,0000 0000 9560 654X
grid.56302.32,ISNI,0000 0004 1773 5396
grid.56302.32,FundRef,501100002383
grid.56302.32,FundRef,501100004432
grid.56302.32,FundRef,501100004745
grid.56302.32,FundRef,501100004831
grid.56302.32,FundRef,501100005328
grid.56302.32,FundRef,501100006016
grid.56302.32,FundRef,501100005725
grid.56362.34,ISNI,0000 0001 2248 1931
grid.56466.37,ISNI,0000 0004 0504 7510
grid.56466.37,FundRef,100005991
grid.56912.39,ISNI,0000 0000 9385 0493
grid.56912.39,FundRef,501100004003
grid.56912.39,FundRef,501100004002
grid.57544.37,ISNI,0000 0001 2110 2143
grid.57544.37,FundRef,501100000008
grid.57686.3a,ISNI,0000 0001 2232 4004
grid.57686.3a,HESA,0057
grid.57686.3a,UCAS,D39
grid.57686.3a,UKPRN,10007851
grid.57828.30,ISNI,0000 0004 0637 9680
grid.57828.30,FundRef,100005323
grid.57926.3f,ISNI,0000 0004 1936 9131
grid.57981.32,FundRef,501100000276
grid.58140.38,ISNI,0000 0001 2097 6957
grid.58192.37,ISNI,0000 0004 0595 7928
grid.58640.3f,ISNI,0000 0001 1140 5079
grid.59025.3b,ISNI,0000 0001 2224 0361
grid.59025.3b,FundRef,501100001475
grid.59053.3a,ISNI,0000000121679639
grid.59056.3f,ISNI,0000 0001 0664 9773
grid.59056.3f,FundRef,501100002781
grid.59062.38,ISNI,0000 0004 1936 7689
grid.59409.31,ISNI,0000 0004 0552 5033
grid.59409.31,FundRef,501100004176
grid.59490.31,ISNI,0000000123241681
grid.59490.31,HESA,0104
grid.59490.31,UCAS,R36
grid.59490.31,UKPRN,10005500
grid.59547.3a,ISNI,0000 0000 8539 4635
grid.59734.3c,ISNI,0000 0001 0670 2351
grid.59734.3c,FundRef,100007277
grid.59784.37,ISNI,0000000406229172
grid.59784.37,FundRef,501100004737
grid.59877.34,ISNI,0000 0001 2222 6199
grid.59877.34,FundRef,501100001278
grid.59914.30,ISNI,0000 0001 1014 169X
grid.60969.30,ISNI,0000 0001 2189 1306
grid.60969.30,FundRef,100007719
grid.60969.30,HESA,0058
grid.60969.30,UCAS,E28
grid.60969.30,UKPRN,10007144
grid.61221.36,ISNI,0000 0001 1033 9831
grid.61221.36,FundRef,501100002582
grid.61569.3d,ISNI,0000 0001 0405 5955
grid.61971.38,ISNI,0000 0004 1936 7494
grid.61971.38,FundRef,501100004326
grid.62139.3f,ISNI,0000 0000 9242 6105
grid.62167.34,ISNI,0000 0001 2220 7916
grid.62167.34,FundRef,501100004020
grid.62560.37,ISNI,0000 0004 0378 8294
grid.62560.37,FundRef,100005292
grid.62562.35,ISNI,0000000100301493
grid.62562.35,FundRef,100005563
grid.62562.35,FundRef,100008199
grid.62813.3e,ISNI,0000 0004 1936 7806
grid.63054.34,ISNI,0000 0000 8806 7226
grid.63124.32,ISNI,0000 0001 2173 2321
grid.63368.38,ISNI,0000 0004 0445 0041
grid.63622.33,ISNI,0000 0004 0388 7540
grid.63622.33,FundRef,501100000870
grid.63833.3d,ISNI,0000000406437510
grid.63833.3d,FundRef,501100000766
grid.63906.3a,ISNI,0000 0004 0377 2305
grid.63906.3a,FundRef,100007786
grid.63984.30,ISNI,0000 0000 9064 4811
grid.64212.33,ISNI,0000 0004 0463 2320
grid.64337.35,ISNI,0000 0001 0662 7451
grid.64523.36,ISNI,0000 0004 0532 3255
grid.64924.3d,ISNI,0000 0004 1760 5735
grid.64924.3d,FundRef,501100004032
grid.64938.30,ISNI,0000 0000 9558 9911
grid.64938.30,FundRef,501100004193
grid.64938.30,FundRef,501100003405
grid.64939.31,ISNI,0000 0000 9999 1211
grid.64939.31,FundRef,501100002358
grid.64939.31,FundRef,501100003096
grid.65456.34,ISNI,0000 0001 1108 9926
grid.65499.37,ISNI,0000 0001 2106 9910
grid.65499.37,FundRef,100007886
grid.65519.3e,ISNI,0000 0001 0721 7331
grid.65862.3f,ISNI,0000 0004 0399 5103
grid.66477.34,ISNI,0000 0001 2173 6269
grid.66782.3d,ISNI,0000 0004 0482 1586
grid.66875.3a,ISNI,0000 0004 0459 167X
grid.66875.3a,FundRef,100000871
grid.66951.3d,ISNI,0000 0001 0163 8573
grid.67033.31,ISNI,0000 0000 8934 4045
grid.67033.31,FundRef,100006953
grid.67033.31,FundRef,100006954
grid.67104.34,ISNI,0000 0004 0415 0102
grid.67105.35,ISNI,0000 0001 2164 3847
grid.67293.39,FundRef,501100003824
grid.67617.31,ISNI,0000 0001 0600 6495
grid.68312.3e,ISNI,0000 0004 1936 9422
grid.68312.3e,FundRef,100007891
grid.68312.3e,FundRef,100007892
grid.69292.36,ISNI,0000 0001 1017 0589
grid.69474.38,ISNI,0000 0001 1512 1639
grid.69474.38,FundRef,501100006141
grid.69566.3a,FundRef,501100006004
grid.69775.3a,ISNI,0000 0004 0369 0705
grid.70465.30,ISNI,0000 0001 1010 9729
grid.70738.3b,ISNI,0000 0004 1936 981X
grid.70738.3b,FundRef,100005921
grid.70909.37,ISNI,0000 0001 2199 6511
grid.71062.32,ISNI,0000000121724823
grid.71377.35,ISNI,0000000123085762
grid.71433.32,ISNI,0000 0001 2238 0890
grid.71566.33,ISNI,0000 0004 0603 5458
grid.71869.31,ISNI,0000 0004 0481 436X
grid.72383.3d,ISNI,0000 0001 0670 5261
grid.72447.32,ISNI,0000 0001 2168 282X
grid.72849.30,ISNI,0000 0001 0942 8343
grid.72859.31,ISNI,0000 0001 2108 3966
grid.72925.3b,ISNI,0000 0001 1017 8329
grid.72960.3a,ISNI,0000 0001 2188 0906
grid.73113.37,ISNI,0000 0004 0369 1660
grid.73221.35,ISNI,0000 0004 1767 8416
grid.73263.33,ISNI,0000 0004 0424 0001
grid.73638.39,ISNI,0000 0000 9852 2034
grid.74030.30,ISNI,0000 0004 0478 7277
grid.75060.34,ISNI,0000 0001 2172 5017
grid.75276.31,ISNI,0000 0001 1955 9478
grid.75318.38,ISNI,0000000122947340
grid.75496.39,ISNI,0000 0001 2217 6478
grid.75499.36,ISNI,0000 0001 0691 432X
grid.76054.30,ISNI,0000 0001 0703 6506
grid.76978.37,ISNI,0000 0001 2296 6998
grid.77048.3c,ISNI,0000 0001 2286 7412
grid.77054.31,ISNI,0000 0001 1245 4606
grid.77184.3d,ISNI,0000 0000 8887 5266
grid.77225.35,ISNI,0000000112611077
grid.77268.3c,ISNI,0000 0004 0543 9688
grid.77269.3d,ISNI,0000 0001 1015 7624
grid.77321.30,ISNI,0000 0001 2226 4830
grid.77354.32,ISNI,0000 0001 2215 835X
grid.77431.36,ISNI,0000 0001 1010 7619
grid.77443.33,ISNI,0000 0001 0942 5708
grid.77602.34,ISNI,0000 0001 1088 3909
grid.77611.36,ISNI,0000 0001 2230 939X
grid.77612.35,ISNI,0000 0001 1093 3101
grid.77642.30,ISNI,0000 0004 0645 517X
grid.77674.35,ISNI,0000 0000 8646 1887
grid.77728.3d,ISNI,0000 0001 0499 782X
grid.77784.3b,ISNI,0000 0004 0645 7060
grid.77852.3f,ISNI,0000 0000 8618 9465
grid.77914.3c,ISNI,0000 0004 0645 8813
grid.78041.3a,ISNI,0000 0001 1703 5953
grid.78074.3c,ISNI,0000 0001 0231 9363
grid.78757.3a,ISNI,0000 0000 9533 4249
grid.78781.31,ISNI,0000 0000 9697 6075
grid.78784.34,ISNI,0000 0001 2035 9262
grid.78785.35,ISNI,0000 0004 0402 9855
grid.78932.37,ISNI,0000 0000 9796 2812
grid.78989.37,ISNI,0000 0001 2160 7918
grid.78989.37,FundRef,100005235
grid.79011.3e,ISNI,0000 0004 0646 1422
grid.79013.3c,ISNI,0000 0001 2186 3188
grid.79139.35,ISNI,0000 0004 1761 4674
grid.79703.3a,ISNI,0000 0004 1764 3838
grid.79703.3a,FundRef,501100005015
grid.79730.3a,ISNI,0000 0001 0495 4256
grid.79740.3d,ISNI,0000 0000 9911 3750
grid.79757.3b,ISNI,0000 0000 8780 7659
grid.80510.3c,ISNI,0000 0001 0185 3134
grid.80817.36,ISNI,0000 0001 2114 6728
grid.81800.31,ISNI,0000 0001 2185 7124
grid.81800.31,HESA,0080
grid.81800.31,UCAS,W05
grid.81800.31,UKPRN,10006566
grid.81821.32,ISNI,0000 0000 8970 9163
grid.81938.3b,ISNI,0000000105434121
grid.82418.37,ISNI,0000 0001 0226 1499
grid.82747.3e,ISNI,0000 0001 2107 1797
grid.82937.37,ISNI,0000000404106064
grid.83033.3b,ISNI,0000 0001 1955 3148
grid.83440.3b,ISNI,0000000121901201
grid.83440.3b,FundRef,501100000765
grid.83440.3b,FundRef,501100000685
grid.83440.3b,HESA,0149
grid.83440.3b,HESA,0147
grid.83440.3b,HESA,0133
grid.83440.3b,UCAS,U80
grid.83440.3b,UKPRN,10007781
grid.83440.3b,UKPRN,10007784
grid.83440.3b,UKPRN,10007766
grid.84393.35,ISNI,0000 0001 0360 9602
grid.85084.31,ISNI,0000000123423717
grid.85084.31,FundRef,100006157
grid.85084.31,FundRef,100000015
grid.86715.3d,ISNI,0000 0000 9064 6198
grid.88379.3d,ISNI,0000 0001 2324 0507
grid.88379.3d,HESA,0127
grid.88379.3d,UCAS,B24
grid.88379.3d,UKPRN,10007760
grid.88832.39,ISNI,0000 0001 2289 6301
grid.89170.37,ISNI,0000 0004 0591 0193
grid.89336.37,ISNI,0000 0004 1936 9924
grid.89485.38,ISNI,0000 0004 0600 5611
grid.90685.32,ISNI,0000 0000 9479 0090
grid.90685.32,HESA,0203
grid.90685.32,UCAS,B90
grid.90685.32,UKPRN,10007787
grid.90731.3c,ISNI,0000000106122648
grid.91354.3a,FundRef,501100001333
grid.91443.3b,ISNI,0000 0001 0788 9816
grid.91443.3b,FundRef,501100002512
grid.93544.3f,ISNI,0000 0000 9825 317X
grid.93554.3e,ISNI,0000 0004 1937 0175
grid.94225.38,ISNI,000000012158463X
grid.94225.38,FundRef,100000161
grid.94225.38,FundRef,100007768
grid.94365.3d,ISNI,0000 0001 2297 5165
grid.94365.3d,FundRef,100000002
grid.95004.38,ISNI,0000 0000 9331 9029
grid.97008.36,ISNI,0000 0004 0385 4044
grid.97676.39,ISNI,0000 0001 2186 2054
grid.98622.37,ISNI,0000 0001 2271 3229
grid.98913.3a,ISNI,0000 0004 0433 0314
grid.99308.3b,ISNI,0000 0000 9422 6991
grid.99921.3a,ISNI,0000 0001 1010 8494
grid.100572.1,ISNI,0000 0004 0448 8410
grid.100995.4,ISNI,0000 0004 0489 5462
grid.102760.2,ISNI,0000 0004 0392 1315
grid.104514.5,ISNI,0000000406001012
grid.104846.f,HESA,0100
grid.104846.f,UCAS,Q25
grid.104846.f,UKPRN,10005337
grid.104887.2,ISNI,0000 0001 2177 6156
grid.105130.6,ISNI,0000 0001 0720 1567
grid.106023.6,ISNI,0000 0004 1770 977X
grid.107891.6,ISNI,0000 0001 1010 7301
grid.107950.a,ISNI,0000 0001 1411 4349
grid.107973.b,ISNI,0000 0000 9283 132X
grid.107996.0,ISNI,0000 0001 1457 2155
grid.108124.e,ISNI,0000 0001 0522 831X
grid.108162.c,ISNI,0000000121496664
grid.108311.a,ISNI,0000 0001 2185 6754
grid.108365.9,ISNI,0000 0001 2105 0048
grid.108884.d,ISNI,0000000121673528
grid.112471.0,ISNI,0000 0001 0790 1301
grid.112485.b,ISNI,0000 0001 0217 6921
grid.112857.8,ISNI,0000 0000 9483 9106
grid.113463.2,ISNI,0000 0001 0696 0748
grid.113596.9,ISNI,0000 0000 9011 751X
grid.116068.8,ISNI,0000 0001 2341 2786
grid.116068.8,FundRef,100006919
grid.116068.8,FundRef,100005781
grid.116068.8,FundRef,100007187
grid.116068.8,FundRef,100006507
grid.116345.4,ISNI,0000000406441915
