geonames_city_id,city,nuts_level1_code,nuts_level1_name,nuts_level1_ascii_name,nuts_level2_code,nuts_level2_name,nuts_level2_ascii_name,nuts_level3_code,nuts_level3_name,nuts_level3_ascii_name,geonames_admin1_code,geonames_admin1_name,geonames_admin1_ascii_name,geonames_admin2_code,geonames_admin2_name,geonames_admin2_ascii_name
2809984,Wetter (Ruhr),DEA,Nordrhein-Westfalen,Nordrhein-Westfalen,DEA5,Arnsberg,Arnsberg,DEA56,Ennepe-Ruhr-Kreis,Ennepe-Ruhr-Kreis,DE.07,North Rhine-Westphalia,North Rhine-Westphalia,,,
3072497,Kunovice,CZ0,Ceská republika,Ceska republika,CZ07,Strední Morava,Stredni Morava,CZ072,Zlínský kraj,Zlinsky kraj,CZ.90,Zlín Region,Zlin Region,,,
2651485,Daventry,UKF,East Midlands (England),East Midlands (England),UKF2,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",UKF24,West Northamptonshire,West Northamptonshire,GB.ENG,England,England,GB.ENG.J1,Northamptonshire,Northamptonshire
2762372,Villach,AT2,Südösterreich,Sudosterreich,AT21,Kärnten,Karnten,AT211,Klagenfurt-Villach,Klagenfurt-Villach,AT.02,Carinthia,Carinthia,AT.02.202,Villach Stadt,Villach Stadt
2756139,Emmeloord,NL2,Oost-Nederland,Oost-Nederland,NL23,Flevoland,Flevoland,NL230,Flevoland,Flevoland,NL.16,Flevoland,Flevoland,NL.16.0171,Gemeente Noordoostpolder,Gemeente Noordoostpolder
2838059,Schmalkalden,DEG,Thüringen,Thuringen,DEG0,Thüringen,Thuringen,DEG0B,Schmalkalden-Meiningen,Schmalkalden-Meiningen,DE.15,Thuringia,Thuringia,,,
2834265,Schwerte,DEA,Nordrhein-Westfalen,Nordrhein-Westfalen,DEA5,Arnsberg,Arnsberg,DEA5C,Unna,Unna,DE.07,North Rhine-Westphalia,North Rhine-Westphalia,,,
3085151,Sopot,PL6,Region Pólnocny,Region Polnocny,PL63,Pomorskie,Pomorskie,PL633,Trójmiejski,Trojmiejski,PL.82,Pomeranian Voivodeship,Pomeranian Voivodeship,PL.82.2264,Sopot,Sopot
2780741,Dornbirn,AT3,Westösterreich,Westosterreich,AT34,Vorarlberg,Vorarlberg,AT342,Rheintal-Bodenseegebiet,Rheintal-Bodenseegebiet,AT.08,Vorarlberg,Vorarlberg,AT.08.803,Politischer Bezirk Dornbirn,Politischer Bezirk Dornbirn
7289614,Halle Neustadt,DEE,Sachsen-Anhalt,Sachsen-Anhalt,DEE0,Sachsen-Anhalt,Sachsen-Anhalt,DEE02,"Halle (Saale), Kreisfreie Stadt","Halle (Saale), Kreisfreie Stadt",DE.14,Saxony-Anhalt,Saxony-Anhalt,,,
2783941,Wavre,BE3,Région Wallonne,Region Wallonne,BE31,Prov. Brabant Wallon,Prov. Brabant Wallon,BE310,Arr. Nivelles,Arr. Nivelles,BE.WAL,Walloon,Walloon,BE.WAL.WBR,Province du Brabant Wallon,Province du Brabant Wallon
759123,Skierniewice,PL1,Region Centralny,Region Centralny,PL11,Lódzkie,Lodzkie,PL117,Skierniewicki,Skierniewicki,PL.74,Łódź Voivodeship,Lodz Voivodeship,PL.74.1063,Skierniewice,Skierniewice
259251,Koropí,,,,,,,,,,GR.ESYE31,Attica,Attica,GR.ESYE31.445406,Nomarchía Anatolikís Attikís,Nomarchia Anatolikis Attikis
2618872,Kirke Hvalsø,DK0,Danmark,Danmark,DK02,Sjælland,Sjaelland,DK021,Østsjælland,Ostsjaelland,DK.20,Zealand,Zealand,DK.20.350,Lejre Kommune,Lejre Kommune
2937959,Dessau,DEE,Sachsen-Anhalt,Sachsen-Anhalt,DEE0,Sachsen-Anhalt,Sachsen-Anhalt,DEE01,"Dessau-Roßlau, Kreisfreie Stadt","Dessau-Rosslau, Kreisfreie Stadt",DE.14,Saxony-Anhalt,Saxony-Anhalt,,,
2771940,Maria Enzersdorf,AT1,Ostösterreich,Ostosterreich,AT12,Niederösterreich,Niederosterreich,AT127,Wiener Umland/Südteil,Wiener Umland/Sudteil,AT.03,Lower Austria,Lower Austria,AT.03.317,Politischer Bezirk Mödling,Politischer Bezirk Modling
3061284,Dvůr Králové nad Labem,CZ0,Ceská republika,Ceska republika,CZ05,Severovýchod,Severovychod,CZ052,Královéhradecký kraj,Kralovehradecky kraj,CZ.82,Královéhradecký,Kralovehradecky,,,
2562792,Senglea,MT0,Malta,Malta,MT00,Malta,Malta,MT001,Malta,Malta,MT.25,L-Isla,L-Isla,,,
2621710,Galten,DK0,Danmark,Danmark,DK04,Midtjylland,Midtjylland,DK042,Østjylland,Ostjylland,DK.18,Central Jutland,Central Jutland,DK.18.746,Skanderborg Kommune,Skanderborg Kommune
2644319,Littlehampton,UKJ,South East (England),South East (England),UKJ2,"Surrey, East and West Sussex","Surrey, East and West Sussex",UKJ24,West Sussex,West Sussex,GB.ENG,England,England,GB.ENG.P6,West Sussex,West Sussex
2928751,Esslingen,DE1,Baden-Württemberg,Baden-Wurttemberg,DE11,Stuttgart,Stuttgart,DE113,Esslingen,Esslingen,DE.01,Baden-Württemberg,Baden-Wuerttemberg,DE.01.081,Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart
2264270,Quejas,PT1,Continente,Continente,PT17,Lisboa,Lisboa,PT171,Grande Lisboa,Grande Lisboa,PT.14,Lisbon,Lisbon,PT.14.1110,Oeiras,Oeiras
3167104,Sarzana,ITC,Nord-Ovest,Nord-Ovest,ITC3,Liguria,Liguria,ITC34,La Spezia,La Spezia,IT.08,Liguria,Liguria,IT.08.SP,Provincia di La Spezia,Provincia di La Spezia
3024759,Clapiers,FR8,Méditerranée,Mediterranee,FR81,Languedoc-Roussillon,Languedoc-Roussillon,FR813,Hérault,Herault,FR.A9,Languedoc-Roussillon,Languedoc-Roussillon,FR.A9.34,Département de l'Hérault,Departement de l'Herault
3167978,San Mauro Torinese,ITC,Nord-Ovest,Nord-Ovest,ITC1,Piemonte,Piemonte,ITC11,Torino,Torino,IT.12,Piedmont,Piedmont,IT.12.TO,Provincia di Torino,Provincia di Torino
2624144,Billund,DK0,Danmark,Danmark,DK03,Syddanmark,Syddanmark,DK032,Sydjylland,Sydjylland,DK.21,South Denmark,South Denmark,DK.21.530,Billund Kommune,Billund Kommune
2523964,Oristano,ITG,Isole,Isole,ITG2,Sardegna,Sardegna,ITG28,Oristano,Oristano,IT.14,Sardinia,Sardinia,IT.14.OR,Provincia di Oristano,Provincia di Oristano
3174410,Maccarese,ITI,Centro (IT),Centro (IT),ITI4,Lazio,Lazio,ITI43,Roma,Roma,IT.07,Latium,Latium,IT.07.RM,Provincia di Roma,Provincia di Roma
2772653,Lenzing,AT3,Westösterreich,Westosterreich,AT31,Oberösterreich,Oberosterreich,AT315,Traunviertel,Traunviertel,AT.04,Upper Austria,Upper Austria,AT.04.417,Politischer Bezirk Vöcklabruck,Politischer Bezirk Vocklabruck
2992090,Montreuil,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR106,Seine-Saint-Denis,Seine-Saint-Denis,FR.A8,Île-de-France,Ile-de-France,FR.A8.93,Département de Seine-Saint-Denis,Departement de Seine-Saint-Denis
2877357,Lindenberg,DEB,Rheinland-Pfalz,Rheinland-Pfalz,DEB3,Rheinhessen-Pfalz,Rheinhessen-Pfalz,DEB36,"Neustadt an der Weinstraße, Kreisfreie Stadt","Neustadt an der Weinstrasse, Kreisfreie Stadt",DE.08,Rheinland-Pfalz,Rheinland-Pfalz,,,
2968482,Villepinte,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR106,Seine-Saint-Denis,Seine-Saint-Denis,FR.A8,Île-de-France,Ile-de-France,FR.A8.93,Département de Seine-Saint-Denis,Departement de Seine-Saint-Denis
683508,Bucureşci,RO4,Macroregiunea Patru,Macroregiunea Patru,RO42,Vest,Vest,RO423,Hunedoara,Hunedoara,RO.21,Hunedoara,Hunedoara,RO.21.88868,Comuna Bucureşci,Comuna Bucuresci
2746932,Spijkenisse,NL3,West-Nederland,West-Nederland,NL33,Zuid-Holland,Zuid-Holland,NL339,Groot-Rijnmond,Groot-Rijnmond,NL.11,South Holland,South Holland,NL.11.0612,Gemeente Spijkenisse,Gemeente Spijkenisse
3029522,Bures-sur-Yvette,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR104,Essonne,Essonne,FR.A8,Île-de-France,Ile-de-France,FR.A8.91,Département de l'Essonne,Departement de l'Essonne
3011154,Labège,FR6,Sud-Ouest,Sud-Ouest,FR62,Midi-Pyrénées,Midi-Pyrenees,FR623,Haute-Garonne,Haute-Garonne,FR.B3,Midi-Pyrénées,Midi-Pyrenees,FR.B3.31,Département de la Haute-Garonne,Departement de la Haute-Garonne
3164954,Valdagno,ITH,Nord-Est,Nord-Est,ITH3,Veneto,Veneto,ITH32,Vicenza,Vicenza,IT.20,Veneto,Veneto,IT.20.VI,Provincia di Vicenza,Provincia di Vicenza
2469473,Medenine,,,,,,,,,,TN.28,Madanīn,Madanin,,,
674117,Măgurele,RO3,Macroregiunea Trei,Macroregiunea Trei,RO32,Bucuresti - Ilfov,Bucuresti - Ilfov,RO322,Ilfov,Ilfov,RO.43,Ilfov,Ilfov,RO.43.179409,Oraş Mãgurele,Comuna Magurele
2982472,Rousset,FR8,Méditerranée,Mediterranee,FR82,Provence-Alpes-Côte d'Azur,Provence-Alpes-Cote d'Azur,FR824,Bouches-du-Rhône,Bouches-du-Rhone,FR.B8,Provence-Alpes-Côte d'Azur,Provence-Alpes-Cote d'Azur,FR.B8.13,Département des Bouches-du-Rhône,Departement des Bouches-du-Rhone
2758460,Boxtel,NL4,Zuid-Nederland,Zuid-Nederland,NL41,Noord-Brabant,Noord-Brabant,NL413,Noordoost-Noord-Brabant,Noordoost-Noord-Brabant,NL.06,North Brabant,North Brabant,NL.06.0757,Gemeente Boxtel,Gemeente Boxtel
3207077,Katlenburg-Lindau,DE9,Niedersachsen,Niedersachsen,DE91,Braunschweig,Braunschweig,DE918,Northeim,Northeim,DE.06,Lower Saxony,Lower Saxony,,,
3170342,Pomezia,ITI,Centro (IT),Centro (IT),ITI4,Lazio,Lazio,ITI43,Roma,Roma,IT.07,Latium,Latium,IT.07.RM,Provincia di Roma,Provincia di Roma
761228,Pruszków,PL1,Region Centralny,Region Centralny,PL12,Mazowieckie,Mazowieckie,PL12A,Warszawski-zachodni,Warszawski-zachodni,PL.78,Masovian Voivodeship,Masovian Voivodeship,PL.78.1421,Powiat pruszkowski,Powiat pruszkowski
2802433,Beersel,BE2,Vlaams Gewest,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Prov. Vlaams-Brabant,BE241,Arr. Halle-Vilvoorde,Arr. Halle-Vilvoorde,BE.VLG,Flemish Region,Flemish Region,BE.VLG.VBR,Provincie Vlaams-Brabant,Provincie Vlaams-Brabant
3003918,Le Grau-du-Roi,FR8,Méditerranée,Mediterranee,FR81,Languedoc-Roussillon,Languedoc-Roussillon,FR812,Gard,Gard,FR.A9,Languedoc-Roussillon,Languedoc-Roussillon,FR.A9.30,Département du Gard,Departement du Gard
3155041,Grimstad,NO0,Norge,Norge,NO04,Agder og Rogaland,Agder og Rogaland,NO041,Aust-Agder,Aust-Agder,NO.02,Aust-Agder,Aust-Agder,NO.02.0904,Grimstad,Grimstad
2917466,Gries,DEB,Rheinland-Pfalz,Rheinland-Pfalz,DEB3,Rheinhessen-Pfalz,Rheinhessen-Pfalz,DEB3G,Kusel,Kusel,DE.08,Rheinland-Pfalz,Rheinland-Pfalz,,,
2823799,Taunusstein,DE7,Hessen,Hessen,DE71,Darmstadt,Darmstadt,DE71D,Rheingau-Taunus-Kreis,Rheingau-Taunus-Kreis,DE.05,Hesse,Hesse,,,
3023771,Corbas,FR7,Centre-Est,Centre-Est,FR71,Rhône-Alpes,Rhone-Alpes,FR716,Rhône,Rhone,FR.B9,Rhône-Alpes,Rhone-Alpes,FR.B9.69,Département du Rhône,Departement du Rhone
2756619,Driebergen-Rijsenburg,NL3,West-Nederland,West-Nederland,NL31,Utrecht,Utrecht,NL310,Utrecht,Utrecht,NL.09,Utrecht,Utrecht,NL.09.1581,Gemeente Utrechtse Heuvelrug,Gemeente Utrechtse Heuvelrug
3169543,Reano,ITC,Nord-Ovest,Nord-Ovest,ITC1,Piemonte,Piemonte,ITC11,Torino,Torino,IT.12,Piedmont,Piedmont,IT.12.TO,Provincia di Torino,Provincia di Torino
2921165,Gerbrunn,DE2,Bayern,Bayern,DE26,Unterfranken,Unterfranken,DE26C,"Würzburg, Landkreis","Wurzburg, Landkreis",DE.02,Bavaria,Bavaria,DE.02.096,Regierungsbezirk Unterfranken,Regierungsbezirk Unterfranken
3168673,Salerno,ITF,Sud,Sud,ITF3,Campania,Campania,ITF35,Salerno,Salerno,IT.04,Campania,Campania,IT.04.SA,Provincia di Salerno,Provincia di Salerno
3175986,Gorizia,ITH,Nord-Est,Nord-Est,ITH4,Friuli-Venezia Giulia,Friuli-Venezia Giulia,ITH43,Gorizia,Gorizia,IT.06,Friuli Venezia Giulia,Friuli Venezia Giulia,IT.06.GO,Provincia di Gorizia,Provincia di Gorizia
763534,Nowy Sącz,PL2,Region Poludniowy,Region Poludniowy,PL21,Malopolskie,Malopolskie,PL215,Nowosadecki,Nowosadecki,PL.77,Lesser Poland Voivodeship,Lesser Poland Voivodeship,PL.77.1262,Powiat nowosądecki,Powiat nowosadecki
2729907,Longyearbyen,,,,,,,,,,SJ.21,Svalbard,Svalbard,SJ.21.2111,Spitsbergen,Spitsbergen
3018238,Florac,FR8,Méditerranée,Mediterranee,FR81,Languedoc-Roussillon,Languedoc-Roussillon,FR814,Lozère,Lozere,FR.A9,Languedoc-Roussillon,Languedoc-Roussillon,FR.A9.48,Département de la Lozère,Departement de la Lozere
2783684,Wijnegem,BE2,Vlaams Gewest,Vlaams Gewest,BE21,Prov. Antwerpen,Prov. Antwerpen,BE211,Arr. Antwerpen,Arr. Antwerpen,BE.VLG,Flemish Region,Flemish Region,BE.VLG.VAN,Provincie Antwerpen,Provincie Antwerpen
3164322,Vigolzone,ITH,Nord-Est,Nord-Est,ITH5,Emilia-Romagna,Emilia-Romagna,ITH51,Piacenza,Piacenza,IT.05,Emilia-Romagna,Emilia-Romagna,IT.05.PC,Provincia di Piacenza,Provincia di Piacenza
3183573,Abbiategrasso,ITC,Nord-Ovest,Nord-Ovest,ITC4,Lombardia,Lombardia,ITC4C,Milano,Milano,IT.09,Lombardy,Lombardy,IT.09.MI,Provincia di Milano,Provincia di Milano
2747596,Schiedam,NL3,West-Nederland,West-Nederland,NL33,Zuid-Holland,Zuid-Holland,NL339,Groot-Rijnmond,Groot-Rijnmond,NL.11,South Holland,South Holland,NL.11.0606,Gemeente Schiedam,Gemeente Schiedam
2879185,Leinfelden-Echterdingen,DE1,Baden-Württemberg,Baden-Wurttemberg,DE11,Stuttgart,Stuttgart,DE113,Esslingen,Esslingen,DE.01,Baden-Württemberg,Baden-Wuerttemberg,DE.01.081,Regierungsbezirk Stuttgart,Regierungsbezirk Stuttgart
2763795,Ternitz,AT1,Ostösterreich,Ostosterreich,AT12,Niederösterreich,Niederosterreich,AT122,Niederösterreich-Süd,Niederosterreich-Sud,AT.03,Lower Austria,Lower Austria,AT.03.318,Politischer Bezirk Neunkirchen,Politischer Bezirk Neunkirchen
2562998,Ħamrun,MT0,Malta,Malta,MT00,Malta,Malta,MT001,Malta,Malta,MT.18,Il-Ħamrun,Il-Hamrun,,,
2562755,Marsa,MT0,Malta,Malta,MT00,Malta,Malta,MT001,Malta,Malta,MT.31,Il-Marsa,Il-Marsa,,,
3149640,Kolbotn,NO0,Norge,Norge,NO01,Oslo og Akershus,Oslo og Akershus,NO012,Akershus,Akershus,NO.01,Akershus,Akershus,NO.01.0217,Oppegård,Oppegard
2636066,Thame,UKJ,South East (England),South East (England),UKJ1,"Berkshire, Buckinghamshire and Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire",UKJ14,Oxfordshire,Oxfordshire,GB.ENG,England,England,GB.ENG.K2,Oxfordshire,Oxfordshire
2791424,Meise,BE2,Vlaams Gewest,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Prov. Vlaams-Brabant,BE241,Arr. Halle-Vilvoorde,Arr. Halle-Vilvoorde,BE.VLG,Flemish Region,Flemish Region,BE.VLG.VBR,Provincie Vlaams-Brabant,Provincie Vlaams-Brabant
2761531,Weiz,AT2,Südösterreich,Sudosterreich,AT22,Steiermark,Steiermark,AT224,Oststeiermark,Oststeiermark,AT.06,Styria,Styria,AT.06.617,Politischer Bezirk Weiz,Politischer Bezirk Weiz
3417195,Garðabær,IS0,Ísland,Island,IS00,Ísland,Island,IS001,Höfuðborgarsvæði,Hofudborgarsvaedi,IS.39,Capital Region,Capital Region,,,
3173180,Moncalieri,ITC,Nord-Ovest,Nord-Ovest,ITC1,Piemonte,Piemonte,ITC11,Torino,Torino,IT.12,Piedmont,Piedmont,IT.12.TO,Provincia di Torino,Provincia di Torino
2658011,Wettingen,CH0,Schweiz/Suisse/Svizzera,Schweiz/Suisse/Svizzera,CH03,Nordwestschweiz,Nordwestschweiz,CH033,Aargau,Aargau,CH.AG,Aargau,Aargau,CH.AG.1902,Bezirk Baden,Bezirk Baden
2653680,Carrickfergus,UKN,Northern Ireland,Northern Ireland,UKN0,Northern Ireland,Northern Ireland,UKN02,Outer Belfast,Outer Belfast,GB.NIR,N Ireland,N Ireland,GB.NIR.R4,Carrickfergus District,Carrickfergus District
2523796,Piazza Armerina,ITG,Isole,Isole,ITG1,Sicilia,Sicilia,ITG16,Enna,Enna,IT.15,Sicily,Sicily,IT.15.EN,Provincia di Enna,Provincia di Enna
2792348,Limbourg,BE3,Région Wallonne,Region Wallonne,BE33,Prov. Liège,Prov. Liege,BE335,Arr. Verviers - communes francophones,Arr. Verviers - communes francophones,BE.WAL,Walloon,Walloon,BE.WAL.WLG,Province de Liège,Province de Liege
3105599,Ordizia,ES2,Noreste,Noreste,ES21,País Vasco,Pais Vasco,ES212,Guipúzcoa,Guipuzcoa,ES.59,Basque Country,Basque Country,ES.59.SS,Gipuzkoa,Provincia de Guipuzcoa
3170272,Pontedera,ITI,Centro (IT),Centro (IT),ITI1,Toscana,Toscana,ITI17,Pisa,Pisa,IT.16,Tuscany,Tuscany,IT.16.PI,Province of Pisa,Province of Pisa
2969781,Verniolle,FR6,Sud-Ouest,Sud-Ouest,FR62,Midi-Pyrénées,Midi-Pyrenees,FR621,Ariège,Ariege,FR.B3,Midi-Pyrénées,Midi-Pyrenees,FR.B3.09,Département de l'Ariège,Departement de l'Ariege
3120304,Irun,ES2,Noreste,Noreste,ES21,País Vasco,Pais Vasco,ES212,Guipúzcoa,Guipuzcoa,ES.59,Basque Country,Basque Country,ES.59.SS,Gipuzkoa,Provincia de Guipuzcoa
2659532,Muri,CH0,Schweiz/Suisse/Svizzera,Schweiz/Suisse/Svizzera,CH02,Espace Mittelland,Espace Mittelland,CH021,Bern,Bern,CH.BE,Bern,Bern,CH.BE.246,Bern-Mittelland District,Bern-Mittelland District
2646826,Hitchin,UKH,East of England,East of England,UKH2,Bedfordshire and Hertfordshire,Bedfordshire and Hertfordshire,UKH23,Hertfordshire,Hertfordshire,GB.ENG,England,England,GB.ENG.F8,Hertfordshire,Hertfordshire
2767511,Reutte,AT3,Westösterreich,Westosterreich,AT33,Tirol,Tirol,AT331,Außerfern,Ausserfern,AT.07,Tyrol,Tyrol,AT.07.708,Politischer Bezirk Reutte,Politischer Bezirk Reutte
775820,Błonie,PL1,Region Centralny,Region Centralny,PL12,Mazowieckie,Mazowieckie,PL12A,Warszawski-zachodni,Warszawski-zachodni,PL.78,Masovian Voivodeship,Masovian Voivodeship,PL.78.1432,Powiat warszawski zachodni,Powiat warszawski zachodni
2747930,Roosendaal,NL4,Zuid-Nederland,Zuid-Nederland,NL41,Noord-Brabant,Noord-Brabant,NL411,West-Noord-Brabant,West-Noord-Brabant,NL.06,North Brabant,North Brabant,NL.06.1674,Roosendaal,Roosendaal
2988888,Oyonnax,FR7,Centre-Est,Centre-Est,FR71,Rhône-Alpes,Rhone-Alpes,FR711,Ain,Ain,FR.B9,Rhône-Alpes,Rhone-Alpes,FR.B9.01,Département de l'Ain,Departement de l'Ain
2653290,Cheadle Hulme,UKD,North West (England),North West (England),UKD3,Greater Manchester,Greater Manchester,UKD31,Greater Manchester South,Greater Manchester South,GB.ENG,England,England,GB.ENG.N2,Borough of Stockport,Borough of Stockport
3027767,Cesson-Sévigné,FR5,Ouest,Ouest,FR52,Bretagne,Bretagne,FR523,Ille-et-Vilaine,Ille-et-Vilaine,FR.A2,Brittany,Brittany,FR.A2.35,Département d'Ille-et-Vilaine,Departement d'Ille-et-Vilaine
660073,Eurajoki,FI1,Manner-Suomi,Manner-Suomi,FI19,Länsi-Suomi,Lansi-Suomi,FI196,Satakunta,Satakunta,FI.15,Western Finland,Western Finland,FI.15.04,Satakunta,Satakunta
2756451,Dwingeloo,NL1,Noord-Nederland,Noord-Nederland,NL13,Drenthe,Drenthe,NL133,Zuidwest-Drenthe,Zuidwest-Drenthe,NL.01,Drenthe,Drenthe,NL.01.1701,Gemeente Westerveld,Gemeente Westerveld
3162797,Ås,NO0,Norge,Norge,NO01,Oslo og Akershus,Oslo og Akershus,NO012,Akershus,Akershus,NO.01,Akershus,Akershus,NO.01.0214,Ås,As
2923362,Gaggenau,DE1,Baden-Württemberg,Baden-Wurttemberg,DE12,Karlsruhe,Karlsruhe,DE124,Rastatt,Rastatt,DE.01,Baden-Württemberg,Baden-Wuerttemberg,DE.01.082,Karlsruhe Region,Karlsruhe Region
2855525,Papenburg,DE9,Niedersachsen,Niedersachsen,DE94,Weser-Ems,Weser-Ems,DE949,Emsland,Emsland,DE.06,Lower Saxony,Lower Saxony,,,
2726240,Åmål,SE2,Södra Sverige,Sodra Sverige,SE23,Västsverige,Vastsverige,SE232,Västra Götalands län,Vastra Gotalands lan,SE.28,Västra Götaland,Vaestra Goetaland,SE.28.1492,Åmåls Kommun,Amals Kommun
3178388,Collegno,ITC,Nord-Ovest,Nord-Ovest,ITC1,Piemonte,Piemonte,ITC11,Torino,Torino,IT.12,Piedmont,Piedmont,IT.12.TO,Provincia di Torino,Provincia di Torino
2820693,Tuttlingen,DE1,Baden-Württemberg,Baden-Wurttemberg,DE13,Freiburg,Freiburg,DE137,Tuttlingen,Tuttlingen,DE.01,Baden-Württemberg,Baden-Wuerttemberg,DE.01.083,Freiburg Region,Freiburg Region
3173131,Monopoli,ITF,Sud,Sud,ITF4,Puglia,Puglia,ITF47,Bari,Bari,IT.13,Apulia,Apulia,IT.13.BA,Provincia di Bari,Provincia di Bari
3175081,La Spezia,ITC,Nord-Ovest,Nord-Ovest,ITC3,Liguria,Liguria,ITC34,La Spezia,La Spezia,IT.08,Liguria,Liguria,IT.08.SP,Provincia di La Spezia,Provincia di La Spezia
2759145,Bergen op Zoom,NL4,Zuid-Nederland,Zuid-Nederland,NL41,Noord-Brabant,Noord-Brabant,NL411,West-Noord-Brabant,West-Noord-Brabant,NL.06,North Brabant,North Brabant,NL.06.0748,Gemeente Bergen op Zoom,Gemeente Bergen op Zoom
2797114,Grimbergen,BE2,Vlaams Gewest,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Prov. Vlaams-Brabant,BE241,Arr. Halle-Vilvoorde,Arr. Halle-Vilvoorde,BE.VLG,Flemish Region,Flemish Region,BE.VLG.VBR,Provincie Vlaams-Brabant,Provincie Vlaams-Brabant
2913657,Gundremmingen,DE2,Bayern,Bayern,DE27,Schwaben,Schwaben,DE278,Günzburg,Gunzburg,DE.02,Bavaria,Bavaria,DE.02.097,Swabia,Swabia
2933101,Eggenstein-Leopoldshafen,DE1,Baden-Württemberg,Baden-Wurttemberg,DE12,Karlsruhe,Karlsruhe,DE123,"Karlsruhe, Landkreis","Karlsruhe, Landkreis",DE.01,Baden-Württemberg,Baden-Wuerttemberg,DE.01.082,Karlsruhe Region,Karlsruhe Region
2795930,Herstal,BE3,Région Wallonne,Region Wallonne,BE33,Prov. Liège,Prov. Liege,BE332,Arr. Liège,Arr. Liege,BE.WAL,Walloon,Walloon,BE.WAL.WLG,Province de Liège,Province de Liege
294210,Migdal Ha‘Emeq,,,,,,,,,,IL.03,Northern District,Northern District,,,
2743856,Zoetermeer,NL3,West-Nederland,West-Nederland,NL33,Zuid-Holland,Zuid-Holland,NL332,Agglomeratie 's-Gravenhage,Agglomeratie 's-Gravenhage,NL.11,South Holland,South Holland,NL.11.0637,Gemeente Zoetermeer,Gemeente Zoetermeer
3171352,Peccioli,ITI,Centro (IT),Centro (IT),ITI1,Toscana,Toscana,ITI17,Pisa,Pisa,IT.16,Tuscany,Tuscany,IT.16.PI,Province of Pisa,Province of Pisa
3183417,Agrate Brianza,ITC,Nord-Ovest,Nord-Ovest,ITC4,Lombardia,Lombardia,ITC4D,Monza e della Brianza,Monza e della Brianza,IT.09,Lombardy,Lombardy,IT.09.MB,Provincia di Monza e Brianza,Provincia di Monza e Brianza
2794619,Keerbergen,BE2,Vlaams Gewest,Vlaams Gewest,BE24,Prov. Vlaams-Brabant,Prov. Vlaams-Brabant,BE242,Arr. Leuven,Arr. Leuven,BE.VLG,Flemish Region,Flemish Region,BE.VLG.VBR,Provincie Vlaams-Brabant,Provincie Vlaams-Brabant
293825,Qiryat Shemona,,,,,,,,,,IL.03,Northern District,Northern District,,,
2853574,Pirmasens,DEB,Rheinland-Pfalz,Rheinland-Pfalz,DEB3,Rheinhessen-Pfalz,Rheinhessen-Pfalz,DEB37,"Pirmasens, Kreisfreie Stadt","Pirmasens, Kreisfreie Stadt",DE.08,Rheinland-Pfalz,Rheinland-Pfalz,,,
2885764,Königstein,DED,Sachsen,Sachsen,DED2,Dresden,Dresden,DED2F,Sächsische Schweiz-Osterzgebirge,Sachsische Schweiz-Osterzgebirge,DE.13,Saxony,Saxony,,,
633395,Ulvila,FI1,Manner-Suomi,Manner-Suomi,FI19,Länsi-Suomi,Lansi-Suomi,FI196,Satakunta,Satakunta,FI.15,Western Finland,Western Finland,FI.15.04,Satakunta,Satakunta
2931804,Einbeck,DE9,Niedersachsen,Niedersachsen,DE91,Braunschweig,Braunschweig,DE918,Northeim,Northeim,DE.06,Lower Saxony,Lower Saxony,,,
3077539,Chrudim,CZ0,Ceská republika,Ceska republika,CZ05,Severovýchod,Severovychod,CZ053,Pardubický kraj,Pardubicky kraj,CZ.86,Pardubický,Pardubicky,CZ.86.0531,Okres Chrudim,Okres Chrudim
9036678,Karellás,,,,,,,,,,GR.ESYE31,Attica,Attica,GR.ESYE31.445406,Nomarchía Anatolikís Attikís,Nomarchia Anatolikis Attikis
3118058,Los Arcos,ES2,Noreste,Noreste,ES22,Comunidad Foral de Navarra,Comunidad Foral de Navarra,ES220,Navarra,Navarra,ES.32,Navarre,Navarre,ES.32.NA,Provincia de Navarra,Provincia de Navarra
2643097,Mansfield,UKF,East Midlands (England),East Midlands (England),UKF1,Derbyshire and Nottinghamshire,Derbyshire and Nottinghamshire,UKF15,North Nottinghamshire,North Nottinghamshire,GB.ENG,England,England,GB.ENG.J9,Nottinghamshire,Nottinghamshire
2755434,Gorinchem,NL3,West-Nederland,West-Nederland,NL33,Zuid-Holland,Zuid-Holland,NL33A,Zuidoost-Zuid-Holland,Zuidoost-Zuid-Holland,NL.11,South Holland,South Holland,NL.11.0512,Gemeente Gorinchem,Gemeente Gorinchem
258543,Lávrio,,,,,,,,,,GR.ESYE31,Attica,Attica,GR.ESYE31.445406,Nomarchía Anatolikís Attikís,Nomarchia Anatolikis Attikis
