geonames_city_id,city,nuts_level1_code,nuts_level1_name,nuts_level1_ascii_name,nuts_level2_code,nuts_level2_name,nuts_level2_ascii_name,nuts_level3_code,nuts_level3_name,nuts_level3_ascii_name,geonames_admin1_code,geonames_admin1_name,geonames_admin1_ascii_name,geonames_admin2_code,geonames_admin2_name,geonames_admin2_ascii_name
2172517,Canberra,,,,,,,,,,AU.01,Australian Capital Territory,Australian Capital Territory,,,
2158177,Melbourne,,,,,,,,,,AU.07,Victoria,Victoria,AU.07.24600,Melbourne,Melbourne
2174003,Brisbane,,,,,,,,,,AU.04,Queensland,Queensland,AU.04.31000,Brisbane,Brisbane
2147714,Sydney,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.17200,City of Sydney,City of Sydney
2641673,Newcastle upon Tyne,UKC,North East (England),North East (England),UKC2,Northumberland and Tyne and Wear,Northumberland and Tyne and Wear,UKC22,Tyneside,Tyneside,GB.ENG,England,England,GB.ENG.I7,Newcastle upon Tyne,Newcastle upon Tyne
2171507,Wollongong,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.18450,Wollongong,Wollongong
2163355,Hobart,,,,,,,,,,AU.06,Tasmania,Tasmania,AU.06.62810,Hobart,Hobart
2078025,Adelaide,,,,,,,,,,AU.05,South Australia,South Australia,AU.05.40070,Adelaide,Adelaide
2146142,Townsville,,,,,,,,,,AU.04,Queensland,Queensland,AU.04.37010,Townsville,Townsville
2063523,Perth,,,,,,,,,,AU.08,Western Australia,Western Australia,AU.08.51310,Cambridge,Cambridge
2177671,Armidale,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.10110,Armidale Dumaresq,Armidale Dumaresq
2165087,Gold Coast,,,,,,,,,,AU.04,Queensland,Queensland,AU.04.33430,Gold Coast,Gold Coast
2151437,Rockhampton,,,,,,,,,,AU.04,Queensland,Queensland,AU.04.36360,Rockhampton,Rockhampton
2151650,Richmond,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.13800,Hawkesbury,Hawkesbury
2160063,Lismore,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.14850,Lismore Municipality,Lismore Municipality
8354541,Robina,,,,,,,,,,AU.04,Queensland,Queensland,AU.04.33430,Gold Coast,Gold Coast
756135,Warsaw,PL1,Region Centralny,Region Centralny,PL12,Mazowieckie,Mazowieckie,PL127,Miasto Warszawa,Miasto Warszawa,PL.78,Masovian Voivodeship,Masovian Voivodeship,PL.78.1465,Warszawa,Warszawa
2176632,Bathurst,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.10470,Bathurst Regional,Bathurst Regional
2177091,Ballarat,,,,,,,,,,AU.07,Victoria,Victoria,AU.07.20570,Ballarat North,Ballarat North
2073124,Darwin,,,,,,,,,,AU.03,Northern Territory,Northern Territory,AU.03.71000,Darwin,Darwin
2146268,Toowoomba,,,,,,,,,,AU.04,Queensland,Queensland,AU.04.36910,Toowoomba,Toowoomba
5128581,New York City,,,,,,,,,,US.NY,New York,New York,,,
2166584,Fitzroy,,,,,,,,,,AU.07,Victoria,Victoria,AU.07.27350,Yarra,Yarra
2155386,Newtown,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.15200,Marrickville,Marrickville
264371,Athens,,,,,,,,,,GR.ESYE31,Attica,Attica,GR.ESYE31.445408,Nomarchía Athínas,Nomarchia Athinas
5374361,Monterey,,,,,,,,,,US.CA,California,California,US.CA.053,Monterey County,Monterey County
2651347,Derby,UKF,East Midlands (England),East Midlands (England),UKF1,Derbyshire and Nottinghamshire,Derbyshire and Nottinghamshire,UKF11,Derby,Derby,GB.ENG,England,England,GB.ENG.D2,Derby,Derby
4140963,"Washington, D. C.",,,,,,,,,,US.DC,"Washington, D.C.","Washington, D.C.",,,
2643743,London,UKI,London,London,UKI1,Inner London,Inner London,UKI11,Inner London - West,Inner London - West,GB.ENG,England,England,GB.ENG.GLA,Greater London,Greater London
633679,Turku,FI1,Manner-Suomi,Manner-Suomi,FI1C,Etelä-Suomi,Etela-Suomi,FI1C1,Varsinais-Suomi,Varsinais-Suomi,FI.15,Western Finland,Western Finland,FI.15.02,Varsinais-Suomi,Varsinais-Suomi
4931972,Cambridge,,,,,,,,,,US.MA,Massachusetts,Massachusetts,US.MA.017,Middlesex County,Middlesex County
3031137,Boulogne-Billancourt,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR105,Hauts-de-Seine,Hauts-de-Seine,FR.A8,Île-de-France,Ile-de-France,FR.A8.92,Département des Hauts-de-Seine,Departement des Hauts-de-Seine
6094817,Ottawa,,,,,,,,,,CA.08,Ontario,Ontario,,,
2638785,St Helens,UKD,North West (England),North West (England),UKD7,Merseyside,Merseyside,UKD71,East Merseyside,East Merseyside,GB.ENG,England,England,GB.ENG.N1,St. Helens,St. Helens
6058560,London,,,,,,,,,,CA.08,Ontario,Ontario,,,
2711537,Göteborg,SE2,Södra Sverige,Sodra Sverige,SE23,Västsverige,Vastsverige,SE232,Västra Götalands län,Vastra Gotalands lan,SE.28,Västra Götaland,Vaestra Goetaland,SE.28.1480,Göteborg,Goteborg
5805687,Olympia,,,,,,,,,,US.WA,Washington,Washington,US.WA.067,Thurston County,Thurston County
2154219,Orange,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.16150,Orange Municipality,Orange Municipality
2651817,Croydon,UKI,London,London,UKI2,Outer London,Outer London,UKI22,Outer London - South,Outer London - South,GB.ENG,England,England,GB.ENG.GLA,Greater London,Greater London
3247449,Aachen,DEA,Nordrhein-Westfalen,Nordrhein-Westfalen,DEA2,Köln,Koln,DEA2D,Städteregion Aachen,Stadteregion Aachen,DE.07,North Rhine-Westphalia,North Rhine-Westphalia,DE.07.053,Regierungsbezirk Köln,Regierungsbezirk Koln
6075357,Mississauga,,,,,,,,,,CA.08,Ontario,Ontario,,,
4853608,Decorah,,,,,,,,,,US.IA,Iowa,Iowa,US.IA.191,Winneshiek County,Winneshiek County
4930956,Boston,,,,,,,,,,US.MA,Massachusetts,Massachusetts,US.MA.025,Suffolk County,Suffolk County
2639093,Rotherham,UKE,Yorkshire and the Humber,Yorkshire and the Humber,UKE3,South Yorkshire,South Yorkshire,UKE31,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",GB.ENG,England,England,GB.ENG.L3,Rotherham,Rotherham
2192362,Christchurch,,,,,,,,,,NZ.E9,Canterbury,Canterbury,NZ.E9.060,Christchurch City,Christchurch City
2064874,Nedlands,,,,,,,,,,AU.08,Western Australia,Western Australia,AU.08.56580,Nedlands,Nedlands
4781530,Reston,,,,,,,,,,US.VA,Virginia,Virginia,US.VA.059,Fairfax County,Fairfax County
6173331,Vancouver,,,,,,,,,,CA.02,British Columbia,British Columbia,,,
2155472,Newcastle,,,,,,,,,,AU.02,New South Wales,New South Wales,AU.02.15900,Newcastle,Newcastle
2875376,Ludwigshafen am Rhein,DEB,Rheinland-Pfalz,Rheinland-Pfalz,DEB3,Rheinhessen-Pfalz,Rheinhessen-Pfalz,DEB34,"Ludwigshafen am Rhein, Kreisfreie Stadt","Ludwigshafen am Rhein, Kreisfreie Stadt",DE.08,Rheinland-Pfalz,Rheinland-Pfalz,,,
5116512,Elmsford,,,,,,,,,,US.NY,New York,New York,US.NY.119,Westchester County,Westchester County
4367175,Rockville,,,,,,,,,,US.MD,Maryland,Maryland,US.MD.031,Montgomery County,Montgomery County
2660646,Genève,CH0,Schweiz/Suisse/Svizzera,Schweiz/Suisse/Svizzera,CH01,Région lémanique,Region lemanique,CH013,Genève,Geneve,CH.GE,Geneva,Geneva,CH.GE.2500,Geneva,Geneva
5074472,Omaha,,,,,,,,,,US.NE,Nebraska,Nebraska,US.NE.055,Douglas County,Douglas County
2395914,Abomey-Calavi,,,,,,,,,,BJ.09,Atlantique,Atlantique,,,
2651123,Doncaster,UKE,Yorkshire and the Humber,Yorkshire and the Humber,UKE3,South Yorkshire,South Yorkshire,UKE31,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",GB.ENG,England,England,GB.ENG.D5,Doncaster,Doncaster
3067696,Prague,CZ0,Ceská republika,Ceska republika,CZ01,Praha,Praha,CZ010,Hlavní mesto Praha,Hlavni mesto Praha,CZ.52,Praha,Praha,,,
1880252,Singapore,,,,,,,,,,,,,,,
3169070,Rome,ITI,Centro (IT),Centro (IT),ITI4,Lazio,Lazio,ITI43,Roma,Roma,IT.07,Latium,Latium,IT.07.RM,Provincia di Roma,Provincia di Roma
2761369,Vienna,AT1,Ostösterreich,Ostosterreich,AT13,Wien,Wien,AT130,Wien,Wien,AT.09,Vienna,Vienna,AT.09.900,Politischer Bezirk Wien (Stadt),Politischer Bezirk Wien (Stadt)
2650225,Edinburgh,UKM,Scotland,Scotland,UKM2,Eastern Scotland,Eastern Scotland,UKM25,"Edinburgh, City of","Edinburgh, City of",GB.SCT,Scotland,Scotland,GB.SCT.U8,Edinburgh,Edinburgh
2988507,Paris,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR101,Paris,Paris,FR.A8,Île-de-France,Ile-de-France,FR.A8.75,Paris,Paris
3133880,Trondheim,NO0,Norge,Norge,NO06,Trøndelag,Trondelag,NO061,Sør-Trøndelag,Sor-Trondelag,NO.16,Sør-Trøndelag,Sor-Trondelag,NO.16.1601,Trondheim,Trondheim
3165185,Trieste,ITH,Nord-Est,Nord-Est,ITH4,Friuli-Venezia Giulia,Friuli-Venezia Giulia,ITH44,Trieste,Trieste,IT.06,Friuli Venezia Giulia,Friuli Venezia Giulia,IT.06.TS,Provincia di Trieste,Provincia di Trieste
2988758,Palaiseau,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR104,Essonne,Essonne,FR.A8,Île-de-France,Ile-de-France,FR.A8.91,Département de l'Essonne,Departement de l'Essonne
4407066,St. Louis,,,,,,,,,,US.MO,Missouri,Missouri,US.MO.510,City of Saint Louis,City of Saint Louis
2867714,Munich,DE2,Bayern,Bayern,DE21,Oberbayern,Oberbayern,DE212,"München, Kreisfreie Stadt","Munchen, Kreisfreie Stadt",DE.02,Bavaria,Bavaria,DE.02.091,Upper Bavaria,Upper Bavaria
5720727,Corvallis,,,,,,,,,,US.OR,Oregon,Oregon,US.OR.003,Benton County,Benton County
2995469,Marseille,FR8,Méditerranée,Mediterranee,FR82,Provence-Alpes-Côte d'Azur,Provence-Alpes-Cote d'Azur,FR824,Bouches-du-Rhône,Bouches-du-Rhone,FR.B8,Provence-Alpes-Côte d'Azur,Provence-Alpes-Cote d'Azur,FR.B8.13,Département des Bouches-du-Rhône,Departement des Bouches-du-Rhone
1797929,Qingdao,,,,,,,,,,CN.25,Shandong Sheng,Shandong Sheng,,,
2644210,Liverpool,UKD,North West (England),North West (England),UKD7,Merseyside,Merseyside,UKD72,Liverpool,Liverpool,GB.ENG,England,England,GB.ENG.H8,Liverpool,Liverpool
2998324,Lille,FR3,Nord - Pas-de-Calais,Nord - Pas-de-Calais,FR30,Nord - Pas-de-Calais,Nord - Pas-de-Calais,FR301,Nord,Nord,FR.B4,Nord-Pas-de-Calais,Nord-Pas-de-Calais,FR.B4.59,Département du Nord,Departement du Nord
2562698,Imsida,MT0,Malta,Malta,MT00,Malta,Malta,MT001,Malta,Malta,MT.23,L-Imsida,L-Imsida,,,
255274,Piraeus,,,,,,,,,,GR.ESYE31,Attica,Attica,GR.ESYE31.35,Nomós Attikís,Nomos Attikis
3182351,Bari,ITF,Sud,Sud,ITF4,Puglia,Puglia,ITF47,Bari,Bari,IT.13,Apulia,Apulia,IT.13.BA,Provincia di Bari,Provincia di Bari
2935022,Dresden,DED,Sachsen,Sachsen,DED2,Dresden,Dresden,DED21,"Dresden, Kreisfreie Stadt","Dresden, Kreisfreie Stadt",DE.13,Saxony,Saxony,,,
2517117,Granada,ES6,Sur,Sur,ES61,Andalucía,Andalucia,ES614,Granada,Granada,ES.51,Andalusia,Andalusia,ES.51.GR,Provincia de Granada,Provincia de Granada
2755251,Groningen,NL1,Noord-Nederland,Noord-Nederland,NL11,Groningen,Groningen,NL113,Overig Groningen,Overig Groningen,NL.04,Groningen,Groningen,NL.04.0014,Gemeente Groningen,Gemeente Groningen
3081368,Wrocław,PL5,Region Poludniowo-Zachodni,Region Poludniowo-Zachodni,PL51,Dolnoslaskie,Dolnoslaskie,PL514,Miasto Wroclaw,Miasto Wroclaw,PL.72,Lower Silesian Voivodeship,Lower Silesian Voivodeship,PL.72.0223,Powiat wrocławski,Powiat wroclawski
2693678,Lund,SE2,Södra Sverige,Sodra Sverige,SE22,Sydsverige,Sydsverige,SE224,Skåne län,Skane lan,SE.27,Skåne,Skane,SE.27.1281,Lunds Kommun,Lunds Kommun
2515270,Las Palmas de Gran Canaria,ES7,Canarias,Canarias,ES70,Canarias,Canarias,ES705,Gran Canaria,Gran Canaria,ES.53,Canary Islands,Canary Islands,ES.53.GC,Provincia de Las Palmas,Provincia de Las Palmas
3173435,Milano,ITC,Nord-Ovest,Nord-Ovest,ITC4,Lombardia,Lombardia,ITC4C,Milano,Milano,IT.09,Lombardy,Lombardy,IT.09.MI,Provincia di Milano,Provincia di Milano
683506,Bucharest,RO3,Macroregiunea Trei,Macroregiunea Trei,RO32,Bucuresti - Ilfov,Bucuresti - Ilfov,RO321,Bucuresti,Bucuresti,RO.10,Bucureşti,Bucuresti,RO.10.179132,Municipiul Bucureşti,Municipiul Bucuresti
2852458,Potsdam,DE4,Brandenburg,Brandenburg,DE40,Brandenburg,Brandenburg,DE404,"Potsdam, Kreisfreie Stadt","Potsdam, Kreisfreie Stadt",DE.11,Brandenburg,Brandenburg,,,
2875601,Lübeck,DEF,Schleswig-Holstein,Schleswig-Holstein,DEF0,Schleswig-Holstein,Schleswig-Holstein,DEF03,"Lübeck, Kreisfreie Stadt","Lubeck, Kreisfreie Stadt",DE.10,Schleswig-Holstein,Schleswig-Holstein,,,
2641170,Nottingham,UKF,East Midlands (England),East Midlands (England),UKF1,Derbyshire and Nottinghamshire,Derbyshire and Nottinghamshire,UKF14,Nottingham,Nottingham,GB.ENG,England,England,GB.ENG.J8,Nottingham,Nottingham
3143244,Oslo,NO0,Norge,Norge,NO01,Oslo og Akershus,Oslo og Akershus,NO011,Oslo,Oslo,NO.12,Oslo,Oslo,NO.12.0301,Oslo,Oslo
1496747,Novosibirsk,,,,,,,,,,RU.53,Novosibirsk,Novosibirsk,RU.53.1496742,Novosibirskiy Rayon,Novosibirskiy Rayon
2618425,Copenhagen,DK0,Danmark,Danmark,DK01,Hovedstaden,Hovedstaden,DK011,Byen København,Byen Kobenhavn,DK.17,Capital Region,Capital Region,DK.17.101,København,Kobenhavn
3172394,Napoli,ITF,Sud,Sud,ITF3,Campania,Campania,ITF33,Napoli,Napoli,IT.04,Campania,Campania,IT.04.NA,Provincia di Napoli,Provincia di Napoli
2639996,Portsmouth,UKJ,South East (England),South East (England),UKJ3,Hampshire and Isle of Wight,Hampshire and Isle of Wight,UKJ31,Portsmouth,Portsmouth,GB.ENG,England,England,GB.ENG.K6,Portsmouth,Portsmouth
2907911,Heidelberg,DE1,Baden-Württemberg,Baden-Wurttemberg,DE12,Karlsruhe,Karlsruhe,DE125,"Heidelberg, Stadtkreis","Heidelberg, Stadtkreis",DE.01,Baden-Württemberg,Baden-Wuerttemberg,DE.01.082,Karlsruhe Region,Karlsruhe Region
3117735,Madrid,ES3,Comunidad de Madrid,Comunidad de Madrid,ES30,Comunidad de Madrid,Comunidad de Madrid,ES300,Madrid,Madrid,ES.29,Madrid,Madrid,ES.29.M,Provincia de Madrid,Provincia de Madrid
2673730,Stockholm,SE1,Östra Sverige,Ostra Sverige,SE11,Stockholm,Stockholm,SE110,Stockholms län,Stockholms lan,SE.26,Stockholm,Stockholm,SE.26.0180,Stockholms Kommun,Stockholms Kommun
2945024,Braunschweig,DE9,Niedersachsen,Niedersachsen,DE91,Braunschweig,Braunschweig,DE911,"Braunschweig, Kreisfreie Stadt","Braunschweig, Kreisfreie Stadt",DE.06,Lower Saxony,Lower Saxony,,,
2655984,Belfast,UKN,Northern Ireland,Northern Ireland,UKN0,Northern Ireland,Northern Ireland,UKN01,Belfast,Belfast,GB.NIR,N Ireland,N Ireland,GB.NIR.R3,City of Belfast,City of Belfast
734077,Thessaloníki,,,,,,,,,,GR.ESYE12,Central Macedonia,Central Macedonia,GR.ESYE12.13,Nomós Thessaloníkis,Nomos Thessalonikis
3165524,Turin,ITC,Nord-Ovest,Nord-Ovest,ITC1,Piemonte,Piemonte,ITC11,Torino,Torino,IT.12,Piedmont,Piedmont,IT.12.TO,Provincia di Torino,Provincia di Torino
3118532,León,ES4,Centro (ES),Centro (ES),ES41,Castilla y León,Castilla y Leon,ES413,León,Leon,ES.55,Castille and León,Castille and Leon,ES.55.LE,Provincia de León,Provincia de Leon
3186886,Zagreb,HR0,Hrvatska,Hrvatska,HR04,Kontinentalna Hrvatska,Kontinentalna Hrvatska,HR041,Grad Zagreb,Grad Zagreb,HR.21,Grad Zagreb,Grad Zagreb,,,
2990969,Nantes,FR5,Ouest,Ouest,FR51,Pays de la Loire,Pays de la Loire,FR511,Loire-Atlantique,Loire-Atlantique,FR.B5,Pays de la Loire,Pays de la Loire,FR.B5.44,Département de la Loire-Atlantique,Departement de la Loire-Atlantique
2745088,Wageningen,NL2,Oost-Nederland,Oost-Nederland,NL22,Gelderland,Gelderland,NL221,Veluwe,Veluwe,NL.03,Gelderland,Gelderland,NL.03.0289,Gemeente Wageningen,Gemeente Wageningen
2925034,Freising,DE2,Bayern,Bayern,DE21,Oberbayern,Oberbayern,DE21B,Freising,Freising,DE.02,Bavaria,Bavaria,DE.02.091,Upper Bavaria,Upper Bavaria
3012649,Issy-les-Moulineaux,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR105,Hauts-de-Seine,Hauts-de-Seine,FR.A8,Île-de-France,Ile-de-France,FR.A8.92,Département des Hauts-de-Seine,Departement des Hauts-de-Seine
2636432,Swansea,UKL,Wales,Wales,UKL1,West Wales and The Valleys,West Wales and The Valleys,UKL18,Swansea,Swansea,GB.WLS,Wales,Wales,GB.WLS.Z1,City and County of Swansea,City and County of Swansea
2992166,Montpellier,FR8,Méditerranée,Mediterranee,FR81,Languedoc-Roussillon,Languedoc-Roussillon,FR813,Hérault,Herault,FR.A9,Languedoc-Roussillon,Languedoc-Roussillon,FR.A9.34,Département de l'Hérault,Departement de l'Herault
261745,Irákleion,,,,,,,,,,GR.ESYE43,Crete,Crete,GR.ESYE43.45,Nomós Irakleíou,Nomos Irakleiou
3054643,Budapest,HU1,Közép-Magyarország,Kozep-Magyarorszag,HU10,Közép-Magyarország,Kozep-Magyarorszag,HU101,Budapest,Budapest,HU.05,Budapest,Budapest,,,
3451190,Rio de Janeiro,,,,,,,,,,BR.21,Rio de Janeiro,Rio de Janeiro,BR.21.3304557,Rio de Janeiro,Rio De Janeiro
3074967,Hradec Králové,CZ0,Ceská republika,Ceska republika,CZ05,Severovýchod,Severovychod,CZ052,Královéhradecký kraj,Kralovehradecky kraj,CZ.82,Královéhradecký,Kralovehradecky,CZ.82.0521,Okres Hradec Králové,Okres Hradec Kralove
2653941,Cambridge,UKH,East of England,East of England,UKH1,East Anglia,East Anglia,UKH12,Cambridgeshire CC,Cambridgeshire CC,GB.ENG,England,England,GB.ENG.C3,Cambridgeshire,Cambridgeshire
2642763,Melton Mowbray,UKF,East Midlands (England),East Midlands (England),UKF2,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",UKF22,Leicestershire CC and Rutland,Leicestershire CC and Rutland,GB.ENG,England,England,GB.ENG.H5,Leicestershire,Leicestershire
2757345,Delft,NL3,West-Nederland,West-Nederland,NL33,Zuid-Holland,Zuid-Holland,NL333,Delft en Westland,Delft en Westland,NL.11,South Holland,South Holland,NL.11.0503,Gemeente Delft,Gemeente Delft
2792413,Liège,BE3,Région Wallonne,Region Wallonne,BE33,Prov. Liège,Prov. Liege,BE332,Arr. Liège,Arr. Liege,BE.WAL,Walloon,Walloon,BE.WAL.WLG,Province de Liège,Province de Liege
2633485,Wrexham,UKL,Wales,Wales,UKL2,East Wales,East Wales,UKL23,Flintshire and Wrexham,Flintshire and Wrexham,GB.WLS,Wales,Wales,GB.WLS.Z4,Wrexham,Wrexham
524901,Moscow,,,,,,,,,,RU.48,Moscow,Moscow,RU.48.562331,Tsentral’nyy Administrativnyy Okrug,Tsentral'nyy Administrativnyy Okrug
2964574,Dublin,IE0,Ireland,Ireland,IE02,Southern and Eastern,Southern and Eastern,IE021,Dublin,Dublin,IE.L,Leinster,Leinster,IE.L.33,Dublin City,Dublin City
3173331,Modena,ITH,Nord-Est,Nord-Est,ITH5,Emilia-Romagna,Emilia-Romagna,ITH54,Modena,Modena,IT.05,Emilia-Romagna,Emilia-Romagna,IT.05.MO,Provincia di Modena,Provincia di Modena
2650188,Egham,UKJ,South East (England),South East (England),UKJ2,"Surrey, East and West Sussex","Surrey, East and West Sussex",UKJ23,Surrey,Surrey,GB.ENG,England,England,GB.ENG.N7,Surrey,Surrey
2800866,Brussels,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,BE100,Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad,Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad,BE.BRU,Brussels Capital,Brussels Capital,BE.BRU.BRU,Bruxelles-Capitale,Bruxelles-Capitale
2640729,Oxford,UKJ,South East (England),South East (England),UKJ1,"Berkshire, Buckinghamshire and Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire",UKJ14,Oxfordshire,Oxfordshire,GB.ENG,England,England,GB.ENG.K2,Oxfordshire,Oxfordshire
3078610,Brno,CZ0,Ceská republika,Ceska republika,CZ06,Jihovýchod,Jihovychod,CZ064,Jihomoravský kraj,Jihomoravsky kraj,CZ.78,South Moravian,South Moravian,CZ.78.0622,Město Brno,Mesto Brno
2751283,Maastricht,NL4,Zuid-Nederland,Zuid-Nederland,NL42,Limburg (NL),Limburg (NL),NL423,Zuid-Limburg,Zuid-Limburg,NL.05,Limburg,Limburg,NL.05.0935,Gemeente Maastricht,Gemeente Maastricht
3104339,Zamudio,ES2,Noreste,Noreste,ES21,País Vasco,Pais Vasco,ES213,Vizcaya,Vizcaya,ES.59,Basque Country,Basque Country,ES.59.BI,Bizkaia,Bizkaia
3032767,Bidart,FR6,Sud-Ouest,Sud-Ouest,FR61,Aquitaine,Aquitaine,FR615,Pyrénées-Atlantiques,Pyrenees-Atlantiques,FR.97,Aquitaine,Aquitaine,FR.97.64,Département des Pyrénées-Atlantiques,Departement des Pyrenees-Atlantiques
727011,Sofia,BG4,Yugozapadna i Yuzhna Centralna Bulgaria,Yugozapadna i Yuzhna tsentralna Balgariya,BG41,Yugozapaden,Yugozapaden,BG411,Sofia (stolitsa),Sofiya (stolitsa),BG.42,Sofia-Capital,Sofia-Capital,BG.42.SOF46,Stolichna Obshtina,Stolichna Obshtina
2778067,Graz,AT2,Südösterreich,Sudosterreich,AT22,Steiermark,Steiermark,AT221,Graz,Graz,AT.06,Styria,Styria,AT.06.601,Politischer Bezirk Graz,Politischer Bezirk Graz
2624886,Aalborg,DK0,Danmark,Danmark,DK05,Nordjylland,Nordjylland,DK050,Nordjylland,Nordjylland,DK.19,North Denmark,North Denmark,DK.19.851,Ålborg Kommune,Alborg Kommune
683844,Braşov,RO1,Macroregiunea Unu,Macroregiunea Unu,RO12,Centru,Centru,RO122,Brasov,Brasov,RO.09,Braşov,Brasov,,,
2751773,Leiden,NL3,West-Nederland,West-Nederland,NL33,Zuid-Holland,Zuid-Holland,NL337,Agglomeratie Leiden en Bollenstreek,Agglomeratie Leiden en Bollenstreek,NL.11,South Holland,South Holland,NL.11.0546,Gemeente Leiden,Gemeente Leiden
2892518,Kassel,DE7,Hessen,Hessen,DE73,Kassel,Kassel,DE731,"Kassel, Kreisfreie Stadt","Kassel, Kreisfreie Stadt",DE.05,Hesse,Hesse,DE.05.066,Regierungsbezirk Kassel,Regierungsbezirk Kassel
2745912,Utrecht,NL3,West-Nederland,West-Nederland,NL31,Utrecht,Utrecht,NL310,Utrecht,Utrecht,NL.09,Utrecht,Utrecht,NL.09.0344,Gemeente Utrecht,Gemeente Utrecht
2939995,Clausthal-Zellerfeld,DE9,Niedersachsen,Niedersachsen,DE91,Braunschweig,Braunschweig,DE916,Goslar,Goslar,DE.06,Lower Saxony,Lower Saxony,,,
2654675,Bristol,UKK,South West (England),South West (England),UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area","Gloucestershire, Wiltshire and Bristol/Bath area",UKK11,"Bristol, City of","Bristol, City of",GB.ENG,England,England,GB.ENG.B7,Bristol,Bristol
2618468,Kongens Lyngby,DK0,Danmark,Danmark,DK01,Hovedstaden,Hovedstaden,DK012,Københavns omegn,Kobenhavns omegn,DK.17,Capital Region,Capital Region,DK.17.173,Lyngby-Tårbæk Kommune,Lyngby-Tarbaek Kommune
2648579,Glasgow,UKM,Scotland,Scotland,UKM3,South Western Scotland,South Western Scotland,UKM34,Glasgow City,Glasgow City,GB.SCT,Scotland,Scotland,GB.SCT.V2,Glasgow City,Glasgow City
3106672,Valladolid,ES4,Centro (ES),Centro (ES),ES41,Castilla y León,Castilla y Leon,ES418,Valladolid,Valladolid,ES.55,Castille and León,Castille and Leon,ES.55.VA,Provincia de Valladolid,Provincia de Valladolid
593116,Vilnius,LT0,Lietuva,Lietuva,LT00,Lietuva,Lietuva,LT00A,Vilniaus apskritis,Vilniaus apskritis,LT.65,Vilniaus Apskritis,Vilniaus Apskritis,LT.65.593118,Vilnius,Vilnius
2521978,Alicante,ES5,Este,Este,ES52,Comunidad Valenciana,Comunidad Valenciana,ES521,Alicante / Alacant,Alicante / Alacant,ES.60,Valencia,Valencia,ES.60.A,Provincia de Alicante,Provincia de Alicante
2803138,Antwerpen,BE2,Vlaams Gewest,Vlaams Gewest,BE21,Prov. Antwerpen,Prov. Antwerpen,BE211,Arr. Antwerpen,Arr. Antwerpen,BE.VLG,Flemish Region,Flemish Region,BE.VLG.VAN,Provincie Antwerpen,Provincie Antwerpen
5746545,Portland,,,,,,,,,,US.OR,Oregon,Oregon,US.OR.051,Multnomah County,Multnomah County
1850147,Tokyo,,,,,,,,,,JP.40,Tōkyō,Tokyo,,,
3121456,Girona,ES5,Este,Este,ES51,Cataluña,Cataluna,ES512,Girona,Girona,ES.56,Catalonia,Catalonia,ES.56.GI,Província de Girona,Provincia de Girona
3004630,Le Chesnay,FR1,Île de France,Ile de France,FR10,Île de France,Ile de France,FR103,Yvelines,Yvelines,FR.A8,Île-de-France,Ile-de-France,FR.A8.78,Département des Yvelines,Departement des Yvelines
2929567,Erlangen,DE2,Bayern,Bayern,DE25,Mittelfranken,Mittelfranken,DE252,"Erlangen, Kreisfreie Stadt","Erlangen, Kreisfreie Stadt",DE.02,Bavaria,Bavaria,DE.02.095,Regierungsbezirk Mittelfranken,Regierungsbezirk Mittelfranken
2659994,Lausanne,CH0,Schweiz/Suisse/Svizzera,Schweiz/Suisse/Svizzera,CH01,Région lémanique,Region lemanique,CH011,Vaud,Vaud,CH.VD,Vaud,Vaud,CH.VD.2225,District de Lausanne,District de Lausanne
745044,İstanbul,TR1,Istanbul,Istanbul,TR10,Istanbul,Istanbul,TR100,Istanbul,Istanbul,TR.34,Istanbul,Istanbul,,,
2950159,Berlin,DE3,Berlin,Berlin,DE30,Berlin,Berlin,DE300,Berlin,Berlin,DE.16,Berlin,Berlin,,,
