grid_id,alias
grid.411461.7,University of Tennessee
grid.411463.5,Azad University
grid.411463.5,Dāneshgāh-e Āzād-e Eslāmi
grid.411466.0,Temple Street Children's University Hospital
grid.411467.1,Liaquat Medical College
grid.411468.e,Azarbaijan University
grid.411472.5,Beida Hospital
grid.411484.c,Uniwersytet Medyczny w Lublinie
grid.411485.d,China Institute of Metrology
grid.411488.0,Lucknow University
grid.411497.e,Fukuoka Daigaku
grid.411498.1,Jāmi'at Baghdād
grid.411504.5,Fújiàn Zhōngyī Xuéyuàn
grid.411506.7,Balıkesir Üniversitesi
grid.411507.6,Benares Hindu University
grid.411507.6,Kashi Hindu Vishvavidyalay
grid.411509.8,Institute of Postgraduate Medicine and Research
grid.411510.0,Zhōngguó Kuàngyè Dàxué
grid.411511.1,Bangladesh Krishi Bishshobiddalôe
grid.411519.9,Zhōngguó Shíyóu Dàxué
grid.411525.6,Second Military First Affiliated Hospital of the University
grid.411526.5,Peking College of Political Science and Law
grid.411529.a,Mahatma Jyotiba Phule Rohilkhand University
grid.411530.2,Bhopal University
grid.411533.1,Hyogo Kyoiku Daigaku
grid.411536.4, Imam Hossein Comprehensive University
grid.411545.0,Jeonbuk Daehakgyo
grid.411548.d,Başkent Üniversitesi
grid.411549.c,Gaziantep Üniversitesi
grid.411550.4,Gaziosmanpaşa Üniversitesi
grid.411552.6,Gandhiji University
grid.411552.6,MG University
grid.411557.3,Mahatma Phule Krishi Vidyapeeth
grid.411558.c,Maecho University
grid.411562.5,Fukuoka Kyōiku Daigaku
grid.411564.3,Başkent Üniversitesi Ankara Hastanesi
grid.411569.e,IU Health
grid.411569.e,Clarian Health
grid.411570.6,IU Health University Hospital
grid.411574.2,Fukuoka Joshi Daigaku
grid.411576.0,Jāmi'at Al Basrah
grid.411579.f,Mälardalens högskola
grid.411582.b,Fukushima kenritsu ika Daigaku
grid.411585.c,Jamiatu Bayero Kano
grid.411588.1,Baylor Dallas 
grid.411589.0,Fukuyama daigaku
grid.411594.c,Chongqing Institute of Technology
grid.411596.e,Ospidéal an Mater Misercordiae
grid.411596.e,The Mater 
grid.411601.3,Běihuá Dàxué
grid.411604.6,Fúzhōu Dàxué
grid.411608.a,Maltepe Üniversitesi
grid.411610.3,Beijing Soviet Red Cross Hospital
grid.411611.2,Matsumoto sika daigaku
grid.411613.0,Matsuyama daigaku
grid.411614.7,Beijing University of Physical Education
grid.411616.5,Mayday Hospital
grid.411620.0,Chūkyō Daigaku
grid.411621.1,Shimane Daigaku
grid.411622.2,Reza Shah Kabir University
grid.411639.8,Manipal Academy of Higher Education
grid.411642.4,Sanyuan Hospital
grid.411642.4,PKU 3rd People's Hospital
grid.411646.0,Copenhagen University Hospital Gentofte
grid.411647.1,Öbür mongγol-un ündüsüten-ü yeke surγaγuli
grid.411649.f,Tiong-gôan-tāi-ha̍k
grid.411652.5,Gil Hospital
grid.411655.2,Chung Hua Polytechnic Institute
grid.411672.7,Georgia College
grid.411683.9,University of al-Jazirah
grid.411684.e,Maharaja Krishnakumar Sinhji Bhavnagar University
grid.411685.f,Indraprastha University
grid.411689.3,Cumhuriyet Üniversitesi
grid.411690.b,Zanîngeha Dîcleyê
grid.411690.b,Dicle Üniversitesi
grid.411693.8,Trakya Üniversitesi
grid.411695.e,Bible Institute Of Los Angeles
grid.411697.c,Gifu Yakka Daigaku
grid.411699.2,People's Public Security University of China
grid.411707.4,Bodø University College
grid.411707.4,Universitetet i Nordland
grid.411709.a,Giresun Üniversitesi
grid.411710.2,GITAM College
grid.411713.1,Zhōngguó Mínháng Dàxué
grid.411724.5,Kokusai Kirisutokyō Daigaku
grid.411728.9,Śląski Uniwersytet Medyczny
grid.411734.4,Gānsù Nóngyè Dàxué
grid.411735.5,Klinički centar Univerziteta u Sarajevu
grid.411736.6,Garyounis University
grid.411739.9,Erciyes Üniversitesi
grid.411741.6,Kahramanmaraş Sütçü İmam Üniversitesi
grid.411742.5,Pamukkale Üniversitesi
grid.411744.3,Universitas Brawijaya
grid.411746.1,Imperial Medical Center
grid.411750.6,Dāneshgāh-e Esfāhān
grid.411751.7,Dāneshgāh-e San'ati-ye Esfahān
grid.411755.3,Senshu University
grid.411755.3,Ishinomaki senshū daigaku
grid.411761.4,Mehmet Akif Ersoy Üniversitesi
grid.411763.6,Meiji Yakka Daigaku
grid.411764.1,Meiji daigaku
grid.411765.0,Gorgan University
grid.411766.3,Centre Hospitalier Universitaire de Brest
grid.411766.3,CHRU de Brest
grid.411767.2,Meikai daigaku
grid.411769.c,Dāneshgāh-e Āzād-e Eslāmi Karaj
grid.411770.4,Meisei Daigaku
grid.411773.7,Istanbul Bilim Üniversitesi
grid.411776.2,İstanbul Medeniyet Üniversitesi
grid.411781.a,İstanbul Medipol Üniversitesi
grid.411782.9,Unilag
grid.411789.2,Iwaki Meisei Daigaku
grid.411790.a,Iwate ika daigaku
grid.411792.8,Iwate Daigaku
grid.411795.f,zmir Kâtip Çelebi Üniversitesi
grid.411796.c,İzmir Ekonomi Üniversitesi
grid.411797.d,Władze Collegium Medicum
grid.411797.d,Nicolaus Copernicus University
grid.411798.2,Všeobecná Fakultní Nemocnice v Praze
grid.411803.f, UH Geneva Medical Center 
grid.411805.9,Bryant College
grid.411808.4,Jahaŋgirnôgor Bishshobiddalôe
grid.411811.c,Miyagi Kyōiku Daigaku
grid.411821.f,Akademia Świętokrzyska
grid.411821.f,Świętokrzyska Academy
grid.411821.f,Uniwersytet Jana Kochanowskiego w Kielcach
grid.411822.c,Zonguldak Karaelmas University
grid.411822.c,Bülent Ecevit Üniversitesi
grid.411826.8,Burdwan University
grid.411827.9,Nihon joshi daigaku
grid.411828.6,Nagarjuna Sagar Engineering College
grid.411829.7,College of engineering vizagapatnam
grid.411834.b,Høgskolen i Molde - Vitenskapelig høgskole i logistikk
grid.411836.9,Høgskolen i Buskerud
grid.411840.8,University of Marrakesh		
grid.411841.9,GW Hospital
grid.411846.e,Guǎngdōng hǎiyáng dàxué
grid.411847.f,Guǎngdōng yào xuéyuàn
grid.411851.8,Guǎngdōng Gōngyè Dàxué
grid.411852.b,Mount Royal Junior College
grid.411854.d,Jiānghàn Dàxúe
grid.411856.f,Guangxi Teachers Training College
grid.411859.0,Jiāngxī Nóngyè Dàxué
grid.411861.b,Muğla Sıtkı Koçman University
grid.411862.8,Jiāngxī Shīfàn Dàxué
grid.411863.9,Guǎngzhōu dàxué
grid.411864.e,Jiāngxī Kējì Shīfàn Daxue
grid.411865.f,Universiti Multimedia
grid.411866.c,Guǎngzhōu Zhōng yīyào dàxué
grid.411867.d,Musashino Daigaku
grid.411868.2,Jiangxi Zhong Yi Xue Yuan
grid.411871.a,Nagasaki kokusai daigaku
grid.411878.3,Nagasaki Medical College 
grid.411883.7,Univerzita Konštantína Filozofa v Nitre
grid.411886.2,Ospidéal Ollscoile Ban Naíonán an Chúim
grid.411895.0,Gurukul Kangri University
grid.411898.d,Tōkyō jikei kai ika daigaku
grid.411900.d,Amtssygehuset i Herlev
grid.411902.f,Jíměi Dàxué
grid.411912.e,íshǒu Dàxué
grid.411916.a,Cork Regional Hospital
grid.411916.a,Ospidéal Ollscoil Chorcaí
grid.411919.5,Çankaya Üniversitesi
grid.411923.c,Shǒudū Jīngjì Màoyì Dàxué
grid.411930.e,Creighton University Medical Center-Saint Joseph Hospital
grid.411938.6,Kanpur University
grid.411939.7,CSK Himachal Pradesh Agricultural University
grid.411940.9,Baltimore City Hospitals
grid.411940.9,Francis Scott Key Medical Center
grid.411949.0,Jōsai Daigaku
grid.411951.9,Hamamatsu Daigaku
grid.411953.b,Högskolan Dalarna
grid.411962.9,Jagadguru Sri Shivarathreeswara University
grid.411963.8,Hangzhou Institute of Electrical Engineering
grid.411963.8,Hángzhōu diànzǐ kējì dàxué
grid.411976.c,Khajeh Nasir Toosi University of Technology
grid.411981.4,Joshi Eiyō Daigaku
grid.411985.0,Gorakhpur University
grid.411987.2,Pamantasang De La Salle
grid.411991.5,Hā'ěrbīn Shīfàn Dàxué
grid.411992.6,Hāěrbīn Shāngyè Dàxué
grid.411992.6,Harbin Commercial University
grid.411994.0,Hā'ěrbīn Kējì Dàxué
grid.411994.0,Harbin University of Science
grid.411994.0,Hā'ěrbīn Lǐgōng Dàxué
grid.411995.1,Kanagawa Daigaku
grid.411998.c,Kanazawa ika daigaku
grid.411999.d,Harran Üniversitesi
grid.412000.7,Nakamura Gakuen Daigaku
grid.412001.6,Universitas Hasanuddin
grid.412006.1,Namık Kemal Üniversitesi
grid.412007.0, Nanchang Aviation University
grid.412008.f,Haukeland universitetssykehus
grid.412013.5,Kansai Daigaku
grid.412014.2,Detroit General
grid.412015.3,Indore University
grid.412016.0,KU Medical Center
grid.412016.0,KU Med
grid.412017.1,Nanhua University
grid.412018.e,Kantō Gakuin Daigaku
grid.412020.5,Høyskolen Diakonova
grid.412021.4,Hokkaidō Iryō Daigaku
grid.412022.7,Nánjīng Gōngyè Dàxúe
grid.412022.7,Nangongda
grid.412025.0,Nara kyōiku daigaku
grid.412026.3,Héběi Běifāng Xuéyuàn
grid.412027.2,Gāoxióng Yīxué Dàxué Fùshè Zhōng Hé Jìniàn Yīyuàn
grid.412027.2,Kaohsiung Medical University Hospital
grid.412028.d,Hé Běi gōngchéng dàxué
grid.412030.4,Héběi Gōngyè Dàxué
grid.412031.5,Naruto Kyōiku Daigaku
grid.412032.6,Universitas Diponegoro
grid.412038.c,Guólì Zhānghuà Shīfàn Dàxué
grid.412039.d,Dokkyō Daigaku
grid.412040.3,NCKU Hospital
grid.412043.0,Caen University
grid.412044.7,National University of Reaching Southward
grid.412047.4,Guólì Zhōngzhèng Dàxué
grid.412051.3,Høgskolen i Hedmark or HiHm
grid.412053.1,Héféi Xuéyuàn
grid.412056.4,Karunya Institute of Technology and Sciences
grid.412060.1,Jameat Kassala
grid.412061.0,Guólì Xīnzhú Jiàoyù Dàxué
grid.412062.3,Kastamonu Üniversitesi
grid.412063.2,Guólì Yilán Dàxué
grid.412067.6,Hēilóngjiāng Dàxué
grid.412068.9,Hēilóngjiāng Zhōngyīyào Dàxué
grid.412071.1,National Institute of Technology at Kaohsiung
grid.412074.4,Guólì Gāoxióng Hǎiyáng Kējì Dàxué
grid.412076.6,Guólì Gāoxióng Shīfàn Dàxué
grid.412078.8,Douglas Hospital
grid.412079.9,Guólì Gāoxióng Yìngyòng Kējì Dàxué
grid.412082.d,Kawasaki Iryō Fukus Daigaku
grid.412084.b,Marathwada University
grid.412085.a,Casimir the Great University
grid.412085.a,Uniwersytet Kazimierza Wielkiego w Bydgoszczy
grid.412086.9,Avadh University 
grid.412088.7,Guólì Táidōng Dàxué
grid.412091.f,Kei-dae
grid.412092.c,Guólì Tǐyù Dàxué
grid.412094.a,Guólì Táiwān Dàxué Yīxuéyuàn Fùshè Yīyuàn
grid.412095.b,Klinička Bolnica Dubrava
grid.412098.6,Hénán Zhōngyī xuéyuàn
grid.412099.7,Hénán Gōngyè Dàxué
grid.412101.7,Héngyáng Shīfàn Xuéyuàn
grid.412103.5,Guólì Liánhé Dàxué
grid.412105.3,Kerman Medical University
grid.412106.0,Hospital Universiti Nasional Singapura
grid.412109.f,Kütahya Dumlupınar University
grid.412110.7,Guófáng Kēxuéjìshù Dàxué
grid.412111.6,Guólì Gāoxióng Dàxué
grid.412113.4,Universiti Kebangsaan Malaysia
grid.412114.3,Durban Institute of Technology
grid.412119.e,Kibi kokusai daigaku
grid.412122.6,Kalinga Institute of Industrial Technology
grid.412127.3,Guólì Yúnlín Kējì Dàxué
grid.412127.3,YunTech
grid.412129.d,Lahore Medical College
grid.412129.d,King Edward Medical College
grid.412132.7,Yakın Doğu Üniversitesi
grid.412134.1,Necker Hospital – Hospital for sick children
grid.412138.d,Konya Üniversitesi
grid.412142.0,Himeji dokkyō daigaku
grid.412146.4,Taiwan Provincial Junior College of Nursing
grid.412146.4,National Taipei College of Nursing
grid.412147.5,Hanyang University Hospital
grid.412154.7,Centrallasarettet i Stocksund
grid.412155.6,Kenritsu Hiroshima Daigaku
grid.412159.a,Hiroshima Bunkyō Joshi Daigaku
grid.412160.0,Hitotsubashi daigaku
grid.412161.1,Garhwal University
grid.412168.8,Hokkaidō Kyōiku Daigaku
grid.412171.0,Hokuriku Daigaku
grid.412173.2,Niğde Üniversitesi
grid.412175.4,Ersta Sköndal högskola
grid.412176.7,Erzincan Üniversitesi
grid.412180.e,Grange-Blanche
grid.412184.a,Niigata Yakka Daigaku
grid.412189.7,Zūnyì yīxuéyuàn
grid.412196.9,Nippon shika daigaku
grid.412200.5,Nippon taiiku daigaku
grid.412202.7,Nippon jūi seimei kagaku daigaku
grid.412204.1,Nirma University of Science and Technology
grid.412215.1,Norrlands universitetssjukhus
grid.412216.2,Rize University
grid.412216.2,Recep Tayyip Erdoğan Üniversitesi
grid.412224.3,North China University of Water Resources and Electric Power
grid.412229.e,Universidad Nacional de San Juan
grid.412234.2,Uncoma
grid.412235.3,Universidad Nacional del Nordeste
grid.412239.f,Hoshi yakka daigaku
grid.412243.2,Dōngběi Nóngyè Dàxué
grid.412244.5,Universitetssykehuset Nord-Norge
grid.412245.4,Dōngběi Diànlì Dàxué
grid.412246.7,Dōngběi Línyè Dàxué
grid.412251.1,Universidad San Francisco
grid.412252.2,Dōngběi Dàxué
grid.412255.5,Kolej Universiti Sains dan Teknologi Malaysia
grid.412260.3,Xīběi Shīfàn Dàxué
grid.412262.1,Xīběi Dàxué
grid.412263.0,PUC-Goiás
grid.412263.0,Pontifical Catholic University of Goiás
grid.412265.6,Tarbiat Moallem University of Tehran
grid.412266.5,Professor Training University
grid.412276.4,UNIFRAN
grid.412277.5,Guǎngcí Yīyuàn
grid.412277.5,St. Marie Hospital 
grid.412277.5,Ruìjīn Yīyuàn
grid.412284.9,Technical University of Lodz
grid.412285.8,Norges Idrettshøgskole
grid.412289.4,Nohtoru damu seishin joshi daigaku
grid.412295.9,UNINOVE 
grid.412297.b,Unisul University
grid.412298.4,Khyber Pakhtunkhwa Agricultural University
grid.412309.d,Politechnika Rzeszowska im. Ignacego Łukasiewicza
grid.412309.d,Rzeszów Polytechnic
grid.412310.5,Obihiro Chikusan Daigaku
grid.412313.6,S. V. University
grid.412314.1,Ochanomizu Joshi daigaku
grid.412320.6,Ogun State University
grid.412322.4,Unimontes
grid.412326.0,Oulun yliopistollinen keskussairaala
grid.412326.0,Oulu University Central Hospital
grid.412326.0,Oulun yliopistollinen sairaala
grid.412332.5,Ohio State University Medical Center
grid.412334.3,Ōita daigaku
grid.412336.1,Teikyō Kagaku Daigaku
grid.412338.f,Okayama Kenritsu Daigaku
grid.412339.e,Saga daigaku
grid.412348.8,Høgskolen i Telemark
grid.412354.5,Akademiska
grid.412354.5,Ackis
grid.412354.5,Akademiska Sjukhuset
grid.412359.8,SLU Hospital
grid.412366.4,Ordu Üniversitesi
grid.412367.5,Universitetssjukhuset Örebro
grid.412376.5,Unipampa
grid.412378.b,Osaka Shika Daigaku
grid.412379.a,Saitama kenritsu daigaku
grid.412381.d,Universitas Sam Ratulangi
grid.412382.e,Ōsaka Kyōiku Daigaku
grid.412385.9,Samuel Merritt College
grid.412394.9,Ōsaka ōtani daigaku
grid.412399.4,Unipar
grid.412412.0,KBC Osijek
grid.412414.6,Høgskolen i Oslo og Akershus
grid.412416.4,Qendra Klinike Universitare e Kosovës
grid.412423.2,"Shanmugha Arts, Science, Technology & Research Academy"
grid.412426.7,Otsuma-Joshi-Daigaku
grid.412427.6,Sathyabama Institute of Science and Technology
grid.412430.0,Universitatea Ovidius
grid.412434.4,Mahawitthayalai Thammasat
grid.412436.6,Thapar Institute of Engineering and Technology
grid.412437.7,HoGent
grid.412437.7,Hogeschool Gent
grid.412440.7,University College Hospital Galway
grid.412440.7,Galway Regional Hospital
grid.412442.5,Högskolan i Borås
grid.412442.5,Borås University College
grid.412458.e,Regional University Hospital of Patras
grid.412464.1,Uniwersytet Pedagogiczny
grid.412478.c,Shanghai General Hospital
grid.412485.e,SeoulTech
grid.412488.3,Klinički bolnički centar Sestre milosrdnice
grid.412491.b,Bushehr University
grid.412493.9,Setsunan daigaku
grid.412494.e,University of Petra
grid.412496.c,Islamia University
grid.412498.2,Shanxi Teachers University
grid.412498.2,Shǎnxī Shīfàn Dàxué
grid.412500.2,Shaanxi Institute of Technology
grid.412502.0,National University of Iran
grid.412508.a,Shāndōng Kējì Dàxué
grid.412512.1,HaUniversita HaPtukha
grid.412516.5,Hospital Besar Kuala Lumpur
grid.412524.4,Shanghai Red Cross Chest Hospital
grid.412525.5,Universidad Católica Argentina
grid.412529.9,Catholic University
grid.412533.2,Kumamoto kenritsu daigaku
grid.412536.7,Second Affiliated Hospital of Sun Yat-sen
grid.412537.6,Presidency College
grid.412537.6,Hindu College
grid.412542.4,Shànghǎi Gōngchéngjìshù Dàxué
grid.412544.2,Shangqiu Teachers' College
grid.412549.f,Shaoguan Teachers College
grid.412550.7,Jìngyí Dàxué
grid.412551.6,Shàoxīng Wénlǐ Xuéyuàn
grid.412553.4,Dāneshgāh-e San'ati-ye Sharif
grid.412554.3,Fakultní Nemocnice Brno
grid.412557.0,Shěnyáng Nóngyè Dàxué
grid.412558.f,Third Affiliated Hospital of Zhongshan Medical University
grid.412560.4,Shěnyáng Lǐgōng Dàxué
grid.412561.5,Shěnyáng Yào Kē Dàxué
grid.412562.6,Shěnyáng Dàxué
grid.412564.0,Shěnyáng Huàgōng Dàxué
grid.412565.1,Shiga Daigaku
grid.412566.2,Shíjiàn Dàxué
grid.412571.4,Dāneshgāh-e Olum Pezeshki-e Shirāz
grid.412572.7,Pt. B. D. Sharma University of Health Sciences
grid.412573.6,Dāneshgāh-e-Shirāz
grid.412579.c,Shōwa yakka daigaku
grid.412583.9,Shōwa Joshi Daigaku
grid.412586.c,Kitakyūshū shiritsu daigaku
grid.412589.3,Shujitsu Junior College
grid.412589.3,Shūjitsu Daigaku
grid.412592.9,Sibirskiĭ federalʹnyĭ universitet
grid.412593.8,Tomsk Medical Institute
grid.412597.c,UVA Medical Center
grid.412603.2,University of Qatar
grid.412605.4,sìchuān lǐgōng xuéyuàn
grid.412607.6,Uniwersytet Warmińsko-Mazurski w Olsztynie
grid.412609.8,QTech
grid.412609.8,Qingdao Polytechnic University
grid.412609.8,Qīngdǎo Lǐgōng Dàxué
grid.412615.5,Affiliated Hospital of Guangdong Public Institution of Medicine
grid.412615.5,Zhongshan Hospital
grid.412616.6,Qíqíhāěr Dàxué
grid.412620.3,Mahawitthayalai Sinlapakon
grid.412621.2,Islamabad University
grid.412634.6,Universiti Pengurusan Singapura
grid.412638.a,Qūfù Shīfàn Dàxué
grid.412641.4,University of Jabalpur
grid.412641.4,Rani Durgavati Vishwavidyalaya
grid.412647.2,UW Hospital and Clinics
grid.412650.4,Skånes universitetssjukhus
grid.412654.0,Södertörns Högskola
grid.412656.2,Raajshaahi Bish-shobid-daloy
grid.412657.3,Høgskulen i Sogn og Fjordane
grid.412658.c,Rakunō gakuen daigaku
grid.412662.5,Sōjō daigaku
grid.412664.3,Sōka Daigaku
grid.412673.5,Dāneshgāh-e Zanjan
grid.412675.3,OU Medical Center
grid.412680.9,Sveučilište J.J. Strossmayera
grid.412680.9,Josip Juraj Strossmayer University of Osijek
grid.412681.8,Jōchi Daigaku
grid.412682.b,Høgskolen i Sør-Trøndelag
grid.412684.d,Ostravská univerzita v Ostravě
grid.412685.c,Univerzitná nemocnica Bratislava
grid.412688.1,Klinički bolnički centar Zagreb
grid.412688.1,Clinical Hospital Centre
grid.412688.1,KBC Zagreb
grid.412692.a,Zhōngnán mínzú Dàxué
grid.412693.b,South China Agricultural College
grid.412695.d,Stony Brook University Medical Center
grid.412698.0,Shiga Kenritsu Daigaku
grid.412716.7,University College West
grid.412716.7,Högskolan Väst
grid.412716.7,University College of Trollhättan/Uddevalla
grid.412717.6,Nántái Kējì Dàxu
grid.412720.2,Xīnán Línxuéyuàn
grid.412723.1,Xīnán mínzú dàxué
grid.412727.5,Fakultní Nemocnice Ostrava
grid.412730.3,Fakultní Nemocnice Olomouc
grid.412732.1,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach
grid.412734.7,Sri Ramachandra Medical College and Research Institute
grid.412737.4,"University College, Port Harcourt"
grid.412740.4,Univerza na Primorskem
grid.412742.6,SRM Institute of Science and Technology
grid.412742.6,Sri Ramaswamy Memorial University
grid.412749.d,TOBB Ekonomi ve Teknoloji Üniversitesi
grid.412751.4,Ospidéal Ollscoile Naomh Uinseann
grid.412754.1,Tōhoku Fukushi daigaku
grid.412755.0,Tōhoku Yakka Daigaku
grid.412756.3,University Institute of Motor Sciences
grid.412758.d,2012 Fakultní nemocnice Na Bulovce
grid.412760.6,Tōin Yokohama Daigaku
grid.412761.7,Ural Federal University named after the first President of Russia B. N. Yeltsin
grid.412763.5,University of Urmia
grid.412764.2,Sei-marianna ika daigaku
grid.412769.f,Tokushima bunri daigaku
grid.412771.6,University of Sokoto
grid.412773.4,Tōkyō Denki Daigaku
grid.412775.2,Unibersidad ng Santo Tomas or Pamantasan ng Santo Tomas
grid.412775.2,Catholic University of the Philippines
grid.412775.2,Pontifical and Royal University of Santo Tomas
grid.412776.1,Tōkyō Gakugei Daigaku
grid.412785.d,Tōkyō Kaiyō Daigaku
grid.412786.e,University of Science and Technology
grid.412788.0,Tōkyō kōka daigaku
grid.412789.1,Sharjah University
grid.412795.c,Sindh University
grid.412798.1,Högskolan i Skövde
grid.412803.c,Toyama Kenritsu Daigaku
grid.412804.b,Toyohashi Tech
grid.412804.b,Toyohashi Gijutsu Kagaku Daigaku
grid.412805.a,USA Medical Center
grid.412813.d,Vellore Engineering College
grid.412816.8,Tsurumi daigaku
grid.412820.d,Buskerud and Vestfold University College
grid.412820.d,Høgskolen i Vestfold
grid.412826.b,Fakultní nemocnice v Motole
grid.412828.5,Universitas Udayana
grid.412829.4,Ufuk Üniversitesi
grid.412832.e,Jāmiʿat ʾUmmi l-Qurā
grid.412833.f,Samuel R. Smith Infirmary
grid.412835.9,Helse Stavanger HF 
grid.412835.9,Stavanger Universitetssjukehus
grid.412836.a,Vikram Viśvavidyālaya
grid.412837.b,Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy
grid.412838.4,Høgskolen Stord/Haugesund
grid.412843.8, Sugiyama jogakuen daigaku
grid.412847.c,Anahuac University 
grid.412857.d,Wakayama kenritsu ika daigaku
grid.412871.9,Suncheon Daehakgyo
grid.412875.d,Hōsō Daigaku
grid.412875.d,The University of the Air
grid.412894.2,Louis Pasteur University Hospital 
grid.412896.0,Taipei Medical College
grid.412896.0,Táiběi Yīxué Dàxué
grid.412901.f,West China School of Medicine
grid.412902.c,Dàrén Kējì Dàxué
grid.412903.d,Trnavská univerzita v Trnave
grid.412905.b,Tamagawa daigaku
grid.412910.f,North Tees General Hospital
grid.412914.b,Ospidéal Chathair Bhéal Feirste
grid.412918.7,Dudley Road Hospital
grid.412925.9,Glenfield General Hospital
grid.412935.8,Luton and Dunstable University Hospital
grid.412942.8,Ospadal an Rathaig Mhòir
grid.412944.e,Royal Cornwall Hospitals NHS Trust
grid.412949.3,Univerzitet u Tuzli
grid.412954.f,CHU Saint-Étienne
grid.412968.0,Veterinární a Farmaceutická Univerzita Brno
grid.412969.1,Wuhan QingGong DaXue
grid.412971.8,Univerzita veterinárneho lekárstva v Košiciach
grid.412973.a,UI Health
grid.412974.d,Unilorin
grid.412977.e,University of Incheon
grid.412982.4,Xiāngtán Dàxué
grid.412991.6,Juba National University
grid.412992.5,Xǔchāng Xuéyuàn
grid.412999.e,UK HealthCare
grid.413004.2, Univerzitet u Kragujevcu
grid.413007.1,Yamaguchi kenritsu daigaku
grid.413012.5, Yānshān dàxué
grid.413013.4,Universitatea de Științe Agricole și Medicină Veterinară Cluj-Napoca
grid.413015.2,Madras University
grid.413016.1,Punjab Agricultural College and Research Institute
grid.413019.e,UAB Hospital
grid.413026.2,Mohaghegh Ardabili University
grid.413029.d,Royal United Hospital Bath NHS Foundation Trust
grid.413034.1,Sveučilište u Mostaru
grid.413047.5,Ernst-Abbe-Hochschule Jena
grid.413048.a,University Medical Center — Tucson
grid.413048.a,Banner - University Medical Center
grid.413050.3,Yuánzhì Dàxué
grid.413051.2,Yuánpéi Kējì Dàxué
grid.413052.1,UNM Hospital
grid.413052.1,University Hospital
grid.413055.6,Universitatea de Medicină şi Farmacie din Craiova
grid.413056.5,Lefkoşa Üniversitesi
grid.413059.a,Yunnan Nationalities Institute
grid.413060.0,Ǧāmaʿat al-Baḥrayn
grid.413060.0,Bahrain University
grid.413062.2,Balochistan University
grid.413064.4,University of Bangkok Metropolis
grid.413066.6,Zhāngzhōu Shīfàn Xuéyuàn
grid.413067.7,Zhàoqìng Dàxué
grid.413072.3,Zhèjiāng Gōngshāng Dàxué
grid.413076.7,ZhèJiāng Wànli Xuéyuàn
grid.413077.6,UCSF Medical Center
grid.413079.8,Sacramento Medical Center
grid.413079.8,UC Davis Medical Center
grid.413080.e,Zhèngzhōu Qīnggōngyè Dàxué
grid.413083.d,The Reagan
grid.413083.d,UCLA Medical Center
grid.413084.a,Morris Harvey College
grid.413085.b,Colorado General Hospital
grid.413085.b,University Hospital
grid.413089.7,Chittagong University
grid.413091.e,Universitatea din Craiova
grid.413092.d,Akademia Wychowania Fizycznego w Krakowie
grid.413094.b,Univerzita obrany
grid.413101.6,Tōa daigaku
grid.413104.3,Sunnybrook
grid.413109.e,Tiānjīn Kējì Dàxué
grid.413116.0,University of Florida Health
grid.413116.0,J. Hillis Miller Health Science Center
grid.413120.5,Cook County Hospital
grid.413122.7,Buffalo VAMC
grid.413126.3,Voennomedicinska akademija
grid.413127.2,Universitas Sumatera Utara
grid.413141.2,Burdwan Medical College
grid.413143.0,First Affiliated Hospital of PLA General Hospital
grid.413149.a,Medical-Surgical School of Goa
grid.413158.a,401 Military Hospital of Athens
grid.413161.0,Topiwala National Medical College
grid.413170.0,Wakayama Daigaku
grid.413192.c,Good Sam
grid.413192.c,Banner - University Medical Center Phoenix
grid.413204.0,Calcutta Medical College
grid.413222.4,Glancy Medical College
grid.413241.1,GB Pant Hospital
grid.413249.9,PA Hospital
grid.413251.0,Xīnjiāng Nóngyè Dàxué
grid.413254.5,Xīnjiāng Dàxué
grid.413257.6,Allgemeines Krankenhaus der Stadt Linz
grid.413274.7,Grady
grid.413274.7,Grady Hospital
grid.413305.0,"Ospidéal Adelaide agus na Mí, Baile Átha Cliath, ina gcorpraítear Ospidéal Náisiúnta na Leanaí"
grid.413305.0,"Adelaide and Meath Hospital, Dublin, incorporating the National Children's Hospital"
grid.413319.d,Greenville Hospital System
grid.413319.d,Greenville General Hospital
grid.413320.7,A.C.Camargo Cancer Center
grid.413326.1,Hope Children's Hospital
grid.413329.e,UNC Health Care
grid.413342.3,GSVM Medical College
grid.413345.4,F. D. McMaster Laboratory
grid.413371.3,Hospital San Millán
grid.413396.a,Hospital de la Santa Creu i Sant Pau
grid.413397.b,SSM Health Cardinal Glennon Children’s Hospital
grid.413402.0,"Guangzhou University of Traditional Chinese Medicine, Second Affiliated Hospital"
grid.413405.7,Guangzhou General Hospital
grid.413415.6,Cardiovascular Research Institute
grid.413420.0,Carilion Health System
grid.413421.1,Centro Hospitalar de Lisboa Ocidental
grid.413427.7,Aichi kenritsu daigaku
grid.413434.5,Darnall Army Community Hospital
grid.413438.9,Hospital Geral de Santo António
grid.413438.9,Hospital Real de Santo António
grid.413440.6,People's Liberation Army Air Force General Hospital
grid.413448.e,ISCIII
grid.413449.f,Ichilov Hospital
grid.413454.3,Polska Akademia Nauk
grid.413460.4,Gülhane Seririyat Hastanesi
grid.413472.7,Gynuity
grid.413499.2,Carraway Infirmary
