grid_id,alias
grid.457055.6,Instituto de Tecnologia
grid.457055.6,Estação Experimental de Combustíveis e Minérios
grid.457066.6,Centro de Ciências do Estado do Rio de Janeiro
grid.457072.3,WOC4me
grid.457074.5,Women of Essence Breast Cancer Support Group
grid.457075.4,Museu de Astronomia
grid.457079.8,DR04
grid.457080.e,DR02
grid.457096.9,DR03
grid.457098.7,"Abelium d.o.o., Research and Development"
grid.457099.6,Inštitut Nove revije - Zavod za humanistiko
grid.457103.4,SŽ Acroni
grid.457106.1,ACROS
grid.457113.5,Napredni materiali in tehnologije
grid.457114.2,"AERO, Chemical, Graphic and Paper Manufacturers, d.d. Celje"
grid.457116.0,Ortopedska bolnišnica Valdoltra
grid.457119.f,Mirovni inštitut
grid.457120.5,Inštitut Antona Trstenjaka
grid.457120.5,Anton Trstenjak Institute of gerontology and intergenerational relations
grid.457121.4,KGZ Nova Gorica
grid.457123.6,Zveze vodnih skupnosti Slovenije
grid.457127.2,Inštituta za Hmeljarstvo in Pivovarstvo Žalec V Sloveniji
grid.457129.c,Inštitut za Metalne Konstrukcije
grid.457131.5,Inštitut za Politike Prostora
grid.457132.6,ams R&D d.o.o.
grid.457133.7,Pinus Tovarna Kemičnih Izdelkov
grid.457134.0,Inštitut za Novejšo Zgodovino
grid.457136.2,Inštitut za Razvojne in Strateške Analize
grid.457137.3,Aquarius d.o.o. Ljubljana
grid.457137.3,Aquarius ekološki inženiring d.o.o. Ljubljana
grid.457138.c,"ARCONT, proizvodnja bivalnih enot d.d"
grid.457144.7,Inštitut za Narodnostna Vprašanja
grid.457145.6,Inštitut za Hidravlične Raziskave
grid.457147.4,B2 d.o.o.
grid.457148.b,Inštitut za Raziskavo Materialov in Aplikacije
grid.457149.a,"BIA, Laboratory and Process Equipment"
grid.457150.2,Inštitut za Sonaravne Inovativne Tehnologije
grid.457151.3,Zavod za Varstvo Kulturne Dediščine Slovenije
grid.457152.0,"Poslanstvo,Upanje,Harmonija"
grid.457153.1,Inštitut za Civilizacijo in Kulturo
grid.457157.5,Tovarna kolektorjev Idrija
grid.457158.a,Bolnica za živali Postojna
grid.457162.3,Inšpektorat RS za Okolje in Prostor
grid.457164.5,Center Odličnosti za Biosenzoriko instrumentacijo in procesno kontrolo
grid.457166.7,I - VITES
grid.457168.9,Center Odličnosti za Integrirane Pristope v Kemiji in Biologiji Proteinov
grid.457169.8,"Inštitut za Matematiko, Fiziko in Mehaniko"
grid.457170.0,Inštitut za Metagenomiko in Mikrobne tehnologije
grid.457171.1,"Center Odličnosti Nanoznanosti in Nanotehnologije - Nanocenter, Ljubljana"
grid.457171.1,CENN Nanocenter
grid.457184.b,Socio-economic Indicators Center
grid.457187.8,Slovenski institut za kakovost in meroslovje
grid.457188.7,CO PoliMaT
grid.457188.7,Center of Excellence for Polymer Materials and Technologies
grid.457191.f,Industrijski Razvojni Center Slovenske Predilne Industrije
grid.457192.c,Prirodoslovni muzej Slovenije
grid.457193.d,"Cetis, Graphic and Documentation Services, d.d."
grid.457194.a,"Četrta pot, avtomatska identifikacija, računalništvo in informatika, d.o.o."
grid.457195.b,"Cgs plus, inovativne informacijske in Okoljske tehnologije, d.o.o."
grid.457196.8,Mednarodni Inštitut za Turizem
grid.457199.7,Inštitut Za Okoljevarstvo In Senzorje
grid.457201.5,CIMOS d.d. Automotive industry
grid.457202.6,Inštitut za simbolno analizo in razvoj informacijskih tehnologij
grid.457203.7,Cinkarna Celje
grid.457204.0,Institut za projektni management in informacijsko tehnologijo
grid.457210.5,Schiess-Metalna Ltd
grid.457211.4,Zdravstveni dom Ljubljana
grid.457216.3,Svetovalni Center za Otroke Mladostnike in Starde Ljubljana
grid.457216.3,Educational Counselling Service
grid.457217.2,Centre for Knowledge Promotion
grid.457217.2,Centru za Promocijo Znanja - Zavod Inštitut
grid.457218.d,Inštitut RS za Socialno Varstvo
grid.457224.2,"Domel, Elektromotorji in gospodinjski aparati, d.o.o."
grid.457227.1,Družba za avtoceste v republiki Sloveniji d.d.
grid.457231.6,"Echo razvojno tehnološki inženiring, d.o.o."
grid.457232.5,"Structum, Development of Sustainable Construction"
grid.457235.2,ERICo Velenje Inštitut za ekološke raziskave d.o.o.
grid.457235.2,Ecological Research & Industrial Cooperation
grid.457236.1,Pedagoški Inštitut
grid.457239.e,Kmetijsko Gozdarska Zbornica Slovenije
grid.457241.1,Ekonomski Institut Pravne Fakultete
grid.457259.8,TIC - LENS laserske tehnologije
grid.457261.3,EN-FIST Centru Odličnosti
grid.457264.6,Agencija za prestrukturiranje energetike d.o.o
grid.457270.3,Šola za ravnatelje
grid.457272.1,"Esotech, družba za razvoj in izvajanje ekoloških in energetskih projektov, d.d."
grid.457281.d,Fakulteta za Dizajn
grid.457295.8,Zavod za Ribištvo Slovenije
grid.457309.c,Geodetski inštitut Slovenije
grid.457313.7,Institut za varilstvo
grid.457315.1,MKS Elektronski sistemi
grid.457318.c,Zavod Republike Slovenije za Šolstvo
grid.457319.d,Narodni muzej Slovenije
grid.457326.1,HIPOT-RR Raziskave in Razvoj Tehnologij in Sistemov
grid.457328.f,New Zealand Forest Research Institute Limited
grid.457330.6,CEA-Leti: Laboratoire d'électronique des technologies de l'information
grid.457332.4,Laboratoire d’Innovation pour les Technologies des Énergies Nouvelles et les nanomatériaux
grid.457343.2,Ripault
grid.457344.5,Gramat
grid.457345.4,Valduc Centre for Nuclear Studies
grid.457345.4,Valduc
grid.457346.7,Le Cesta
grid.457346.7,Centre d'études scientifiques et techniques d'Aquitaine
grid.457348.9,Centre d'études nucléaires de Grenoble
grid.457366.5,DR PARIS 5
grid.457367.4,DR PARIS 6
grid.457368.b,DR PARIS 7
grid.457369.a,DR PARIS 11
grid.457370.2,DR PARIS 12
grid.457371.3,"Inserm DR Aquitaine, Poitou-Charentes"
grid.457373.1,Inserm DR Grand-Est
grid.457374.6,Inserm Délégation Régionale Grand - Ouest
grid.457377.5,Inserm ADR Languedoc-Roussillon
grid.457379.b,"Inserm DR Midi-Pyrénées, Limousin"
grid.457380.d,Inserm DR Nord - Ouest
grid.457381.c,Inserm DR Paca et Corse
grid.457382.f,"Inserm DR Rhône-Alpes, Auvergne"
grid.457399.5,Canadian Forces
grid.457402.0,Minerva GmbH
grid.457409.b,Stiftelsen för Miljöstrategisk Forskning
grid.457413.0,Aker Kværner
grid.457416.5,Akershus Fylkeskommune
grid.457418.b,Shell i Norge
grid.457423.3,SEC Systems AS
grid.457437.6,Luftfartsverket
grid.457452.5,LabNett AS
grid.457477.2,Nye Arbeids- og Velferdsetaten
grid.457483.9,Attføringsbedriftene
grid.457489.3,Arbeidstilsynet
grid.457494.f,Lyse Energi
grid.457505.6,A-pressen
grid.457512.0,APIteq
grid.457513.1,Andøya Rocket Range
grid.457515.7,Visualization in Real-Time or Visual Artist
grid.457529.8,VilVite
grid.457531.1,AB Rør & Varme AS
grid.457534.4,Arkivverket
grid.457534.4,Riksarkivet
grid.457535.5,Høgskolen i Nord-Trøndelag
grid.457536.6,Ansgarskolen
grid.457539.9,Ådne Espeland As
grid.457541.6,Adressa
grid.457546.1,Bergesen Worldwide
grid.457547.0,Vetco Aibel
grid.457551.7,Norsk Biokjemisk Selskap
grid.457552.4,The Evening Post
grid.457566.3,Institutt for Psykologisk Rådgivning
grid.457582.9,Buskerud fylkeskommune
grid.457585.e,Høgskolen i Bergen
grid.457586.d,Næringslivets Hovedorganisasjon
grid.457588.3,Bioteknologirådet
grid.457607.7,ComputIT
grid.457609.9,Den norske legeforening
grid.457613.2,Doble TransiNor
grid.457621.3,Camo AS
grid.457623.1,Dolphin
grid.457625.7,Høyskolen Campus Kristiania
grid.457646.2,Norges Statsbaner
grid.457658.d,Dronning Mauds Minne Høgskole for barnehagelærerutdanning
grid.457658.d,Dronning Mauds Minne Høgskole
grid.457662.4,Det Kongelige Norske Videnskabers Selskabs Stiftelse
grid.457671.6,Computational Fluid Dynamics Marine
grid.457685.d,Det Norske Bibelselskap
grid.457692.b,Det Norske Nobelinstitutt
grid.457694.d,Forskningssenter for miljø og samfunn
grid.457696.f,Det norske Skogselskap
grid.457704.5,Det Norske Travselskap
grid.457708.9,Clarity WTS
grid.457709.8,Cultura Sparebank
grid.457719.9,Det Norske Videnskaps-Akademi
grid.457721.2,CleanSi
grid.457723.0,SoniTrack
grid.457726.5,Rogaland fylkeskommune
grid.457728.b,Center for Life Science Technology
grid.457740.5,Elvene Rundt Trondheimsfjorden
grid.457755.1,Integrated Ocean Drilling Program
grid.457760.7,De Nasjonale Forskningsetiske Komiteene
grid.457764.3,Energiråd Innlandet
grid.457776.0,Deichmanske bibliotek
grid.457776.0,Deichman Library
grid.457804.a,Fiskeri- og Havbruksnæringens Landsforening
grid.457837.a,Flapres Limited NUF
grid.457859.2,Mattilsynet
grid.457869.1,Fylkesmannen i Nordland
grid.457873.a,Sør-Trøndelag fylkeskommune
grid.457874.d,Fylkesmannen i Sogn og Fjordane
grid.457881.7,General Event Notification Architecture
grid.457889.f,Forskningsparken i Narvik
grid.457894.3,Finans Norge
grid.457897.0,Forsvaret
grid.457908.7,Global Center for Expertise Norwegian Offshore & Drilling Engineering
grid.457909.6,Forum for Databehandling i Helsesektoren
grid.457914.a,Volvo Aero Norge AS
grid.457960.9,Hiddn
grid.457975.d,Green Dot Norway
grid.457984.3,Bravida Geomatics
grid.457995.3,Global Organic Energy
grid.458008.1,Gjøvik Knowledge Park
grid.458011.9,GK Norge AS
grid.458011.9,Gunnar Karlsen Sverige AB
grid.458015.d,Science Center Østfold
grid.458017.f,H. Aschehoug & Co.W. Nygaard
grid.458019.1,Hordaland fylkeskommune
grid.458029.2,Deanu gielda
grid.458032.8,Andebu kommune
grid.458039.3,Institutt for Kristen Oppseding
grid.458063.c,Halvors
grid.458091.1,Husbanken
grid.458096.6,Instituttet for sammenlignende kulturforskning
grid.458098.8,HVALSAFARI
grid.458099.9,Hedmark Fylkeskommune
grid.458120.a,Helse Vest RHF
grid.458130.b,Convergent AS
grid.458131.a,Jernbaneverket
grid.458136.d,Head Eye Active Diagnostic Systems
grid.458155.8,Nasjonalt Senter for Romrelatert Opplæring
grid.458160.e,Kværner Foundry
grid.458160.e,Kværner Jernstøberi
grid.458165.b,Juralco
grid.458168.6,Nasjonal sikkerhetsmyndighet
grid.458171.e,Nasjonalt organ for kvalitet i utdanningen
grid.458175.a,Det kongelige Justis- og beredskapsdepartementet
grid.458178.7,Kunnskapsbyen Lillestrøm
grid.458180.0,Rolf Bakke AS
grid.458182.2,Kunnskapsparken Bodø
grid.458192.3,Kystverket
grid.458220.9,Koutokeino
grid.458220.9,Koutokeino
grid.458220.9,Guovdageaidnu
grid.458223.a,Navigation and Systems
grid.458227.e,TimeTemp
grid.458233.b,"Institutt for Kirke-, Religions- og Livssynsforskning"
grid.458234.c,Nordic Construction Company
grid.458242.d,Diagenic ASA
grid.458267.a,Lerøy Seafood Group
grid.458270.c,Misjonshøgskolen
grid.458289.a,Lillehammer kommune
grid.458302.8,Klima- og miljødepartementet
grid.458312.9,Media LT
grid.458319.2,Life Technologies
grid.458323.b,Nordic VLSI
grid.458325.d,Roaldnes
grid.458327.f,Norsk Hydrogenforum
grid.458329.1,Nordkapp kommune
grid.458332.b,Nordland fylkeskommune
grid.458343.d,Novartis Pharma
grid.458344.a,Vilniaus šv. Juozapo kunigų seminarija
grid.458345.b,Virtual High School Global Consortium
grid.458352.d,Lib4RI
grid.458356.9,"Paul, Hastings, Janofsky & Walker"
grid.458357.8,Svenska Barnboksinstitutet
grid.458363.f,Politeknik Nanyang
grid.458367.b,An Roinn Fostaíochta agus Foghlama
grid.458368.4,European Academy of Allergology and Clinical Immunology
grid.458372.f,Svenska Filminstitutet
grid.458376.b,Azienda USL di Ferrara
grid.458378.5,Östersjöstiftelsen
grid.458382.0,St. Clair College of Applied Arts and Technology
grid.458386.4,Michener Institute for Applied Health Sciences
grid.458389.b,NLV Partners
grid.458395.6,Tōkyō toshi daigaku
grid.458408.5,Presbyterian Intercommunity Hospital
grid.458410.c,Charles A. and Anne Morrow Lindbergh Foundation
grid.458412.e,Grönemeyer Mikroterapi
grid.458418.4,Hershey Foods Corporation
grid.458426.9,International Society for Biological Therapy of Cancer
grid.458432.c,Kokusai Nihon Bunka Kenkyū Sentā
grid.458432.c,Nichibunken
grid.458435.b,IISER Mohali
grid.458442.b,"Institute of Chemical Metallurgy, Chinese Academy of Sciences"
grid.458445.c,Chinese Academy of Sciences Chongqing Institute
grid.458446.f,Zhōngguó Kēxuéyuàn Ruǎnjiàn Yánjiūsuǒ
grid.458453.b,AUSL Reggio Emilia
grid.458457.f,Xi’an Research Laboratory of Loess and Quaternary Geology
grid.458459.1,Shanghai Institute of Metallurgy
grid.458460.b,Kūnmíng Zhíwù Yánjiūsuǒ
grid.458466.d,Ürümqi Astronomical Observatory
grid.458466.d,Xīnjiāng tiānwéntái
grid.458470.a,Lanzhou Institute of Geology
grid.458475.f,IAE CAS
grid.458475.f,Institute of Forestry and Soil Sciences
grid.458490.4,Shaanxi Astronomical Observatory
grid.458491.5,Société canadienne de néphrologie
grid.458494.0,Kokuritsu Tenmondai
grid.458495.1,South China Botanical Garden
grid.458497.3,Zijinshan Astronomical Observatory
grid.458497.3,Cradle of Modern Astronomy
grid.458517.a,Wuhan Library of CAS
grid.458517.a,Wuhan Documentation and Information Center of CAS
grid.458520.e,Norsk Kennel Klub
grid.458521.f,Arendal kommune
grid.458527.9,Aust-Agder fylkeskommune
grid.458529.7,Norsk Vindkraftforening
grid.458535.a,Kulturrådet
grid.458535.a,Norsk kulturråd
grid.458542.a,Norsk Lokalhistorisk Institutt
grid.458544.c,Norwegian National Museum of Aviation
grid.458544.c,Norsk Luftfartsmuseum
grid.458547.f,Guangzhou Electronic Technology Institute
grid.458550.9,Chengdu Institute of Organic Chemistry
grid.458557.e,NorECs
grid.458558.1,PET-Senteret
grid.458560.a,Norges Birøkterlag
grid.458561.b,NLA Høgskolen
grid.458562.8,Blindes Selvhjælpsforening
grid.458569.3,Norges Golfforbund
grid.458571.a,Norges Handikapforbund
grid.458575.e,Norwegian Broadcasting Corporation
grid.458575.e,Norsk Rikskringkasting
grid.458576.d,Norges Interne Revisorers Forening
grid.458580.4,Kystfiskernes Forening
grid.458585.1,Norges Naturvernforbund
grid.458589.d,NTNU SAMFUNNSFORSKNING
grid.458590.5,Landbrukssamvirkets Felleskontor
grid.458590.5,Norsk Landbrukssamvirke
grid.458591.4,Munch-museet
grid.458601.e,Norsk Stålforbund
grid.458604.b,Norges sjømatråd
grid.458604.b,Eksportutvalget for fisk
grid.458605.a,Norges Skogeierforbund
grid.458607.8,"Norwegian Museum of Science, Technology, Industry and Medicine"
grid.458607.8,Norwegian Museum of Science and Technology
grid.458618.6,Norges Tekniske Vitenskapsakademi
grid.458621.c,Kvensk Institutt
grid.458621.c,Norsk Senter for Kvensk Språk og Kultur
grid.458625.8,Norsk Treteknisk Institutt
grid.458625.8,Treteknisk
grid.458629.4,Næringslivets Sikkerhetsråd
grid.458633.f,Nordic Ammunition Company
grid.458635.9,Norwegian Hard Rock Drilling
grid.458636.a,Norsk Utenrikspolitisk Institutt
grid.458639.5,Norsk Utvalg for Eierstyring og Selskapsledelse
grid.458640.b,Norsk Vann
grid.458651.b,Oslo Børs
grid.458654.e,Norske Boligbyggelags Landsforbund
grid.458659.3,Oslo Havn
grid.458659.3,Oslo havnevesen
grid.458663.a,Norske Skogindustrier
grid.458665.c,Norsk Forum for Ansvarlige og Bærekraftige Investeringer
grid.458683.4,Norsk design- og arkitektursenter
grid.458688.f,Transportsentralen East
grid.458690.6,Porsáŋggu Gielda
grid.458690.6,Porsangin Komuuni
grid.458692.4,Norsk filminstitutt
grid.458704.a,Norsk Forening for Automatisering
grid.458708.6,Nobim
grid.458714.b,Norsk Forening for Utviklingsforskning
grid.458715.a,Postvesenet
grid.458715.a,Norway Post
grid.458730.d,Norwegian National Authority for Investigation and Prosecution of Economic and Environmental Crime
grid.458731.c,Norske Havneforening
grid.458752.9,Royken Kommune
grid.458759.2,Runde Miljøsenter
grid.458762.a,Virtech
grid.458764.c,Norwegian Pulp and Paper Research Institute
grid.458764.c,Papir- og fiberinstituttet
grid.458768.0,Rygge Kommune
grid.458775.c,Opera
grid.458789.f,W2Power
grid.458793.4,Refa Frøystad Group
grid.458794.3,melk.no
grid.458801.0,Statens vegvesen
grid.458805.4,M. Peterson & Søn
grid.458806.7,RBUP Øst og Sør
grid.458806.7,Regionsenter for Barn og Unges Psykiske Helse
grid.458823.0,Samfunnsøkonomene
grid.458825.6,Direktoratet for utviklingssamarbeid
grid.458825.6,Norad
grid.458846.3,Rasjonell Elektrisk Nettvirksomhet
grid.458853.7,Renewable Energy Norway
grid.458861.6,Statistical Analysis System
grid.458869.e,Scan Maritime
grid.458871.7,Scana Industrier
grid.458892.a,QM Soft
grid.458893.b,Rådgivende Ingeniørers Forening
grid.458894.c,Riksrevisjonen
grid.458898.0,Senter for studier av Holocaust og livssynsminoriteter
grid.458906.6,Rådet for Psykisk Helse
grid.458911.0,Seabed Rig
grid.458912.3,RadForsk
grid.458923.1,Rogaland Kurs og Kompetansesenter
grid.458941.5,Statsbygg
grid.458950.5,Stavanger Helseforskning
grid.458958.d,TietoEnator
grid.458968.e,Bergen Arkitekt Skole
grid.458988.0,Solstad Rederi
grid.458999.0,FileTRAC
grid.459012.b,Kristiansand og Omegn Boligbyggelag
grid.459014.d,Simula School of Research and Innovation
grid.459018.1,Sørlandets Europakontor
grid.459028.2,Norsk rettsmuseum
grid.459031.a,Sparebanken Nord-Norge
grid.459034.f,Supply Chain Management
grid.459036.d,Centralforeningen for Norges Sparebanker
grid.459041.d,Sjøfartsdirektoratet
grid.459042.e,Migrasjonsmuseet
grid.459042.e,Norwegian emigrant museum
grid.459052.f,Telemarksforsking
grid.459070.f,Store Norske Spitsbergen Kulkompani
grid.459075.a,Storm Weather Center
grid.459076.9,Standard Norge
grid.459083.3,Strømmestiftelsen
grid.459087.7,Pinnås System
grid.459093.2,Bratsberg amt
grid.459101.8,Sør-Trøndelag Kraftselskap
grid.459101.8,Sør-Trøndelag Elektrisitetsverk
grid.459107.e,Mid-Norway European Office
grid.459108.1,Sunnfjord 2020 Prosjekt AS
grid.459127.c,Verdipapirfondenes Forening
grid.459135.f,Kongsberg Esco
grid.459139.3,Universitets- og høgskolerådet
grid.459157.b,Vestre Viken HF
grid.459161.e,Valdresmusea
grid.459166.9,ThinFilm
grid.459167.8,Zero Emission Gas Power
grid.459169.6,Marine Ecosystem Technologies
grid.459172.c,Zero Emission Energy
grid.459218.3,ZERO
grid.459229.1,RMC Saint-Jean
grid.459238.1,CFTU-DT
grid.459242.c,Science Park
grid.459247.9,Collège de l'Outaouais
grid.459252.d,CLS du Saguenay–Lac-Saint-Jean
grid.459263.f,Conservatoire de Lyon
grid.459274.9,Favoriser Linspiration et la Reconnaissance des Sciences et de la Technologie
grid.459283.1,CSSS de la Montagne
grid.459285.7,CSSS de la Vieille-Capitale
grid.459287.5,Musik-Akademie der Stadt Basel
grid.459297.4,Solutions Novika
grid.459299.a,The Clark
grid.459299.a,Sterling and Francine Clark Art Institute
grid.459302.9,Société de télédiffusion du Québec
grid.459308.3,B L Kapur Hospital
grid.459316.c,Zhongnanhai military hospital
grid.459316.c,Guangdong and Guangxi Church hospital
grid.459316.c,Hong Ji Hospital
grid.459321.8,Affiliated Eye Hospital of Shandong University of Traditional Chinese Medicine
grid.459326.f,Affiliated Hospital of Jianghan University
grid.459328.1,Affiliated Hospital of Jiangnan University
grid.459334.c,Anhui Business Vocational College
grid.459343.c,BCS Laboratories
grid.459344.b,Memorial Ankara Hastanesi
grid.459347.8,AZ Damiaan
grid.459350.e,National Technical Laboratories
grid.459351.f,Affiliated Yancheng Hospital of Southeast University Medical college
grid.459352.c,Ospedale Bolognini
grid.459353.d,Dalian Railway Hospital
grid.459359.7,Beijing Fengtai District Hospital
grid.459365.8,Beijing Hospital of TCM
grid.459369.4,Ospedale San Leonardo
grid.459371.d,Arab European University
grid.459375.9,Institute of Sharia and Islamic studies
grid.459386.5,Bakırköy Prof. Dr. Mazhar Osman Ruh Sağlığı ve Sinir Hastalıkları Eğitim Araştırma Hastanesi
grid.459386.5,Bakırköy Mazhar Osman Mental Health and Neurological Diseases Education and Research Hospital
grid.459388.b,Aleris-Hamlet Hospitaler
grid.459390.2,Ali Osman Sönmez Onkoloji Hastanesi
grid.459393.1,Centro Universitário FAG
grid.459396.4,Berufsgenossenschaftliches Unfallkrankenhaus Hamburg
grid.459403.f,B. R. Ambedkar Bihar University
grid.459409.5,Ritan Hospital
grid.459411.c,Chángshúlǐgōng Dàxué
grid.459411.c,Suzhou Teachers’ College
grid.459422.c,Coxa Hospital for Joint Replacement
grid.459422.c,Tekonivelsairaala Coxa
grid.459424.a,Fengtian Hospital of Shenyang Medical College
grid.459425.b,Freshwater Aquaculture Research and Training Centre
grid.459431.e,Príomh-Ospidéal Meabhar-Ghalar
grid.459441.9,Daelim College
grid.459444.c,D.J. Sanghvi
grid.459447.f,Visoka Sola Za Proizvodno Inzenirstvo
grid.459451.8,Chizhou College
grid.459459.0,"DLS-CSB, Benilde"
grid.459461.b,Horlivka Institute for Foreign Languages
grid.459463.9,Dutch Bank
grid.459480.4,Yanbian Hospital
grid.459487.3,ESI Hospital
grid.459489.d,Connecticut General Hospital for the Insane
grid.459492.7,Fulokoja
grid.459493.6,Epigenetix
grid.459501.c,F-star Biotechnology Ltd
grid.459512.e,First Maternity and Infant Hospital affiliated to Tongji University
grid.459518.4,Third Branch of Shandong Provincial Hospital
grid.459518.4,United Church of Christ Barco Gate Hospital
grid.459524.b,Foundation for Liberal and Management Education
grid.459532.c,ferry hospital
grid.459539.7,Centre intégré universitaire de la santé et des services sociaux de la Mauricie-et-du-Centre-du-Québec
grid.459545.c,Gifu Shiritsu Joshi Tanki Daigaku
grid.459546.f,GKNM Hospital
grid.459547.e,JNT University Anantapur
grid.459547.e,JNTU Anantapur
grid.459562.9,Hospital del Henares
grid.459566.d,Hándān xuéyuàn
grid.459579.3,Guangdong Province MCH
grid.459584.1,Guǎngxī shīfàn dàxué
grid.459592.6,IIT Patna
grid.459595.1,Guizhou Provincial Tumor Hospital
grid.459603.d,Vaxin
grid.459604.a,Intel Corporation
grid.459606.8,IIM Calcutta
grid.459608.6,Hospital de San Miguel de Belén
grid.459608.6,"Hospital Civil de Guadalajara ""Fray Antonio Alcalde"""
grid.459611.e,IIT Bhubaneswar
grid.459612.d,IIT Hyderabad
grid.459615.a,Islamia College Peshawar
grid.459620.c,Henan Province Huaihe hospital
grid.459622.e,Isotech
grid.459632.f,Yili Group
grid.459633.e,JA Aichi Koseiren
grid.459633.e,Gangnam Welfare Hospital
grid.459641.b,"Mic-Tech (Shanghai) Corp.,Ltd"
grid.459642.8,"Institute for Colorants, Paints and Coatings"
grid.459645.f,Jain Irrigation
grid.459648.2,Nihon Kōkū Denshi Kōgyō
grid.459649.3,Gulu Regional Referral Hospital
grid.459650.b,Hospital San Jaime
grid.459656.d,Institute for Scientific Research of Aerospace Monitoring
grid.459660.8,Hatano Red Cross hospital
grid.459661.9,Narita Red Cross Hospital
grid.459667.f,Lifeline Hospital
grid.459671.8,Renji Hospital
grid.459674.d,Jiangsu Provincial People's Armed Police Corps Hospital
grid.459678.1,Jiangsu Provincial People's Hospital Shengze Branch
grid.459680.6,Institut za Ratarstvo i Povrtarstvo
grid.459687.1,Frauenklinik
grid.459687.1,Olgäle
grid.459689.f,"Jinan City, MCH"
grid.459694.3,Link Campus - University of Malta
grid.459706.9,Lake-Sumter Community College
grid.459706.9,Lake-Sumter Junior College
grid.459721.c,Life science and Transfer Technology
grid.459723.e,Luohe City Health School
grid.459725.8,Kokilaben Dhirubhai Ambani Hospital & Medical Research Institute
grid.459726.b,Mari Gas Company Limited
grid.459727.a,Lèshān Shīfànxuéyuàn
grid.459727.a,Leshan Teacher's College
grid.459733.f,Kabushiki-gaisha Reberu Faibu
grid.459749.2,Mbarara Hospital
grid.459756.c,Erhvervsakademiet Lillebælt
grid.459764.d,Mehta Nursing Home
grid.459766.f,Huangtangjia Hospital
grid.459768.1,Melikşah Üniversitesi
grid.459787.0,Metin Sabancı Baltalimanı Kemik Hastalıkları Eğitim Ve Araştırma Hastanesi
grid.459790.6,Mevlana Üniversitesi
grid.459797.1,Nehru Gram Bharati Vishwavidyalaya
grid.459807.7,Ålesund Sjukehus
grid.459808.8,Shintokyo Hospital
grid.459816.7,Nantong University Teaching Hospital
grid.459817.6,"Oryza Oil & Fat Chemical Co., Ltd."
grid.459829.b,Azərbaycan Milli Aerokosmik Agentliyi
grid.459831.2,Sykehusapoteket
grid.459833.0,Ramada Hospital
grid.459841.5,Institut Kanser Negara
grid.459842.6,Nippon Medical University Musasi Kosugi Hospital
grid.459843.7,NU-sjukvården
grid.459847.3,"School of Mental Health, Peking University"
grid.459858.d,Australian College of Natural Medicine
grid.459866.0,RCSI-MUB
grid.459866.0,RCSI-Bahrain
grid.459866.0,Royal College of Surgeons in Ireland - Medical University of Bahrain
grid.459867.1,Seihin Hyōka Gijutsu Kiban Kikō
grid.459875.2,RPC Optolink
grid.459875.2,Research & Production Company
grid.459878.f,Niihama National College of Technology
grid.459880.8,"NIT, Toyama college"
grid.459880.8,Toyama Kōtōsenmongakkō
grid.459880.8,Toyama National College of Technology
grid.459893.a,Orchid Chemicals & Pharmaceuticals Limited
grid.459918.8,People's Hospital of Yuxi City
grid.459927.4,St.-Antonius-Hospital Eschweiler
grid.459935.7,Sir Michael Sobell House Hospice
grid.459941.4,Maricopa County Community College Dist
grid.459942.7,Western China Advanced Rare Metal Materials Co.
grid.459946.3,Shenzhen Wei light Biological Products Co.
grid.459954.0,Tailor-aid Inc
grid.459968.f,SDM College of Ayurveda
grid.459978.e,GosNIIAS
grid.459984.d,SPS Hospital
grid.459997.f,ha-Merkaz ha-Akademi Shalem
grid.460003.1,Tata Iron and Steel Company Limited
grid.460011.2,Taksim Alman Hastanesi
grid.460017.4,Shandong Communications College
grid.460022.2,Angang Steel Company Limited
grid.460030.1,Parken Privathospital
grid.460033.2,Dokuritsu Gyōsei Hōjin
grid.460033.2,Daigaku Nyushi Center
grid.460038.9,Wyższa Szkoła Fizjoterapii z siedzibą we Wrocławiu
grid.460040.6,Toppan Printing Co
grid.460043.5,Integrative Medicine Hospital of Nanchang
grid.460045.3,Orentreich Foundation
grid.460046.0,Heilongjiang University of Traditional Chinese Medical College Hospital
grid.460050.7,Tottori Prefectural Welfare Hospital
grid.460052.5,Yichang City Second People's Hospital
grid.460054.3,Towada Municipal Central Hospital
grid.460060.4,"Wuhan University, Tongren Hospita"
grid.460066.2,Xiaogan City Second People's Hospital
grid.460070.5,Tsuruga City College of Nursing
grid.460073.6,Tsuruoka National College of Technology
grid.460075.0,Liuzhou Workers Hospital
grid.460076.3,Udima
grid.460078.d,Ufimskaya Gosudarstvennaya Akademiya Ekonomiki i Servisa
grid.460080.a,Affiliated Central Hospital of Zhengzhou University
grid.460094.f,Azienda Ospedaliera Papa Giovanni XXIII
grid.460108.b,Tokyo Electron Laboratories
grid.460109.a,Tōkyō Gasu Kabushiki-gaisha
grid.460117.5,Beijing-Djemba Biotechnology Limited
grid.460119.b,Professionshøjskole
grid.460128.9,Xiamen Cigarette Factory
grid.460137.7,Sixth People's Hospital in Hangzhou
grid.460149.e,Shanghai Yangpu District Central Hospital
grid.460151.7,Wuhan Commercial Service College
grid.460157.1,Yeungjin Junior College
grid.460161.4,Lee's Pharm
grid.460164.1,Wuhan Yangtze Business University
grid.460178.c,Wuxi PharmaTech
grid.460198.2,Manitoba Institute of Child Health
grid.460205.5,Swedish Gas Technology Centre
grid.460216.7,Toxco Inc.
