grid_id,relationship_type,related_grid_id
grid.258269.2,Affiliated,grid.415976.8
grid.258333.c,Affiliated,grid.410788.2
grid.258333.c,Affiliated,grid.411988.d
grid.258405.e,Affiliated,grid.416836.e
grid.258509.3,Parent,grid.298187.d
grid.258622.9,Affiliated,grid.413111.7
grid.258676.8,Affiliated,grid.411120.7
grid.258676.8,Affiliated,grid.411122.5
grid.258769.7,Parent,grid.437102.3
grid.258799.8,Affiliated,grid.411217.0
grid.258803.4,Affiliated,grid.411235.0
grid.258894.a,Affiliated,grid.422958.0
grid.259030.d,Parent,grid.212340.6
grid.259136.a,Parent,grid.437102.3
grid.259178.0,Affiliated,grid.413720.3
grid.259234.b,Affiliated,grid.417069.d
grid.259234.b,Parent,grid.410428.b
grid.259411.a,Parent,grid.430043.0
grid.259614.d,Parent,grid.437102.3
grid.259768.7,Parent,grid.411362.3
grid.259828.c,Affiliated,grid.280644.c
grid.259828.c,Affiliated,grid.416044.3
grid.259828.c,Affiliated,grid.416226.5
grid.259870.1,Affiliated,grid.431308.d
grid.259906.1,Affiliated,grid.414848.5
grid.259906.1,Affiliated,grid.286844.4
grid.259956.4,Affiliated,grid.413057.4
grid.260023.5,Affiliated,grid.429274.e
grid.260023.5,Affiliated,grid.415427.1
grid.260024.2,Affiliated,grid.413330.6
grid.260024.2,Affiliated,grid.413334.2
grid.260024.2,Affiliated,grid.416777.4
grid.260026.0,Affiliated,grid.412075.5
grid.260049.9,Parent,grid.437102.3
grid.260053.2,Affiliated,grid.433546.3
grid.260055.4,Affiliated,grid.414886.7
grid.260128.f,Parent,grid.411035.2
grid.260198.4,Parent,grid.41891.35
grid.260198.4,Parent,grid.460394.c
grid.260433.0,Affiliated,grid.411885.1
grid.260463.5,Affiliated,grid.412604.5
grid.260463.5,Affiliated,grid.412455.3
grid.260483.b,Affiliated,grid.459816.7
grid.260539.b,Parent,grid.454196.b
grid.260770.4,Affiliated,grid.278247.c
grid.260770.4,Parent,grid.454196.b
grid.260911.d,Parent,grid.212340.6
grid.260914.8,Affiliated,grid.412034.0
grid.260914.8,Affiliated,grid.416350.5
grid.260914.8,Affiliated,grid.417280.8
grid.260917.b,Affiliated,grid.287625.c
grid.260917.b,Affiliated,grid.413451.6
grid.260917.b,Affiliated,grid.413189.6
grid.260917.b,Affiliated,grid.413321.6
grid.260917.b,Affiliated,grid.417317.7
grid.260917.b,Affiliated,grid.415895.4
grid.260917.b,Affiliated,grid.415455.4
grid.260917.b,Affiliated,grid.416590.f
grid.260917.b,Affiliated,grid.416977.a
grid.260917.b,Affiliated,grid.416571.0
grid.260917.b,Affiliated,grid.416582.c
grid.260917.b,Affiliated,grid.416588.6
grid.260917.b,Affiliated,grid.416744.4
grid.260917.b,Affiliated,grid.416971.c
grid.260917.b,Affiliated,grid.417052.5
grid.260917.b,Affiliated,grid.417280.8
grid.260917.b,Parent,grid.430773.4
grid.260969.2,Affiliated,grid.412178.9
grid.260975.f,Affiliated,grid.412181.f
grid.261037.1,Parent,grid.410711.2
grid.261038.e,Parent,grid.410711.2
grid.261055.5,Child,grid.452313.2
grid.261103.7,Affiliated,grid.413473.6
grid.261110.5,Affiliated,grid.413911.f
grid.261112.7,Affiliated,grid.454662.7
grid.261277.7,Affiliated,grid.414312.1
grid.261277.7,Affiliated,grid.427918.1
grid.261277.7,Affiliated,grid.417118.a
grid.261277.7,Affiliated,grid.417120.1
grid.261323.7,Parent,grid.431308.d
grid.261331.4,Affiliated,grid.413944.f
grid.261331.4,Affiliated,grid.240344.5
grid.261331.4,Affiliated,grid.430495.f
grid.261331.4,Affiliated,grid.412332.5
grid.261356.5,Affiliated,grid.415664.4
grid.261356.5,Affiliated,grid.412342.2
grid.261455.1,Affiliated,grid.416985.7
grid.261572.5,Affiliated,grid.415895.4
grid.261674.0,Affiliated,grid.413220.6
grid.261815.9,Parent,grid.29857.31
grid.261928.6,Parent,grid.410441.4
grid.262103.4,Parent,grid.264763.2
grid.262209.d,Parent,grid.411031.6
grid.262220.6,Parent,grid.411031.6
grid.262229.f,Affiliated,grid.412588.2
grid.262273.0,Parent,grid.212340.6
grid.262276.5,Parent,grid.212340.6
grid.262285.9,Affiliated,grid.413332.4
grid.262539.9,Affiliated,grid.413904.b
grid.262641.5,Affiliated,grid.413330.6
grid.262641.5,Affiliated,grid.413334.2
grid.262641.5,Affiliated,grid.417090.b
grid.262671.6,Affiliated,grid.411897.2
grid.262743.6,Affiliated,grid.240684.c
grid.262863.b,Affiliated,grid.287625.c
grid.262863.b,Affiliated,grid.189747.4
grid.262962.b,Affiliated,grid.413397.b
grid.262962.b,Affiliated,grid.412359.8
grid.263037.3,Parent,grid.410443.6
grid.263081.e,Parent,grid.253552.6
grid.263091.f,Parent,grid.253552.6
grid.263379.a,Affiliated,grid.414975.a
grid.263379.a,Affiliated,grid.414997.6
grid.263451.7,Affiliated,grid.411917.b
grid.263451.7,Affiliated,grid.412614.4
grid.263451.7,Affiliated,grid.411679.c
grid.263518.b,Affiliated,grid.412568.c
grid.263520.0,Parent,grid.437102.3
grid.263708.8,Affiliated,grid.264978.6
grid.263717.6,Parent,grid.437102.3
grid.263759.c,Parent,grid.253552.6
grid.263761.7,Affiliated,grid.452253.7
grid.263761.7,Affiliated,grid.429222.d
grid.263761.7,Affiliated,grid.452255.1
grid.263761.7,Affiliated,grid.459885.d
grid.263761.7,Affiliated,grid.452666.5
grid.263761.7,Affiliated,grid.460159.f
grid.263826.b,Affiliated,grid.452675.7
grid.263826.b,Affiliated,grid.452290.8
grid.263848.3,Parent,grid.421474.0
grid.263856.c,Affiliated,grid.433546.3
grid.263856.c,Parent,grid.411026.0
grid.263857.d,Parent,grid.411026.0
grid.263872.a,Parent,grid.298187.d
grid.263880.7,Parent,grid.411032.5
grid.263883.4,Parent,grid.411032.5
grid.263884.3,Parent,grid.411032.5
grid.263934.9,Affiliated,grid.252535.6
grid.264041.5,Affiliated,grid.410394.b
grid.264200.2,Affiliated,grid.411616.5
grid.264200.2,Affiliated,grid.416404.3
grid.264200.2,Affiliated,grid.416557.4
grid.264200.2,Parent,grid.4464.2
grid.264245.3,Child,grid.255948.7
grid.264245.3,Child,grid.255951.f
grid.264245.3,Child,grid.255962.f
grid.264245.3,Child,grid.65456.34
grid.264245.3,Child,grid.255986.5
grid.264245.3,Child,grid.422569.e
grid.264245.3,Child,grid.170430.1
grid.264245.3,Child,grid.15276.37
grid.264245.3,Child,grid.266865.9
grid.264245.3,Child,grid.170693.a
grid.264245.3,Child,grid.267436.2
grid.264257.0,Parent,grid.189747.4
grid.264260.4,Parent,grid.189747.4
grid.264262.6,Parent,grid.189747.4
grid.264266.2,Parent,grid.189747.4
grid.264268.c,Parent,grid.189747.4
grid.264269.d,Parent,grid.189747.4
grid.264270.5,Parent,grid.189747.4
grid.264271.4,Parent,grid.189747.4
grid.264272.7,Parent,grid.189747.4
grid.264273.6,Parent,grid.189747.4
grid.264274.1,Parent,grid.189747.4
grid.264275.0,Parent,grid.189747.4
grid.264276.3,Parent,grid.189747.4
grid.264381.a,Affiliated,grid.415735.1
grid.264381.a,Affiliated,grid.414964.a
grid.264484.8,Affiliated,grid.416771.2
grid.264601.7,Parent,grid.264763.2
grid.264706.1,Affiliated,grid.412406.5
grid.264706.1,Affiliated,grid.412305.1
grid.264727.2,Affiliated,grid.416364.2
grid.264727.2,Affiliated,grid.412530.1
grid.264727.2,Affiliated,grid.412374.7
grid.264727.2,Affiliated,grid.417047.1
grid.264755.7,Parent,grid.264763.2
grid.264756.4,Affiliated,grid.414303.1
grid.264756.4,Affiliated,grid.411588.1
grid.264756.4,Affiliated,grid.413775.3
grid.264756.4,Affiliated,grid.412392.f
grid.264756.4,Affiliated,grid.416986.4
grid.264756.4,Affiliated,grid.240145.6
grid.264756.4,Parent,grid.264763.2
grid.264756.4,Child,grid.412408.b
grid.264758.a,Parent,grid.264763.2
grid.264759.b,Parent,grid.264763.2
grid.264760.1,Parent,grid.264763.2
grid.264762.3,Parent,grid.264763.2
grid.264763.2,Child,grid.262103.4
grid.264763.2,Child,grid.264601.7
grid.264763.2,Child,grid.418866.5
grid.264763.2,Child,grid.264755.7
grid.264763.2,Child,grid.264756.4
grid.264763.2,Child,grid.264764.5
grid.264763.2,Child,grid.264758.a
grid.264763.2,Child,grid.264759.b
grid.264763.2,Child,grid.264760.1
grid.264763.2,Child,grid.264762.3
grid.264763.2,Child,grid.268149.0
grid.264764.5,Parent,grid.264763.2
grid.264766.7,Affiliated,grid.422201.7
grid.264784.b,Parent,grid.427431.7
grid.264797.9,Affiliated,grid.422201.7
grid.264889.9,Affiliated,grid.414377.2
grid.264978.6,Affiliated,grid.263708.8
grid.264981.0,Parent,grid.55460.32
grid.265008.9,Affiliated,grid.413212.7
grid.265008.9,Affiliated,grid.239281.3
grid.265008.9,Affiliated,grid.414668.9
grid.265008.9,Affiliated,grid.440228.8
grid.265008.9,Affiliated,grid.461227.4
grid.265008.9,Affiliated,grid.412726.4
grid.265008.9,Affiliated,grid.417124.5
grid.265021.2,Affiliated,grid.412648.d
grid.265021.2,Affiliated,grid.412729.b
grid.265021.2,Affiliated,grid.412645.0
grid.265050.4,Affiliated,grid.452874.8
grid.265061.6,Affiliated,grid.412767.1
grid.265061.6,Affiliated,grid.412768.e
grid.265073.5,Affiliated,grid.412781.9
grid.265107.7,Affiliated,grid.412799.0
grid.265122.0,Parent,grid.410443.6
grid.265219.b,Affiliated,grid.414354.3
grid.265219.b,Affiliated,grid.417320.3
grid.265219.b,Affiliated,grid.415775.5
grid.265219.b,Affiliated,grid.412823.e
grid.265436.0,Affiliated,grid.414637.3
grid.265436.0,Affiliated,grid.413434.5
grid.265436.0,Affiliated,grid.413661.7
grid.265436.0,Affiliated,grid.416237.5
grid.265436.0,Affiliated,grid.416348.c
grid.265436.0,Affiliated,grid.415889.9
grid.265436.0,Affiliated,grid.415890.1
grid.265436.0,Affiliated,grid.416545.7
grid.265436.0,Affiliated,grid.416381.9
grid.265436.0,Affiliated,grid.417301.0
grid.265436.0,Affiliated,grid.416926.e
grid.265436.0,Affiliated,grid.430578.d
grid.265436.0,Affiliated,grid.417097.c
grid.265436.0,Affiliated,grid.417180.b
grid.265457.7,Parent,grid.453002.0
grid.265544.4,Parent,grid.410624.5
grid.265695.b,Affiliated,grid.418084.1
grid.265695.b,Child,grid.422889.d
grid.265695.b,Child,grid.38678.32
grid.265695.b,Child,grid.265704.2
grid.265695.b,Child,grid.265705.3
grid.265695.b,Child,grid.265696.8
grid.265695.b,Child,grid.459234.d
grid.265696.8,Parent,grid.265695.b
grid.265704.2,Parent,grid.265695.b
grid.265705.3,Parent,grid.265695.b
grid.265881.0,Affiliated,grid.413473.6
grid.265881.0,Affiliated,grid.413482.8
grid.265886.7,Child,grid.265892.2
grid.265886.7,Child,grid.265893.3
grid.265886.7,Child,grid.411015.0
grid.265892.2,Affiliated,grid.413963.a
grid.265892.2,Affiliated,grid.413019.e
grid.265892.2,Parent,grid.265886.7
grid.265893.3,Parent,grid.265886.7
grid.265894.4,Parent,grid.175455.7
grid.265896.6,Parent,grid.175455.7
grid.265951.c,Parent,grid.194632.b
grid.265960.e,Affiliated,grid.239305.e
grid.265960.e,Affiliated,grid.416947.9
grid.265960.e,Parent,grid.194632.b
grid.265961.f,Parent,grid.194632.b
grid.265963.d,Parent,grid.194632.b
grid.265990.1,Parent,grid.410443.6
grid.266093.8,Affiliated,grid.414320.0
grid.266093.8,Affiliated,grid.414164.2
grid.266093.8,Affiliated,grid.415111.1
grid.266093.8,Affiliated,grid.417319.9
grid.266093.8,Affiliated,grid.413720.3
grid.266093.8,Parent,grid.30389.31
grid.266096.d,Parent,grid.30389.31
grid.266097.c,Parent,grid.30389.31
grid.266100.3,Affiliated,grid.286440.c
grid.266100.3,Affiliated,grid.250671.7
grid.266100.3,Affiliated,grid.66951.3d
grid.266100.3,Affiliated,grid.214007.0
grid.266100.3,Affiliated,grid.413086.8
grid.266100.3,Affiliated,grid.410371.0
grid.266100.3,Parent,grid.30389.31
grid.266102.1,Affiliated,grid.461323.1
grid.266102.1,Affiliated,grid.414129.b
grid.266102.1,Affiliated,grid.416732.5
grid.266102.1,Affiliated,grid.410372.3
grid.266102.1,Affiliated,grid.414016.6
grid.266102.1,Affiliated,grid.413077.6
grid.266102.1,Parent,grid.30389.31
grid.266102.1,Child,grid.280428.4
grid.266185.e,Child,grid.430503.1
grid.266185.e,Child,grid.266190.a
grid.266185.e,Child,grid.266186.d
grid.266185.e,Child,grid.241116.1
grid.266186.d,Parent,grid.266185.e
grid.266190.a,Affiliated,grid.413957.d
grid.266190.a,Affiliated,grid.428508.3
grid.266190.a,Affiliated,grid.414922.8
grid.266190.a,Affiliated,grid.412066.7
grid.266190.a,Affiliated,grid.240341.0
grid.266190.a,Affiliated,grid.296797.4
grid.266190.a,Affiliated,grid.413085.b
grid.266190.a,Parent,grid.266185.e
grid.266309.8,Affiliated,grid.431308.d
grid.266426.2,Parent,grid.162346.4
grid.266436.3,Affiliated,grid.413775.3
grid.266436.3,Parent,grid.187082.4
grid.266464.4,Parent,grid.411030.7
grid.266471.0,Affiliated,grid.411570.6
grid.266515.3,Affiliated,grid.239559.1
grid.266515.3,Affiliated,grid.414313.0
grid.266515.3,Affiliated,grid.413849.3
grid.266515.3,Affiliated,grid.412993.4
grid.266515.3,Affiliated,grid.412016.0
grid.266539.d,Affiliated,grid.413837.a
grid.266539.d,Affiliated,grid.415849.5
grid.266539.d,Affiliated,grid.412999.e
grid.266623.5,Affiliated,grid.413902.d
grid.266623.5,Affiliated,grid.413750.4
grid.266648.8,Parent,grid.411025.3
grid.266650.1,Parent,grid.411025.3
grid.266651.0,Parent,grid.411025.3
grid.266673.0,Parent,grid.410443.6
grid.266678.b,Parent,grid.410443.6
grid.266683.f,Affiliated,grid.457570.4
grid.266683.f,Parent,grid.266684.8
grid.266684.8,Child,grid.447123.7
grid.266684.8,Child,grid.266683.f
grid.266684.8,Child,grid.266685.9
grid.266684.8,Child,grid.266686.a
grid.266684.8,Child,grid.225262.3
grid.266684.8,Child,grid.168645.8
grid.266685.9,Parent,grid.266684.8
grid.266686.a,Parent,grid.266684.8
grid.266744.5,Parent,grid.437349.e
grid.266746.7,Parent,grid.437349.e
grid.266756.6,Affiliated,grid.239559.1
grid.266756.6,Affiliated,grid.413849.3
grid.266756.6,Affiliated,grid.417315.5
grid.266757.7,Parent,grid.411035.2
grid.266813.8,Affiliated,grid.414033.1
grid.266813.8,Affiliated,grid.461471.1
grid.266813.8,Affiliated,grid.266815.e
grid.266814.f,Parent,grid.410442.7
grid.266815.e,Affiliated,grid.414583.f
grid.266815.e,Affiliated,grid.414033.1
grid.266815.e,Affiliated,grid.415445.5
grid.266815.e,Affiliated,grid.429696.6
grid.266815.e,Affiliated,grid.413785.c
grid.266815.e,Affiliated,grid.266813.8
grid.266815.e,Parent,grid.410442.7
grid.266820.8,Affiliated,grid.416505.3
grid.266826.e,Affiliated,grid.414376.3
grid.266832.b,Affiliated,grid.413580.b
grid.266832.b,Affiliated,grid.413052.1
grid.266842.c,Affiliated,grid.414724.0
grid.266856.9,Parent,grid.410711.2
grid.266859.6,Parent,grid.410711.2
grid.266860.c,Parent,grid.410711.2
grid.266861.d,Parent,grid.410711.2
grid.266865.9,Parent,grid.264245.3
grid.266871.c,Affiliated,grid.422201.7
grid.266871.c,Parent,grid.411020.6
grid.266871.c,Child,grid.414730.5
grid.266886.4,Affiliated,grid.460679.a
grid.266886.4,Affiliated,grid.460702.7
grid.266886.4,Affiliated,grid.3521.5
grid.266900.b,Affiliated,grid.413864.c
grid.266900.b,Affiliated,grid.266902.9
grid.266900.b,Affiliated,grid.412675.3
grid.266902.9,Affiliated,grid.266900.b
grid.267033.3,Child,grid.412177.6
grid.267033.3,Child,grid.267039.9
grid.267033.3,Child,grid.267042.5
grid.267033.3,Child,grid.267043.4
grid.267033.3,Child,grid.267044.3
grid.267033.3,Child,grid.280412.d
grid.267033.3,Child,grid.267034.4
grid.267034.4,Parent,grid.267033.3
grid.267039.9,Parent,grid.267033.3
grid.267042.5,Parent,grid.267033.3
grid.267043.4,Parent,grid.267033.3
grid.267044.3,Parent,grid.267033.3
grid.267153.4,Affiliated,grid.412805.a
grid.267160.4,Parent,grid.411021.7
grid.267161.5,Parent,grid.411021.7
grid.267167.3,Parent,grid.411021.7
grid.267169.d,Affiliated,grid.415682.c
grid.267169.d,Affiliated,grid.240723.0
grid.267189.3,Affiliated,grid.240160.1
grid.267189.3,Parent,grid.411025.3
grid.267193.8,Affiliated,grid.414961.f
grid.267193.8,Affiliated,grid.413812.d
grid.267207.6,Affiliated,grid.410394.b
grid.267301.1,Affiliated,grid.413847.d
grid.267301.1,Parent,grid.267305.5
grid.267304.4,Parent,grid.267305.5
grid.267305.5,Child,grid.267301.1
grid.267305.5,Child,grid.411461.7
grid.267305.5,Child,grid.267304.4
grid.267307.7,Parent,grid.55460.32
grid.267308.8,Affiliated,grid.461415.3
grid.267308.8,Affiliated,grid.414053.7
grid.267308.8,Affiliated,grid.416986.4
grid.267309.9,Affiliated,grid.414059.d
grid.267309.9,Affiliated,grid.416653.3
grid.267309.9,Parent,grid.55460.32
grid.267310.1,Parent,grid.55460.32
grid.267313.2,Affiliated,grid.414196.f
grid.267313.2,Affiliated,grid.417170.4
grid.267313.2,Affiliated,grid.422201.7
grid.267315.4,Affiliated,grid.422201.7
grid.267323.1,Parent,grid.55460.32
grid.267324.6,Affiliated,grid.443923.b
grid.267324.6,Affiliated,grid.285945.7
grid.267324.6,Parent,grid.55460.32
grid.267328.a,Parent,grid.55460.32
grid.267335.6,Affiliated,grid.412772.5
grid.267337.4,Affiliated,grid.415391.b
grid.267337.4,Affiliated,grid.411726.7
grid.267362.4,Affiliated,grid.1623.6
grid.267362.4,Affiliated,grid.443926.e
grid.267370.7,Affiliated,grid.412830.c
grid.267436.2,Parent,grid.264245.3
grid.267437.3,Parent,grid.298187.d
grid.267460.1,Parent,grid.28803.31
grid.267461.0,Parent,grid.28803.31
grid.267462.3,Affiliated,grid.413464.0
grid.267462.3,Parent,grid.28803.31
grid.267468.9,Affiliated,grid.412647.2
grid.267468.9,Parent,grid.28803.31
grid.267474.4,Parent,grid.28803.31
grid.267475.5,Parent,grid.28803.31
grid.267476.6,Parent,grid.28803.31
grid.267478.8,Parent,grid.28803.31
grid.267479.9,Parent,grid.28803.31
grid.267480.f,Parent,grid.28803.31
grid.267481.e,Parent,grid.28803.31
grid.267483.c,Parent,grid.28803.31
grid.267484.b,Parent,grid.28803.31
grid.267487.8,Parent,grid.28803.31
grid.267487.8,Child,grid.447699.1
grid.267487.8,Child,grid.447698.0
grid.267487.8,Child,grid.447697.f
grid.267487.8,Child,grid.447696.e
grid.267487.8,Child,grid.447694.c
grid.267487.8,Child,grid.447693.b
grid.267487.8,Child,grid.447692.a
grid.267487.8,Child,grid.447691.9
grid.267487.8,Child,grid.431523.2
grid.267487.8,Child,grid.447687.e
grid.267487.8,Child,grid.447684.d
grid.267487.8,Child,grid.447682.b
grid.267625.2,Affiliated,grid.412961.9
grid.268099.c,Affiliated,grid.414701.7
grid.268099.c,Affiliated,grid.414906.e
grid.268099.c,Affiliated,grid.417384.d
grid.268099.c,Affiliated,grid.415446.6
grid.268132.c,Parent,grid.437102.3
grid.268149.0,Affiliated,grid.413911.f
grid.268149.0,Parent,grid.264763.2
grid.268154.c,Affiliated,grid.461319.8
grid.268154.c,Affiliated,grid.413829.5
grid.268154.c,Affiliated,grid.412950.b
grid.268154.c,Affiliated,grid.441245.2
grid.268170.a,Parent,grid.410711.2
grid.268187.2,Affiliated,grid.414632.6
grid.268187.2,Affiliated,grid.430904.a
grid.268294.3,Parent,grid.410711.2
grid.268295.2,Affiliated,grid.281603.e
grid.268333.f,Affiliated,grid.413903.c
grid.268394.2,Affiliated,grid.413006.0
grid.268397.1,Affiliated,grid.413010.7
grid.268415.c,Affiliated,grid.452743.3
grid.268433.8,Affiliated,grid.414634.0
grid.268433.8,Affiliated,grid.414636.2
grid.268433.8,Affiliated,grid.240283.f
grid.268433.8,Affiliated,grid.447671.7
grid.268441.d,Affiliated,grid.413045.7
grid.268456.b,Parent,grid.212340.6
grid.268802.6,Parent,grid.14105.31
grid.268922.5,Parent,grid.14105.31
grid.269014.8,Child,grid.412925.9
grid.269014.8,Child,grid.412934.9
grid.269014.8,Child,grid.419248.2
grid.269014.8,Child,grid.454371.0
grid.269014.8,Child,grid.454375.4
grid.269014.8,Child,grid.454372.3
grid.269741.f,Child,grid.439645.9
grid.269741.f,Child,grid.454376.7
grid.269741.f,Child,grid.415970.e
grid.270474.2,Child,grid.439667.9
grid.270474.2,Child,grid.415149.c
grid.270474.2,Child,grid.415545.4
grid.270474.2,Child,grid.417122.3
grid.270680.b,Child,grid.434609.c
grid.270680.b,Child,grid.455279.8
grid.270913.e,Parent,grid.448317.d
grid.270913.e,Parent,grid.431335.3
grid.271308.f,Parent,grid.57981.32
grid.271308.f,Child,grid.58949.39
grid.271337.3,Parent,grid.451254.3
grid.273109.e,Child,grid.419436.d
grid.273109.e,Child,grid.416025.4
grid.273206.2,Parent,grid.416477.7
grid.273206.2,Parent,grid.416494.a
grid.273206.2,Child,grid.415338.8
grid.273206.2,Child,grid.428847.5
grid.273206.2,Child,grid.440243.5
grid.273271.2,Affiliated,grid.40263.33
grid.273335.3,Affiliated,grid.413119.f
grid.273335.3,Affiliated,grid.414557.6
grid.273335.3,Affiliated,grid.249447.8
grid.273335.3,Affiliated,grid.414916.f
grid.273335.3,Affiliated,grid.415663.3
grid.273335.3,Affiliated,grid.240614.5
grid.273335.3,Affiliated,grid.416019.b
grid.273335.3,Affiliated,grid.416805.e
grid.273335.3,Affiliated,grid.413993.5
grid.273335.3,Parent,grid.189747.4
grid.274058.c,Parent,grid.410377.6
grid.274295.f,Parent,grid.239186.7
grid.274841.c,Affiliated,grid.415532.4
grid.274841.c,Affiliated,grid.411152.2
grid.275559.9,Affiliated,grid.9613.d
grid.275752.0,Parent,grid.451487.b
grid.275752.0,Child,grid.299916.c
grid.277151.7,Affiliated,grid.11024.36
grid.277151.7,Affiliated,grid.4817.a
grid.277313.3,Affiliated,grid.63054.34
grid.278247.c,Affiliated,grid.260770.4
grid.278276.e,Affiliated,grid.415887.7
grid.279863.1,Affiliated,grid.64337.35
grid.279863.1,Parent,grid.410428.b
grid.279885.9,Parent,grid.94365.3d
grid.280030.9,Parent,grid.94365.3d
grid.280030.9,Parent,grid.27235.31
grid.280062.e,Child,grid.414876.8
grid.280062.e,Child,grid.414886.7
grid.280062.e,Child,grid.414855.9
grid.280128.1,Parent,grid.94365.3d
grid.280285.5,Parent,grid.94365.3d
grid.280285.5,Child,grid.419234.9
grid.280347.a,Parent,grid.94365.3d
grid.280412.d,Parent,grid.267033.3
grid.280418.7,Affiliated,grid.415301.2
grid.280418.7,Parent,grid.411026.0
grid.280428.4,Parent,grid.266102.1
grid.280472.b,Parent,grid.417119.b
grid.280535.9,Affiliated,grid.16753.36
grid.280536.a,Parent,grid.422198.4
grid.280571.9,Affiliated,grid.170205.1
grid.280635.a,Child,grid.239844.0
grid.280635.a,Child,grid.411409.9
grid.280635.a,Child,grid.429879.9
grid.280635.a,Child,grid.415702.5
grid.280644.c,Affiliated,grid.259828.c
grid.280644.c,Parent,grid.239186.7
grid.280655.c,Parent,grid.94365.3d
grid.280655.c,Parent,grid.27235.31
grid.280664.e,Parent,grid.94365.3d
grid.280673.8,Parent,grid.417046.0
grid.280682.6,Parent,grid.239186.7
grid.280711.d,Parent,grid.417125.4
grid.280711.d,Parent,grid.239186.7
grid.280738.6,Parent,grid.94365.3d
grid.280747.e,Affiliated,grid.168010.e
grid.280747.e,Parent,grid.239186.7
grid.280776.c,Child,grid.415341.6
grid.280776.c,Child,grid.415344.3
grid.280777.d,Parent,grid.47100.32
grid.280785.0,Parent,grid.94365.3d
grid.280807.5,Parent,grid.239186.7
grid.280807.5,Child,grid.413886.0
grid.280808.a,Parent,grid.239186.7
grid.280828.8,Affiliated,grid.411377.7
grid.280828.8,Affiliated,grid.257413.6
grid.280828.8,Parent,grid.239186.7
grid.280871.4,Affiliated,grid.59734.3c
grid.280871.4,Parent,grid.425214.4
grid.280878.d,Parent,grid.238477.d
grid.280881.b,Affiliated,grid.417816.d
grid.280892.9,Affiliated,grid.16753.36
grid.280892.9,Affiliated,grid.185648.6
grid.280892.9,Parent,grid.239186.7
grid.280893.8,Affiliated,grid.164971.c
grid.280893.8,Affiliated,grid.185648.6
grid.280893.8,Parent,grid.239186.7
grid.280930.0,Parent,grid.239186.7
grid.280934.4,Affiliated,grid.38142.3c
grid.280954.2,Parent,grid.455931.f
grid.281036.e,Affiliated,grid.62813.3e
grid.281037.f,Child,grid.418190.5
grid.281044.b,Parent,grid.415286.c
grid.281075.9,Parent,grid.239186.7
grid.281076.a,Parent,grid.94365.3d
grid.281162.e,Affiliated,grid.429997.8
grid.281208.1,Parent,grid.239186.7
grid.281222.9,Parent,grid.185669.5
grid.281236.c,Affiliated,grid.21729.3f
grid.281236.c,Parent,grid.427850.c
grid.281318.1,Affiliated,grid.40263.33
grid.281603.e,Affiliated,grid.36425.36
grid.281603.e,Affiliated,grid.268295.2
grid.281929.9,Parent,grid.410624.5
grid.282012.b,Affiliated,grid.411897.2
grid.282012.b,Affiliated,grid.411896.3
grid.282512.e,Child,grid.421350.1
grid.282776.e,Parent,grid.450072.4
grid.282852.7,Parent,grid.297878.b
grid.282968.f,Parent,grid.3575.4
grid.283061.e,Affiliated,grid.137628.9
grid.283061.e,Parent,grid.240324.3
grid.283529.7,Parent,grid.419971.3
grid.284594.6,Parent,grid.418019.5
grid.284723.8,Affiliated,grid.460171.5
grid.284723.8,Affiliated,grid.416466.7
grid.285847.4,Affiliated,grid.414902.a
grid.285847.4,Affiliated,grid.459918.8
grid.285847.4,Affiliated,grid.452826.f
grid.285945.7,Affiliated,grid.449768.0
grid.285945.7,Affiliated,grid.267324.6
grid.286440.c,Affiliated,grid.266100.3
grid.286844.4,Affiliated,grid.259906.1
grid.287625.c,Affiliated,grid.260917.b
grid.287625.c,Affiliated,grid.137628.9
grid.287625.c,Affiliated,grid.262863.b
grid.288434.1,Parent,grid.419722.b
grid.289247.2,Affiliated,grid.411228.c
grid.289247.2,Affiliated,grid.411231.4
grid.289255.1,Parent,grid.187082.4
grid.291951.7,Parent,grid.410443.6
grid.292517.a,Affiliated,grid.1121.3
grid.293641.b,Child,grid.453081.b
grid.293641.b,Child,grid.410431.3
grid.296797.4,Affiliated,grid.266190.a
grid.297878.b,Child,grid.282852.7
grid.297878.b,Child,grid.253613.0
grid.297878.b,Child,grid.451515.1
grid.298107.5,Parent,grid.239119.1
grid.298126.6,Parent,grid.162346.4
grid.298187.d,Child,grid.454525.7
grid.298187.d,Child,grid.254286.f
grid.298187.d,Child,grid.256036.4
grid.298187.d,Child,grid.434838.0
grid.298187.d,Child,grid.213917.f
grid.298187.d,Child,grid.410427.4
grid.298187.d,Child,grid.256302.0
grid.298187.d,Child,grid.256303.1
grid.298187.d,Child,grid.256304.6
grid.298187.d,Child,grid.258509.3
grid.298187.d,Child,grid.263872.a
grid.298187.d,Child,grid.412232.4
grid.298187.d,Child,grid.267437.3
grid.298254.0,Parent,grid.434172.7
grid.298261.6,Child,grid.454653.5
grid.299916.c,Parent,grid.275752.0
grid.300244.1,Parent,grid.455444.0
grid.300433.7,Parent,grid.30389.31
grid.301713.7,Parent,grid.14105.31
grid.301713.7,Parent,grid.8756.c
grid.410300.6,Child,grid.423488.1
grid.410300.6,Child,grid.419364.d
grid.410300.6,Child,grid.426545.4
grid.410300.6,Child,grid.429137.a
grid.410300.6,Child,grid.425294.c
