grid_id,relationship_type,related_grid_id
grid.414993.2,Affiliated,grid.14709.3b
grid.414997.6,Affiliated,grid.430387.b
grid.414997.6,Affiliated,grid.263379.a
grid.414998.9,Affiliated,grid.26790.3a
grid.415003.3,Affiliated,grid.412019.f
grid.415005.5,Parent,grid.439224.a
grid.415013.2,Affiliated,grid.410445.0
grid.415020.2,Affiliated,grid.410804.9
grid.415022.0,Affiliated,grid.255364.3
grid.415028.a,Parent,grid.413454.3
grid.415034.7,Parent,grid.14105.31
grid.415036.5,Parent,grid.14105.31
grid.415038.b,Parent,grid.14105.31
grid.415041.5,Parent,grid.14105.31
grid.415042.6,Parent,grid.14105.31
grid.415046.2,Affiliated,grid.5254.6
grid.415050.5,Affiliated,grid.1006.7
grid.415050.5,Parent,grid.420004.2
grid.415051.4,Affiliated,grid.1012.2
grid.415052.7,Parent,grid.14105.31
grid.415055.0,Parent,grid.14105.31
grid.415056.3,Parent,grid.14105.31
grid.415059.c,Affiliated,grid.5337.2
grid.415059.c,Affiliated,grid.6518.a
grid.415059.c,Parent,grid.418484.5
grid.415066.0,Affiliated,grid.411639.8
grid.415068.e,Parent,grid.14105.31
grid.415072.5,Affiliated,grid.429382.6
grid.415076.1,Affiliated,grid.11205.37
grid.415078.f,Parent,grid.440194.c
grid.415084.c,Affiliated,grid.4991.5
grid.415084.c,Parent,grid.11485.39
grid.415084.c,Parent,grid.14105.31
grid.415087.f,Parent,grid.14105.31
grid.415088.0,Parent,grid.14105.31
grid.415089.1,Affiliated,grid.429382.6
grid.415099.0,Parent,grid.412940.a
grid.415100.1,Affiliated,grid.30760.32
grid.415105.4,Affiliated,grid.410318.f
grid.415106.7,Affiliated,grid.440887.7
grid.415109.8,Parent,grid.416698.4
grid.415111.1,Affiliated,grid.266093.8
grid.415122.1,Affiliated,grid.429997.8
grid.415125.6,Parent,grid.412919.6
grid.415128.b,Parent,grid.460983.0
grid.415144.1,Parent,grid.416698.4
grid.415149.c,Parent,grid.270474.2
grid.415163.4,Parent,grid.450563.1
grid.415166.1,Parent,grid.429044.f
grid.415169.e,Affiliated,grid.412344.4
grid.415172.4,Affiliated,grid.5337.2
grid.415172.4,Parent,grid.410421.2
grid.415174.2,Affiliated,grid.5337.2
grid.415174.2,Parent,grid.410421.2
grid.415175.3,Affiliated,grid.5337.2
grid.415175.3,Parent,grid.410421.2
grid.415176.0,Parent,grid.425665.6
grid.415178.e,Affiliated,grid.223827.e
grid.415181.8,Affiliated,grid.19006.3e
grid.415182.b,Affiliated,grid.168010.e
grid.415182.b,Parent,grid.421884.3
grid.415193.b,Affiliated,grid.1005.4
grid.415195.d,Affiliated,grid.429997.8
grid.415197.f,Affiliated,grid.10784.3a
grid.415204.6,Affiliated,grid.9027.c
grid.415216.5,Affiliated,grid.5491.9
grid.415216.5,Parent,grid.430506.4
grid.415227.7,Affiliated,grid.418789.b
grid.415228.8,Affiliated,grid.19006.3e
grid.415232.3,Child,grid.413163.2
grid.415232.3,Child,grid.415676.7
grid.415232.3,Child,grid.415235.4
grid.415235.4,Parent,grid.415232.3
grid.415239.8,Affiliated,grid.444359.b
grid.415246.0,Affiliated,grid.6572.6
grid.415246.0,Parent,grid.412916.9
grid.415249.f,Parent,grid.450563.1
grid.415250.7,Affiliated,grid.12136.37
grid.415251.6,Affiliated,grid.414601.6
grid.415251.6,Affiliated,grid.12082.39
grid.415251.6,Parent,grid.410725.5
grid.415254.3,Affiliated,grid.412149.b
grid.415259.e,Affiliated,grid.454082.f
grid.415264.0,Affiliated,grid.8756.c
grid.415281.b,Affiliated,grid.412253.3
grid.415282.8,Affiliated,grid.429158.3
grid.415285.f,Affiliated,grid.460852.d
grid.415286.c,Child,grid.427854.8
grid.415286.c,Child,grid.240531.1
grid.415286.c,Child,grid.416441.2
grid.415286.c,Child,grid.415337.7
grid.415286.c,Child,grid.281044.b
grid.415290.b,Affiliated,grid.254444.7
grid.415293.8,Affiliated,grid.16463.36
grid.415301.2,Affiliated,grid.280418.7
grid.415302.1,Affiliated,grid.8756.c
grid.415302.1,Parent,grid.413301.4
grid.415304.7,Parent,grid.429311.c
grid.415306.5,Parent,grid.437825.f
grid.415311.3,Affiliated,grid.411779.d
grid.415317.5,Parent,grid.429311.c
grid.415319.b,Affiliated,grid.47100.32
grid.415321.0,Affiliated,grid.412779.e
grid.415325.4,Affiliated,grid.1008.9
grid.415328.9,Affiliated,grid.412779.e
grid.415330.0,Affiliated,grid.1009.8
grid.415334.4,Affiliated,grid.253615.6
grid.415335.5,Affiliated,grid.414257.1
grid.415335.5,Affiliated,grid.1021.2
grid.415335.5,Affiliated,grid.1008.9
grid.415336.6,Affiliated,grid.56302.32
grid.415337.7,Parent,grid.415286.c
grid.415338.8,Parent,grid.273206.2
grid.415338.8,Parent,grid.416494.a
grid.415340.7,Affiliated,grid.12136.37
grid.415341.6,Parent,grid.280776.c
grid.415344.3,Parent,grid.280776.c
grid.415345.2,Affiliated,grid.189747.4
grid.415345.2,Parent,grid.422616.5
grid.415349.e,Affiliated,grid.418789.b
grid.415354.2,Affiliated,grid.410356.5
grid.415360.5,Parent,grid.429369.3
grid.415362.7,Affiliated,grid.15538.3a
grid.415362.7,Parent,grid.412933.e
grid.415376.2,Affiliated,grid.7039.d
grid.415378.c,Affiliated,grid.185648.6
grid.415391.b,Affiliated,grid.267337.4
grid.415391.b,Parent,grid.428209.5
grid.415395.f,Affiliated,grid.410786.c
grid.415396.c,Parent,grid.428158.2
grid.415399.3,Affiliated,grid.410786.c
grid.415402.6,Parent,grid.419722.b
grid.415406.2,Parent,grid.419722.b
grid.415408.c,Parent,grid.412440.7
grid.415408.c,Parent,grid.460983.0
grid.415415.0,Parent,grid.415967.8
grid.415427.1,Affiliated,grid.260023.5
grid.415433.4,Affiliated,grid.411377.7
grid.415433.4,Affiliated,grid.257413.6
grid.415433.4,Parent,grid.411569.e
grid.415436.1,Affiliated,grid.5386.8
grid.415440.0,Affiliated,grid.411304.3
grid.415445.5,Affiliated,grid.266815.e
grid.415446.6,Affiliated,grid.268099.c
grid.415450.1,Affiliated,grid.9829.a
grid.415455.4,Affiliated,grid.260917.b
grid.415467.5,Affiliated,grid.429997.8
grid.415468.a,Affiliated,grid.89957.3a
grid.415468.a,Affiliated,grid.410645.2
grid.415470.3,Affiliated,grid.5491.9
grid.415470.3,Parent,grid.418709.3
grid.415478.b,Affiliated,grid.6572.6
grid.415482.e,Parent,grid.452940.e
grid.415486.a,Affiliated,grid.65456.34
grid.415489.5,Affiliated,grid.8652.9
grid.415490.d,Affiliated,grid.6572.6
grid.415490.d,Parent,grid.412563.7
grid.415495.8,Parent,grid.416698.4
grid.415497.a,Affiliated,grid.17088.36
grid.415498.5,Affiliated,grid.423424.7
grid.415498.5,Child,grid.461409.e
grid.415502.7,Affiliated,grid.17063.33
grid.415503.6,Parent,grid.412924.8
grid.415504.1,Affiliated,grid.194645.b
grid.415506.3,Affiliated,grid.1006.7
grid.415509.c,Parent,grid.418546.a
grid.415514.0,Affiliated,grid.256872.c
grid.415514.0,Affiliated,grid.447579.c
grid.415514.0,Parent,grid.162346.4
grid.415518.c,Parent,grid.419820.6
grid.415519.d,Affiliated,grid.5335.0
grid.415519.d,Affiliated,grid.8273.e
grid.415522.5,Affiliated,grid.10049.3c
grid.415526.1,Affiliated,grid.17063.33
grid.415532.4,Affiliated,grid.274841.c
grid.415534.2,Affiliated,grid.9654.e
grid.415534.2,Parent,grid.413188.7
grid.415538.e,Parent,grid.416698.4
grid.415544.5,Affiliated,grid.460986.5
grid.415545.4,Parent,grid.270474.2
grid.415550.0,Affiliated,grid.194645.b
grid.415552.2,Affiliated,grid.452248.d
grid.415552.2,Affiliated,grid.413213.6
grid.415552.2,Affiliated,grid.413283.f
grid.415552.2,Affiliated,grid.414807.e
grid.415552.2,Affiliated,grid.460972.e
grid.415552.2,Affiliated,grid.413161.0
grid.415552.2,Child,grid.414132.1
grid.415562.1,Affiliated,grid.15444.30
grid.415562.1,Parent,grid.413046.4
grid.415563.0,Affiliated,grid.5846.f
grid.415564.7,Affiliated,grid.440486.a
grid.415571.3,Affiliated,grid.4305.2
grid.415571.3,Affiliated,grid.8756.c
grid.415575.7,Parent,grid.416698.4
grid.415578.a,Parent,grid.19096.37
grid.415579.b,Parent,grid.1649.a
grid.415586.b,Parent,grid.412941.b
grid.415588.5,Affiliated,grid.4868.2
grid.415588.5,Parent,grid.439436.f
grid.415592.e,Parent,grid.422616.5
grid.415593.f,Affiliated,grid.7489.2
grid.415593.f,Affiliated,grid.9619.7
grid.415594.8,Affiliated,grid.410445.0
grid.415596.a,Parent,grid.412689.0
grid.415598.4,Affiliated,grid.454381.f
grid.415598.4,Affiliated,grid.4563.4
grid.415598.4,Parent,grid.240404.6
grid.415606.0,Child,grid.413154.6
grid.415606.0,Child,grid.460037.6
grid.415607.1,Affiliated,grid.12136.37
grid.415611.6,Parent,grid.416698.4
grid.415613.4,Parent,grid.416698.4
grid.415614.3,Affiliated,grid.4912.e
grid.415622.6,Affiliated,grid.59056.3f
grid.415622.6,Parent,grid.418546.a
grid.415625.1,Affiliated,grid.16821.3c
grid.415625.1,Affiliated,grid.6240.0
grid.415626.2,Affiliated,grid.16821.3c
grid.415626.2,Affiliated,grid.6240.0
grid.415627.3,Parent,grid.410775.0
grid.415629.d,Affiliated,grid.67105.35
grid.415630.5,Affiliated,grid.16821.3c
grid.415630.5,Affiliated,grid.6240.0
grid.415635.0,Parent,grid.416698.4
grid.415640.2,Parent,grid.416698.4
grid.415643.1,Affiliated,grid.10223.32
grid.415646.4,Affiliated,grid.411705.6
grid.415647.5,Affiliated,grid.411141.0
grid.415651.2,Parent,grid.416698.4
grid.415654.7,Parent,grid.439378.2
grid.415661.1,Parent,grid.416698.4
grid.415663.3,Affiliated,grid.273335.3
grid.415664.4,Affiliated,grid.261356.5
grid.415664.4,Parent,grid.416698.4
grid.415665.5,Parent,grid.416759.8
grid.415667.7,Parent,grid.440185.c
grid.415676.7,Parent,grid.415232.3
grid.415681.f,Parent,grid.413429.9
grid.415682.c,Affiliated,grid.267169.d
grid.415682.c,Parent,grid.429266.d
grid.415688.6,Affiliated,grid.430387.b
grid.415689.7,Parent,grid.416698.4
grid.415690.f,Parent,grid.415693.c
grid.415692.d,Parent,grid.414080.9
grid.415693.c,Child,grid.415690.f
grid.415698.7,Child,grid.413898.f
grid.415698.7,Child,grid.452975.8
grid.415701.6,Parent,grid.413325.2
grid.415702.5,Affiliated,grid.42505.36
grid.415702.5,Parent,grid.280635.a
grid.415703.4,Child,grid.459430.f
grid.415703.4,Child,grid.416132.3
grid.415706.1,Affiliated,grid.419015.8
grid.415714.2,Parent,grid.412912.d
grid.415717.1,Parent,grid.37640.36
grid.415719.f,Affiliated,grid.7628.b
grid.415719.f,Affiliated,grid.4991.5
grid.415719.f,Parent,grid.410556.3
grid.415720.5,Parent,grid.412917.8
grid.415721.4,Affiliated,grid.5379.8
grid.415721.4,Parent,grid.412346.6
grid.415725.0,Child,grid.416646.7
grid.415731.5,Affiliated,grid.189504.1
grid.415731.5,Affiliated,grid.38142.3c
grid.415731.5,Affiliated,grid.429997.8
grid.415733.7,Affiliated,grid.411874.f
grid.415735.1,Affiliated,grid.264381.a
grid.415736.2,Affiliated,grid.166341.7
grid.415738.c,Child,grid.425116.5
grid.415740.3,Parent,grid.416698.4
grid.415742.1,Affiliated,grid.11956.3a
grid.415742.1,Affiliated,grid.7836.a
grid.415745.6,Child,grid.414754.7
grid.415745.6,Child,grid.414716.1
grid.415745.6,Child,grid.419167.c
grid.415745.6,Child,grid.419179.3
grid.415745.6,Child,grid.415771.1
grid.415745.6,Child,grid.452651.1
grid.415751.3,Affiliated,grid.5596.f
grid.415757.5,Affiliated,grid.415781.e
grid.415759.b,Child,grid.459841.5
grid.415762.3,Child,grid.419698.b
grid.415771.1,Parent,grid.415745.6
grid.415771.1,Child,grid.416850.e
grid.415775.5,Affiliated,grid.265219.b
grid.415779.9,Child,grid.419245.f
grid.415781.e,Affiliated,grid.415757.5
grid.415787.8,Parent,grid.419164.f
grid.415788.7,Parent,grid.454810.c
grid.415796.8,Parent,grid.19096.37
grid.415799.7,Parent,grid.19096.37
grid.415810.9,Parent,grid.416698.4
grid.415814.d,Child,grid.411874.f
grid.415814.d,Child,grid.412606.7
grid.415820.a,Child,grid.417726.1
grid.415820.a,Child,grid.419345.e
grid.415828.2,Child,grid.410797.c
grid.415828.2,Child,grid.410795.e
grid.415832.9,Affiliated,grid.24827.3b
grid.415833.8,Affiliated,grid.14709.3b
grid.415835.e,Affiliated,grid.5288.7
grid.415836.d,Child,grid.418963.1
grid.415838.3,Affiliated,grid.170693.a
grid.415839.2,Affiliated,grid.22098.31
grid.415841.d,Parent,grid.416698.4
grid.415847.b,Affiliated,grid.412745.1
grid.415847.b,Affiliated,grid.416448.b
grid.415849.5,Affiliated,grid.266539.d
grid.415850.d,Affiliated,grid.176731.5
grid.415854.9,Parent,grid.14105.31
grid.415856.b,Parent,grid.14105.31
grid.415865.b,Affiliated,grid.411377.7
grid.415867.9,Child,grid.240093.c
grid.415867.9,Child,grid.461393.a
grid.415868.6,Affiliated,grid.5292.c
grid.415869.7,Affiliated,grid.16821.3c
grid.415869.7,Affiliated,grid.6240.0
grid.415875.a,Child,grid.413625.7
grid.415875.a,Child,grid.416250.4
grid.415877.8,Parent,grid.4886.2
grid.415887.7,Affiliated,grid.278276.e
grid.415888.8,Parent,grid.430146.4
grid.415889.9,Affiliated,grid.265436.0
grid.415890.1,Affiliated,grid.265436.0
grid.415894.5,Affiliated,grid.429997.8
grid.415895.4,Affiliated,grid.413748.d
grid.415895.4,Affiliated,grid.260917.b
grid.415895.4,Affiliated,grid.261572.5
grid.415895.4,Parent,grid.416477.7
grid.415895.4,Parent,grid.416494.a
grid.415900.9,Parent,grid.460983.0
grid.415902.b,Affiliated,grid.10698.36
grid.415905.c,Affiliated,grid.12136.37
grid.415907.e,Parent,grid.427669.8
grid.415910.8,Affiliated,grid.5379.8
grid.415910.8,Parent,grid.411037.0
grid.415913.b,Parent,grid.420434.5
grid.415914.c,Parent,grid.412921.d
grid.415916.e,Affiliated,grid.11835.3e
grid.415916.e,Parent,grid.31410.37
grid.415918.0,Affiliated,grid.7445.2
grid.415918.0,Parent,grid.439803.5
grid.415918.0,Parent,grid.420080.e
grid.415920.b,Affiliated,grid.8241.f
grid.415922.9,Affiliated,grid.254567.7
grid.415924.f,Child,grid.413964.d
grid.415931.b,Child,grid.430225.2
grid.415932.8,Parent,grid.413429.9
grid.415933.9,Affiliated,grid.5386.8
grid.415933.9,Parent,grid.422616.5
grid.415936.c,Parent,grid.429581.3
grid.415939.3,Parent,grid.416686.b
grid.415947.a,Affiliated,grid.4827.9
grid.415947.a,Parent,grid.419728.1
grid.415952.e,Parent,grid.414521.7
grid.415953.f,Affiliated,grid.5846.f
grid.415953.f,Parent,grid.439624.e
grid.415967.8,Child,grid.413818.7
grid.415967.8,Child,grid.418161.b
grid.415967.8,Child,grid.454370.1
grid.415967.8,Child,grid.415415.0
grid.415967.8,Child,grid.443984.6
grid.415968.7,Parent,grid.413031.4
grid.415970.e,Affiliated,grid.454376.7
grid.415970.e,Affiliated,grid.10025.36
grid.415970.e,Parent,grid.269741.f
grid.415971.f,Parent,grid.14105.31
grid.415976.8,Affiliated,grid.258269.2
grid.415981.0,Parent,grid.430016.0
grid.415985.4,Affiliated,grid.411818.5
grid.415992.2,Affiliated,grid.4425.7
grid.415992.2,Affiliated,grid.10025.36
grid.415992.2,Parent,grid.437500.5
grid.415994.4,Affiliated,grid.410692.8
grid.415994.4,Affiliated,grid.1029.a
grid.415996.6,Affiliated,grid.10025.36
grid.415996.6,Parent,grid.419317.9
grid.415998.8,Affiliated,grid.440750.2
grid.415998.8,Affiliated,grid.56302.32
grid.415998.8,Affiliated,grid.449346.8
grid.416001.2,Affiliated,grid.410849.0
grid.416004.7,Parent,grid.412943.9
grid.416009.a,Affiliated,grid.10223.32
grid.416019.b,Affiliated,grid.273335.3
grid.416022.3,Affiliated,grid.258041.a
grid.416025.4,Parent,grid.273109.e
grid.416027.6,Affiliated,grid.12136.37
grid.416027.6,Parent,grid.414553.2
grid.416031.1,Affiliated,grid.7048.b
grid.416036.6,Affiliated,grid.416353.6
grid.416036.6,Parent,grid.139534.9
grid.416037.7,Affiliated,grid.1010.0
grid.416040.7,Parent,grid.424617.2
grid.416040.7,Parent,grid.460983.0
grid.416041.6,Parent,grid.139534.9
grid.416044.3,Affiliated,grid.259828.c
grid.416044.3,Parent,grid.430322.4
grid.416047.0,Affiliated,grid.5335.0
grid.416047.0,Parent,grid.24029.3d
grid.416049.e,Parent,grid.458114.d
grid.416051.7,Affiliated,grid.6572.6
grid.416051.7,Parent,grid.439674.b
grid.416053.5,Affiliated,grid.7605.4
grid.416054.2,Affiliated,grid.429997.8
grid.416054.2,Affiliated,grid.168645.8
grid.416057.1,Affiliated,grid.1002.3
grid.416059.f,Affiliated,grid.5254.6
grid.416060.5,Affiliated,grid.1002.3
grid.416060.5,Parent,grid.419789.a
grid.416068.d,Affiliated,grid.4912.e
grid.416068.d,Affiliated,grid.8217.c
grid.416071.5,Parent,grid.451104.5
grid.416072.6,Affiliated,grid.7107.1
grid.416073.7,Affiliated,grid.166341.7
grid.416074.0,Affiliated,grid.152326.1
grid.416074.0,Parent,grid.412807.8
grid.416075.1,Affiliated,grid.410664.1
grid.416075.1,Affiliated,grid.1010.0
grid.416077.3,Affiliated,grid.429158.3
grid.416082.9,Affiliated,grid.8756.c
grid.416082.9,Affiliated,grid.15756.30
grid.416082.9,Parent,grid.413301.4
grid.416084.f,Affiliated,grid.14709.3b
grid.416087.c,Parent,grid.413574.0
grid.416088.3,Child,grid.427695.b
grid.416091.b,Affiliated,grid.7340.0
grid.416091.b,Parent,grid.413029.d
grid.416092.8,Parent,grid.412915.a
grid.416094.e,Parent,grid.419297.0
grid.416098.2,Parent,grid.430342.2
grid.416099.3,Affiliated,grid.14709.3b
grid.416100.2,Affiliated,grid.1003.2
grid.416102.0,Affiliated,grid.14709.3b
grid.416107.5,Affiliated,grid.1008.9
grid.416113.0,Parent,grid.414038.a
grid.416114.7,Parent,grid.421577.2
grid.416115.6,Affiliated,grid.7107.1
grid.416116.5,Parent,grid.412944.e
grid.416118.b,Affiliated,grid.11201.33
grid.416118.b,Affiliated,grid.8391.3
grid.416118.b,Parent,grid.419309.6
grid.416119.a,Parent,grid.39489.3f
grid.416122.2,Affiliated,grid.5600.3
grid.416122.2,Affiliated,grid.4827.9
grid.416122.2,Parent,grid.419728.1
grid.416124.4,Affiliated,grid.5386.8
grid.416126.6,Affiliated,grid.5884.1
grid.416126.6,Affiliated,grid.11835.3e
grid.416126.6,Parent,grid.31410.37
grid.416128.8,Affiliated,grid.5491.9
grid.416128.8,Parent,grid.439351.9
grid.416131.0,Affiliated,grid.1009.8
grid.416132.3,Parent,grid.415703.4
grid.416135.4,Affiliated,grid.6906.9
grid.416139.8,Affiliated,grid.1005.4
grid.416139.8,Affiliated,grid.1013.3
grid.416141.7,Parent,grid.418709.3
grid.416144.2,Parent,grid.417249.d
grid.416148.e,Parent,grid.416657.7
grid.416151.6,Affiliated,grid.8250.f
grid.416151.6,Affiliated,grid.26597.3f
grid.416151.6,Parent,grid.440194.c
grid.416153.4,Parent,grid.429299.d
grid.416160.4,Affiliated,grid.64337.35
grid.416166.2,Affiliated,grid.17063.33
grid.416167.3,Parent,grid.425214.4
grid.416171.4,Parent,grid.413029.d
grid.416172.7,Affiliated,grid.412695.d
grid.416173.6,Affiliated,grid.63054.34
grid.416175.0,Child,grid.412935.8
grid.416176.3,Affiliated,grid.38142.3c
grid.416176.3,Affiliated,grid.429997.8
grid.416177.2,Affiliated,grid.83440.3b
grid.416177.2,Parent,grid.412945.f
grid.416187.d,Parent,grid.437504.1
grid.416188.2,Affiliated,grid.7445.2
grid.416188.2,Parent,grid.440199.1
grid.416195.e,Affiliated,grid.1012.2
grid.416198.3,Affiliated,grid.412428.9
grid.416201.0,Parent,grid.418484.5
grid.416202.3,Parent,grid.239835.6
grid.416204.5,Parent,grid.440181.8
grid.416208.9,Affiliated,grid.410570.7
grid.416210.0,Child,grid.416905.f
grid.416218.8,Parent,grid.14105.31
grid.416220.3,Parent,grid.430506.4
grid.416221.2,Parent,grid.14105.31
grid.416223.0,Affiliated,grid.17088.36
grid.416224.7,Parent,grid.412946.c
grid.416225.6,Affiliated,grid.414601.6
grid.416225.6,Affiliated,grid.12082.39
grid.416225.6,Parent,grid.410725.5
grid.416226.5,Affiliated,grid.259828.c
grid.416227.4,Affiliated,grid.8217.c
grid.416228.b,Affiliated,grid.38142.3c
grid.416228.b,Parent,grid.410370.1
grid.416229.a,Affiliated,grid.14709.3b
grid.416230.2,Child,grid.414528.e
grid.416230.2,Child,grid.413153.1
grid.416230.2,Child,grid.413656.3
grid.416230.2,Child,grid.430538.9
grid.416232.0,Affiliated,grid.4777.3
grid.416232.0,Affiliated,grid.12641.30
grid.416232.0,Parent,grid.412915.a
grid.416233.1,Affiliated,grid.185648.6
grid.416237.5,Affiliated,grid.265436.0
grid.416239.b,Parent,grid.416698.4
grid.416241.4,Parent,grid.418546.a
grid.416250.4,Parent,grid.415875.a
grid.416252.6,Affiliated,grid.11194.3c
grid.416256.2,Affiliated,grid.452498.6
grid.416256.2,Affiliated,grid.418789.b
grid.416256.2,Affiliated,grid.413015.2
grid.416257.3,Affiliated,grid.419587.6
grid.416258.c,Child,grid.443854.a
grid.416258.c,Child,grid.413171.1
grid.416258.c,Child,grid.430800.f
grid.416259.d,Affiliated,grid.1018.8
grid.416259.d,Affiliated,grid.1008.9
grid.416265.2,Affiliated,grid.412517.4
grid.416265.2,Affiliated,grid.413015.2
grid.416266.1,Affiliated,grid.44361.34
grid.416266.1,Affiliated,grid.8241.f
grid.416266.1,Parent,grid.412273.1
grid.416267.0,Affiliated,grid.413236.1
grid.416267.0,Affiliated,grid.418789.b
grid.416270.6,Affiliated,grid.7362.0
grid.416270.6,Affiliated,grid.440486.a
grid.416270.6,Affiliated,grid.4862.8
grid.416271.7,Affiliated,grid.203507.3
grid.416274.2,Parent,grid.240372.0
grid.416276.0,Affiliated,grid.412517.4
grid.416277.1,Affiliated,grid.412726.4
grid.416279.f,Affiliated,grid.410821.e
grid.416290.8,Parent,grid.414603.4
grid.416291.9,Affiliated,grid.194645.b
grid.416302.2,Parent,grid.52788.30
grid.416306.6,Parent,grid.416494.a
grid.416312.3,Affiliated,grid.13648.38
grid.416326.4,Affiliated,grid.17088.36
grid.416332.1,Parent,grid.410775.0
grid.416336.5,Child,grid.413397.b
grid.416338.b,Parent,grid.412915.a
grid.416339.a,Affiliated,grid.411935.b
grid.416339.a,Affiliated,grid.413036.3
grid.416348.c,Affiliated,grid.265436.0
grid.416349.d,Affiliated,grid.8198.8
grid.416350.5,Affiliated,grid.260914.8
grid.416350.5,Affiliated,grid.430387.b
grid.416352.7,Affiliated,grid.8198.8
grid.416353.6,Affiliated,grid.416036.6
grid.416353.6,Parent,grid.139534.9
grid.416355.0,Affiliated,grid.411199.5
grid.416356.3,Affiliated,grid.21613.37
grid.416364.2,Affiliated,grid.166341.7
grid.416364.2,Affiliated,grid.264727.2
grid.416369.f,Affiliated,grid.5254.6
grid.416371.6,Parent,grid.420099.6
grid.416374.3,Parent,grid.428829.d
grid.416375.2,Affiliated,grid.5379.8
grid.416375.2,Parent,grid.411037.0
grid.416375.2,Parent,grid.418670.c
grid.416380.8,Affiliated,grid.416385.d
grid.416381.9,Affiliated,grid.253615.6
grid.416381.9,Affiliated,grid.265436.0
grid.416382.a,Parent,grid.410775.0
grid.416384.c,Parent,grid.410775.0
grid.416385.d,Affiliated,grid.416380.8
grid.416387.f,Affiliated,grid.21729.3f
grid.416389.1,Parent,grid.416698.4
grid.416391.8,Affiliated,grid.8273.e
grid.416391.8,Parent,grid.240367.4
grid.416394.d,Parent,grid.439799.9
grid.416398.1,Affiliated,grid.1005.4
grid.416404.3,Affiliated,grid.264200.2
grid.416404.3,Parent,grid.419496.7
grid.416406.1,Parent,grid.418546.a
grid.416409.e,Affiliated,grid.8217.c
grid.416411.7,Affiliated,grid.418546.a
grid.416413.5,Affiliated,grid.254444.7
grid.416413.5,Parent,grid.418665.8
grid.416414.2,Parent,grid.416698.4
grid.416425.0,Affiliated,grid.4305.2
grid.416425.0,Parent,grid.39489.3f
grid.416426.3,Affiliated,grid.134563.6
grid.416426.3,Child,grid.416429.c
grid.416429.c,Parent,grid.416426.3
grid.416432.6,Affiliated,grid.418280.7
grid.416438.c,Affiliated,grid.5570.7
grid.416441.2,Parent,grid.415286.c
grid.416442.1,Affiliated,grid.185648.6
grid.416444.7,Parent,grid.416543.1
grid.416447.4,Parent,grid.416543.1
grid.416448.b,Affiliated,grid.415847.b
grid.416448.b,Affiliated,grid.17063.33
grid.416448.b,Child,grid.416733.4
grid.416450.2,Affiliated,grid.5379.8
grid.416450.2,Parent,grid.437504.1
grid.416465.4,Affiliated,grid.412357.6
grid.416466.7,Affiliated,grid.284723.8
grid.416472.2,Affiliated,grid.9909.9
grid.416472.2,Parent,grid.418449.4
grid.416477.7,Child,grid.414530.7
grid.416477.7,Child,grid.250903.d
grid.416477.7,Child,grid.413654.1
grid.416477.7,Child,grid.415895.4
grid.416477.7,Child,grid.273206.2
grid.416477.7,Child,grid.412034.0
grid.416477.7,Child,grid.240382.f
grid.416477.7,Child,grid.412833.f
grid.416477.7,Child,grid.440243.5
grid.416479.9,Affiliated,grid.4462.4
grid.416480.f,Parent,grid.449409.4
grid.416481.e,Child,grid.416482.d
grid.416481.e,Child,grid.433886.2
grid.416482.d,Parent,grid.416481.e
grid.416488.7,Affiliated,grid.429997.8
grid.416505.3,Affiliated,grid.25055.37
grid.416505.3,Affiliated,grid.422568.f
grid.416505.3,Affiliated,grid.266820.8
grid.416507.1,Parent,grid.429889.6
grid.416510.7,Affiliated,grid.7445.2
grid.416510.7,Parent,grid.439803.5
grid.416510.7,Parent,grid.420080.e
grid.416511.6,Parent,grid.421056.4
grid.416512.5,Parent,grid.451090.9
grid.416518.f,Affiliated,grid.412339.e
grid.416526.2,Affiliated,grid.14709.3b
grid.416529.d,Affiliated,grid.17063.33
grid.416530.5,Parent,grid.1491.d
grid.416534.1,Affiliated,grid.47100.32
grid.416541.3,Parent,grid.413636.5
grid.416543.1,Affiliated,grid.254444.7
grid.416543.1,Child,grid.416444.7
grid.416543.1,Child,grid.416447.4
grid.416543.1,Child,grid.414307.5
grid.416544.6,Affiliated,grid.5337.2
grid.416544.6,Parent,grid.410421.2
grid.416545.7,Affiliated,grid.253615.6
grid.416545.7,Affiliated,grid.265436.0
grid.416546.4,Affiliated,grid.5947.f
grid.416552.1,Affiliated,grid.4462.4
grid.416553.0,Affiliated,grid.17091.3e
grid.416557.4,Affiliated,grid.7445.2
grid.416557.4,Affiliated,grid.264200.2
grid.416557.4,Parent,grid.440168.f
grid.416559.a,Parent,grid.440203.1
grid.416560.0,Parent,grid.412915.a
grid.416561.1,Affiliated,grid.34477.33
grid.416562.2,Parent,grid.1491.d
grid.416565.5,Affiliated,grid.16753.36
grid.416568.8,Affiliated,grid.7445.2
grid.416568.8,Parent,grid.439803.5
grid.416568.8,Parent,grid.420080.e
grid.416571.0,Affiliated,grid.260917.b
grid.416572.3,Parent,grid.430425.4
grid.416580.e,Child,grid.413105.2
grid.416582.c,Affiliated,grid.260917.b
grid.416586.8,Parent,grid.416698.4
grid.416590.f,Affiliated,grid.260917.b
grid.416590.f,Affiliated,grid.47100.32
grid.416593.c,Affiliated,grid.19006.3e
grid.416596.9,Parent,grid.416698.4
grid.416626.1,Parent,grid.439622.8
